#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.94326E+03    0.25160E-01    0.11499E-02    0.25160E-01    0.11388E-05   -0.16042E-07    0.11499E-02   -0.16042E-07    0.76604E-08
     3    0.90785E+03    0.57192E-01    0.80613E-03    0.57192E-01    0.53845E-05   -0.19273E-07    0.80613E-03   -0.19273E-07    0.46601E-08
     4    0.87480E+03    0.97701E-01    0.60728E-03    0.97701E-01    0.15513E-04   -0.20964E-07    0.60728E-03   -0.20964E-07    0.32247E-08
     5    0.85139E+03    0.14591E+00    0.47869E-03    0.14591E+00    0.35004E-04   -0.22028E-07    0.47869E-03   -0.22028E-07    0.23981E-08
     6    0.83649E+03    0.20115E+00    0.38948E-03    0.20115E+00    0.67984E-04   -0.22719E-07    0.38948E-03   -0.22719E-07    0.18678E-08
     7    0.82809E+03    0.26280E+00    0.32443E-03    0.26280E+00    0.11918E-03   -0.23195E-07    0.32443E-03   -0.23195E-07    0.15031E-08
     8    0.82416E+03    0.33005E+00    0.27519E-03    0.33005E+00    0.19380E-03   -0.23557E-07    0.27519E-03   -0.23557E-07    0.12395E-08
     9    0.82387E+03    0.40238E+00    0.23678E-03    0.40238E+00    0.29769E-03   -0.23862E-07    0.23678E-03   -0.23862E-07    0.10419E-08
    10    0.82634E+03    0.47896E+00    0.20613E-03    0.47896E+00    0.43685E-03   -0.24086E-07    0.20613E-03   -0.24086E-07    0.88910E-09
    11    0.83090E+03    0.55926E+00    0.18129E-03    0.55926E+00    0.61815E-03   -0.24241E-07    0.18129E-03   -0.24241E-07    0.76840E-09
    12    0.83770E+03    0.64309E+00    0.16073E-03    0.64309E+00    0.84846E-03   -0.24307E-07    0.16073E-03   -0.24307E-07    0.67088E-09
    13    0.84569E+03    0.72891E+00    0.14365E-03    0.72891E+00    0.11350E-02   -0.24347E-07    0.14365E-03   -0.24347E-07    0.59110E-09
    14    0.85479E+03    0.81635E+00    0.12915E-03    0.81635E+00    0.14850E-02   -0.24364E-07    0.12915E-03   -0.24364E-07    0.52470E-09
    15    0.86479E+03    0.90466E+00    0.11679E-03    0.90466E+00    0.19068E-02   -0.24386E-07    0.11679E-03   -0.24386E-07    0.46895E-09
    16    0.87597E+03    0.99416E+00    0.10610E-03    0.99416E+00    0.24089E-02   -0.24396E-07    0.10610E-03   -0.24396E-07    0.42159E-09
    17    0.88782E+03    0.10833E+01    0.96818E-04    0.10833E+01    0.29998E-02   -0.24389E-07    0.96818E-04   -0.24389E-07    0.38093E-09
    18    0.89996E+03    0.11713E+01    0.88710E-04    0.11713E+01    0.36862E-02   -0.24362E-07    0.88710E-04   -0.24362E-07    0.34583E-09
    19    0.91353E+03    0.12587E+01    0.81600E-04    0.12587E+01    0.44810E-02   -0.24334E-07    0.81600E-04   -0.24334E-07    0.31528E-09
    20    0.92732E+03    0.13442E+01    0.75279E-04    0.13442E+01    0.53884E-02   -0.24279E-07    0.75279E-04   -0.24279E-07    0.28850E-09
    21    0.94155E+03    0.14270E+01    0.69663E-04    0.14270E+01    0.64188E-02   -0.24212E-07    0.69663E-04   -0.24212E-07    0.26489E-09
    22    0.95616E+03    0.15068E+01    0.64647E-04    0.15068E+01    0.75812E-02   -0.24141E-07    0.64647E-04   -0.24141E-07    0.24400E-09
    23    0.97113E+03    0.15829E+01    0.60145E-04    0.15829E+01    0.88850E-02   -0.24068E-07    0.60145E-04   -0.24068E-07    0.22540E-09
    24    0.98647E+03    0.16542E+01    0.56098E-04    0.16542E+01    0.10338E-01   -0.23980E-07    0.56098E-04   -0.23980E-07    0.20876E-09
    25    0.10022E+04    0.17208E+01    0.52440E-04    0.17208E+01    0.11950E-01   -0.23890E-07    0.52440E-04   -0.23890E-07    0.19383E-09
    26    0.10181E+04    0.17826E+01    0.49114E-04    0.17826E+01    0.13730E-01   -0.23794E-07    0.49114E-04   -0.23794E-07    0.18037E-09
    27    0.10345E+04    0.18388E+01    0.46086E-04    0.18388E+01    0.15686E-01   -0.23695E-07    0.46086E-04   -0.23695E-07    0.16820E-09
    28    0.10509E+04    0.18882E+01    0.43328E-04    0.18882E+01    0.17828E-01   -0.23593E-07    0.43328E-04   -0.23593E-07    0.15717E-09
    29    0.10678E+04    0.19303E+01    0.40810E-04    0.19303E+01    0.20163E-01   -0.23485E-07    0.40810E-04   -0.23485E-07    0.14712E-09
    30    0.10849E+04    0.19659E+01    0.38493E-04    0.19659E+01    0.22700E-01   -0.23373E-07    0.38493E-04   -0.23373E-07    0.13796E-09
    31    0.11021E+04    0.19940E+01    0.36358E-04    0.19940E+01    0.25448E-01   -0.23258E-07    0.36358E-04   -0.23258E-07    0.12958E-09
    32    0.11196E+04    0.20137E+01    0.34394E-04    0.20137E+01    0.28414E-01   -0.23143E-07    0.34394E-04   -0.23143E-07    0.12189E-09
    33    0.11373E+04    0.20238E+01    0.32586E-04    0.20238E+01    0.31608E-01   -0.23027E-07    0.32586E-04   -0.23027E-07    0.11482E-09
    34    0.11553E+04    0.20256E+01    0.30909E-04    0.20256E+01    0.35033E-01   -0.22904E-07    0.30909E-04   -0.22904E-07    0.10831E-09
    35    0.11734E+04    0.20184E+01    0.29351E-04    0.20184E+01    0.38701E-01   -0.22779E-07    0.29351E-04   -0.22779E-07    0.10230E-09
    36    0.11916E+04    0.20012E+01    0.27905E-04    0.20012E+01    0.42618E-01   -0.22655E-07    0.27905E-04   -0.22655E-07    0.96747E-10
    37    0.12101E+04    0.19732E+01    0.26562E-04    0.19732E+01    0.46790E-01   -0.22531E-07    0.26562E-04   -0.22531E-07    0.91598E-10
    38    0.12289E+04    0.19350E+01    0.25310E-04    0.19350E+01    0.51226E-01   -0.22403E-07    0.25310E-04   -0.22403E-07    0.86817E-10
    39    0.12478E+04    0.18861E+01    0.24140E-04    0.18861E+01    0.55926E-01   -0.22272E-07    0.24140E-04   -0.22272E-07    0.82373E-10
    40    0.12667E+04    0.18256E+01    0.23047E-04    0.18256E+01    0.60898E-01   -0.22141E-07    0.23047E-04   -0.22141E-07    0.78236E-10
    41    0.12861E+04    0.17528E+01    0.22027E-04    0.17528E+01    0.66152E-01   -0.22011E-07    0.22027E-04   -0.22011E-07    0.74378E-10
    42    0.13055E+04    0.16685E+01    0.21070E-04    0.16685E+01    0.71692E-01   -0.21879E-07    0.21070E-04   -0.21879E-07    0.70774E-10
    43    0.13251E+04    0.15734E+01    0.20168E-04    0.15734E+01    0.77522E-01   -0.21746E-07    0.20168E-04   -0.21746E-07    0.67405E-10
    44    0.13447E+04    0.14657E+01    0.19321E-04    0.14657E+01    0.83639E-01   -0.21611E-07    0.19321E-04   -0.21611E-07    0.64249E-10
    45    0.13647E+04    0.13441E+01    0.18527E-04    0.13441E+01    0.90054E-01   -0.21477E-07    0.18527E-04   -0.21477E-07    0.61290E-10
    46    0.13849E+04    0.12097E+01    0.17779E-04    0.12097E+01    0.96778E-01   -0.21342E-07    0.17779E-04   -0.21342E-07    0.58513E-10
    47    0.14052E+04    0.10635E+01    0.17072E-04    0.10635E+01    0.10380E+00   -0.21205E-07    0.17072E-04   -0.21205E-07    0.55903E-10
    48    0.14256E+04    0.90401E+00    0.16404E-04    0.90401E+00    0.11113E+00   -0.21067E-07    0.16404E-04   -0.21067E-07    0.53448E-10
    49    0.14462E+04    0.73000E+00    0.15775E-04    0.73000E+00    0.11876E+00   -0.20931E-07    0.15775E-04   -0.20931E-07    0.51136E-10
    50    0.14672E+04    0.54236E+00    0.15180E-04    0.54236E+00    0.12672E+00   -0.20794E-07    0.15180E-04   -0.20794E-07    0.48956E-10
    51    0.14881E+04    0.34221E+00    0.14616E-04    0.34221E+00    0.13498E+00   -0.20656E-07    0.14616E-04   -0.20656E-07    0.46899E-10
    52    0.15094E+04    0.12828E+00    0.14081E-04    0.12828E+00    0.14355E+00   -0.20517E-07    0.14081E-04   -0.20517E-07    0.44957E-10
    53    0.15309E+04   -0.10081E+00    0.13575E-04   -0.10081E+00    0.15244E+00   -0.20379E-07    0.13575E-04   -0.20379E-07    0.43121E-10
    54    0.15525E+04   -0.34395E+00    0.13095E-04   -0.34395E+00    0.16163E+00   -0.20241E-07    0.13095E-04   -0.20241E-07    0.41383E-10
    55    0.15743E+04   -0.59999E+00    0.12638E-04   -0.59999E+00    0.17113E+00   -0.20101E-07    0.12638E-04   -0.20101E-07    0.39738E-10
    56    0.15963E+04   -0.87007E+00    0.12203E-04   -0.87007E+00    0.18095E+00   -0.19961E-07    0.12203E-04   -0.19961E-07    0.38178E-10
    57    0.16186E+04   -0.11554E+01    0.11791E-04   -0.11554E+01    0.19108E+00   -0.19823E-07    0.11791E-04   -0.19823E-07    0.36700E-10
    58    0.16411E+04   -0.14552E+01    0.11398E-04   -0.14552E+01    0.20152E+00   -0.19684E-07    0.11398E-04   -0.19684E-07    0.35296E-10
    59    0.16637E+04   -0.17683E+01    0.11023E-04   -0.17683E+01    0.21227E+00   -0.19544E-07    0.11023E-04   -0.19544E-07    0.33963E-10
    60    0.16865E+04   -0.20937E+01    0.10665E-04   -0.20937E+01    0.22329E+00   -0.19403E-07    0.10665E-04   -0.19403E-07    0.32695E-10
