#           k/h    P           
    0.10000E-03    0.17510E+00
    0.10202E-03    0.17853E+00
    0.10408E-03    0.18202E+00
    0.10618E-03    0.18559E+00
    0.10833E-03    0.18922E+00
    0.11052E-03    0.19293E+00
    0.11275E-03    0.19671E+00
    0.11503E-03    0.20056E+00
    0.11735E-03    0.20449E+00
    0.11972E-03    0.20850E+00
    0.12214E-03    0.21258E+00
    0.12461E-03    0.21674E+00
    0.12712E-03    0.22099E+00
    0.12969E-03    0.22531E+00
    0.13231E-03    0.22973E+00
    0.13499E-03    0.23423E+00
    0.13771E-03    0.23881E+00
    0.14049E-03    0.24349E+00
    0.14333E-03    0.24826E+00
    0.14623E-03    0.25312E+00
    0.14918E-03    0.25808E+00
    0.15220E-03    0.26313E+00
    0.15527E-03    0.26829E+00
    0.15841E-03    0.27354E+00
    0.16161E-03    0.27890E+00
    0.16487E-03    0.28436E+00
    0.16820E-03    0.28992E+00
    0.17160E-03    0.29560E+00
    0.17507E-03    0.30139E+00
    0.17860E-03    0.30729E+00
    0.18221E-03    0.31331E+00
    0.18589E-03    0.31944E+00
    0.18965E-03    0.32570E+00
    0.19348E-03    0.33207E+00
    0.19739E-03    0.33858E+00
    0.20138E-03    0.34521E+00
    0.20544E-03    0.35196E+00
    0.20959E-03    0.35885E+00
    0.21383E-03    0.36588E+00
    0.21815E-03    0.37304E+00
    0.22255E-03    0.38035E+00
    0.22705E-03    0.38779E+00
    0.23164E-03    0.39538E+00
    0.23632E-03    0.40312E+00
    0.24109E-03    0.41101E+00
    0.24596E-03    0.41906E+00
    0.25093E-03    0.42726E+00
    0.25600E-03    0.43562E+00
    0.26117E-03    0.44415E+00
    0.26645E-03    0.45284E+00
    0.27183E-03    0.46170E+00
    0.27732E-03    0.47074E+00
    0.28292E-03    0.47995E+00
    0.28864E-03    0.48934E+00
    0.29447E-03    0.49891E+00
    0.30042E-03    0.50867E+00
    0.30649E-03    0.51863E+00
    0.31268E-03    0.52877E+00
    0.31899E-03    0.53911E+00
    0.32544E-03    0.54966E+00
    0.33201E-03    0.56041E+00
    0.33872E-03    0.57137E+00
    0.34556E-03    0.58255E+00
    0.35254E-03    0.59394E+00
    0.35966E-03    0.60555E+00
    0.36693E-03    0.61739E+00
    0.37434E-03    0.62947E+00
    0.38190E-03    0.64177E+00
    0.38962E-03    0.65432E+00
    0.39749E-03    0.66711E+00
    0.40552E-03    0.68015E+00
    0.41371E-03    0.69344E+00
    0.42207E-03    0.70699E+00
    0.43060E-03    0.72080E+00
    0.43929E-03    0.73489E+00
    0.44817E-03    0.74924E+00
    0.45722E-03    0.76388E+00
    0.46646E-03    0.77880E+00
    0.47588E-03    0.79401E+00
    0.48550E-03    0.80951E+00
    0.49530E-03    0.82532E+00
    0.50531E-03    0.84143E+00
    0.51552E-03    0.85785E+00
