#    L    TT             EE             BB             TE          
     2    0.10944E+04    0.25738E-05    0.13751E-05    0.26117E-01
     3    0.10327E+04    0.84057E-05    0.27507E-05    0.59886E-01
     4    0.98143E+03    0.20851E-04    0.45856E-05    0.10254E+00
     5    0.94563E+03    0.43535E-04    0.68804E-05    0.15318E+00
     6    0.92225E+03    0.80748E-04    0.96359E-05    0.21110E+00
     7    0.90799E+03    0.13739E-03    0.12853E-04    0.27562E+00
     8    0.90003E+03    0.21889E-03    0.16532E-04    0.34587E+00
     9    0.89700E+03    0.33127E-03    0.20676E-04    0.42125E+00
    10    0.89775E+03    0.48075E-03    0.25284E-04    0.50093E+00
    11    0.90131E+03    0.67446E-03    0.30358E-04    0.58427E+00
    12    0.90772E+03    0.91950E-03    0.35900E-04    0.67108E+00
    13    0.91582E+03    0.12233E-02    0.41910E-04    0.75972E+00
    14    0.92543E+03    0.15933E-02    0.48391E-04    0.84979E+00
    15    0.93627E+03    0.20383E-02    0.55343E-04    0.94048E+00
    16    0.94860E+03    0.25668E-02    0.62768E-04    0.10321E+01
    17    0.96184E+03    0.31878E-02    0.70668E-04    0.11230E+01
    18    0.97558E+03    0.39081E-02    0.79044E-04    0.12122E+01
    19    0.99106E+03    0.47410E-02    0.87898E-04    0.13006E+01
    20    0.10069E+04    0.56910E-02    0.97230E-04    0.13866E+01
    21    0.10234E+04    0.67686E-02    0.10704E-03    0.14694E+01
    22    0.10404E+04    0.79832E-02    0.11734E-03    0.15485E+01
    23    0.10580E+04    0.93445E-02    0.12812E-03    0.16234E+01
    24    0.10761E+04    0.10861E-01    0.13938E-03    0.16928E+01
    25    0.10946E+04    0.12542E-01    0.15113E-03    0.17568E+01
    26    0.11136E+04    0.14396E-01    0.16336E-03    0.18155E+01
    27    0.11331E+04    0.16434E-01    0.17608E-03    0.18676E+01
    28    0.11529E+04    0.18664E-01    0.18929E-03    0.19121E+01
    29    0.11732E+04    0.21095E-01    0.20300E-03    0.19486E+01
    30    0.11937E+04    0.23734E-01    0.21719E-03    0.19778E+01
    31    0.12146E+04    0.26592E-01    0.23187E-03    0.19986E+01
    32    0.12358E+04    0.29677E-01    0.24705E-03    0.20100E+01
    33    0.12574E+04    0.32997E-01    0.26272E-03    0.20108E+01
    34    0.12793E+04    0.36557E-01    0.27888E-03    0.20026E+01
    35    0.13014E+04    0.40368E-01    0.29554E-03    0.19844E+01
    36    0.13238E+04    0.44437E-01    0.31270E-03    0.19551E+01
    37    0.13466E+04    0.48772E-01    0.33035E-03    0.19137E+01
    38    0.13696E+04    0.53379E-01    0.34849E-03    0.18614E+01
    39    0.13929E+04    0.58260E-01    0.36713E-03    0.17975E+01
    40    0.14164E+04    0.63424E-01    0.38627E-03    0.17208E+01
    41    0.14403E+04    0.68879E-01    0.40591E-03    0.16305E+01
