#    L    TT             EE             BB             TE          
     2    0.12724E+04    0.39813E-05    0.25277E-05    0.31905E-01
     3    0.12115E+04    0.11921E-04    0.50563E-05    0.72871E-01
     4    0.11587E+04    0.28187E-04    0.84289E-05    0.12464E+00
     5    0.11216E+04    0.57197E-04    0.12647E-04    0.18617E+00
     6    0.10976E+04    0.10418E-03    0.17711E-04    0.25661E+00
     7    0.10834E+04    0.17513E-03    0.23622E-04    0.33512E+00
     8    0.10759E+04    0.27664E-03    0.30383E-04    0.42070E+00
     9    0.10738E+04    0.41611E-03    0.37995E-04    0.51261E+00
    10    0.10758E+04    0.60112E-03    0.46461E-04    0.60983E+00
    11    0.10808E+04    0.84037E-03    0.55781E-04    0.71162E+00
    12    0.10890E+04    0.11425E-02    0.65958E-04    0.81776E+00
    13    0.10991E+04    0.15168E-02    0.76995E-04    0.92627E+00
    14    0.11107E+04    0.19721E-02    0.88894E-04    0.10367E+01
    15    0.11237E+04    0.25193E-02    0.10166E-03    0.11480E+01
    16    0.11384E+04    0.31688E-02    0.11529E-03    0.12606E+01
    17    0.11541E+04    0.39315E-02    0.12978E-03    0.13725E+01
    18    0.11702E+04    0.48159E-02    0.14515E-03    0.14826E+01
    19    0.11884E+04    0.58383E-02    0.16140E-03    0.15919E+01
    20    0.12069E+04    0.70040E-02    0.17852E-03    0.16985E+01
    21    0.12261E+04    0.83259E-02    0.19651E-03    0.18013E+01
    22    0.12459E+04    0.98157E-02    0.21539E-03    0.19000E+01
    23    0.12662E+04    0.11485E-01    0.23515E-03    0.19938E+01
    24    0.12871E+04    0.13344E-01    0.25579E-03    0.20812E+01
    25    0.13085E+04    0.15405E-01    0.27733E-03    0.21623E+01
    26    0.13304E+04    0.17678E-01    0.29975E-03    0.22370E+01
    27    0.13527E+04    0.20176E-01    0.32306E-03    0.23042E+01
    28    0.13753E+04    0.22909E-01    0.34726E-03    0.23624E+01
    29    0.13986E+04    0.25887E-01    0.37236E-03    0.24111E+01
    30    0.14221E+04    0.29122E-01    0.39835E-03    0.24512E+01
    31    0.14459E+04    0.32623E-01    0.42524E-03    0.24814E+01
    32    0.14701E+04    0.36402E-01    0.45302E-03    0.25005E+01
    33    0.14946E+04    0.40469E-01    0.48171E-03    0.25070E+01
    34    0.15194E+04    0.44831E-01    0.51130E-03    0.25028E+01
    35    0.15446E+04    0.49499E-01    0.54178E-03    0.24868E+01
    36    0.15699E+04    0.54483E-01    0.57317E-03    0.24576E+01
    37    0.15957E+04    0.59791E-01    0.60546E-03    0.24142E+01
    38    0.16217E+04    0.65433E-01    0.63866E-03    0.23576E+01
    39    0.16480E+04    0.71411E-01    0.67276E-03    0.22872E+01
    40    0.16745E+04    0.77734E-01    0.70776E-03    0.22016E+01
    41    0.17014E+04    0.84414E-01    0.74366E-03    0.20999E+01
    42    0.17285E+04    0.91457E-01    0.78047E-03    0.19832E+01
    43    0.17559E+04    0.98867E-01    0.81819E-03    0.18524E+01
    44    0.17833E+04    0.10664E+00    0.85681E-03    0.17053E+01
    45    0.18113E+04    0.11480E+00    0.89633E-03    0.15401E+01
    46    0.18395E+04    0.12334E+00    0.93676E-03    0.13582E+01
    47    0.18679E+04    0.13226E+00    0.97809E-03    0.11612E+01
    48    0.18964E+04    0.14158E+00    0.10203E-02    0.94685E+00
    49    0.19253E+04    0.15128E+00    0.10635E-02    0.71344E+00
    50    0.19547E+04    0.16138E+00    0.11075E-02    0.46238E+00
    51    0.19840E+04    0.17189E+00    0.11524E-02    0.19530E+00
    52    0.20137E+04    0.18277E+00    0.11983E-02   -0.89679E-01
    53    0.20439E+04    0.19407E+00    0.12450E-02   -0.39454E+00
    54    0.20742E+04    0.20575E+00    0.12927E-02   -0.71761E+00
    55    0.21046E+04    0.21783E+00    0.13412E-02   -0.10572E+01
    56    0.21354E+04    0.23031E+00    0.13907E-02   -0.14151E+01
    57    0.21666E+04    0.24318E+00    0.14410E-02   -0.17929E+01
    58    0.21981E+04    0.25645E+00    0.14922E-02   -0.21894E+01
    59    0.22297E+04    0.27011E+00    0.15444E-02   -0.26028E+01
    60    0.22616E+04    0.28412E+00    0.15974E-02   -0.30324E+01
    61    0.22940E+04    0.29851E+00    0.16513E-02   -0.34782E+01
    62    0.23266E+04    0.31325E+00    0.17062E-02   -0.39416E+01
    63    0.23594E+04    0.32835E+00    0.17619E-02   -0.44240E+01
    64    0.23927E+04    0.34385E+00    0.18185E-02   -0.49273E+01
    65    0.24261E+04    0.35975E+00    0.18760E-02   -0.54525E+01
    66    0.24599E+04    0.37602E+00    0.19345E-02   -0.59982E+01
    67    0.24939E+04    0.39263E+00    0.19938E-02   -0.65620E+01
    68    0.25283E+04    0.40960E+00    0.20540E-02   -0.71423E+01
    69    0.25630E+04    0.42686E+00    0.21151E-02   -0.77360E+01
    70    0.25982E+04    0.44442E+00    0.21771E-02   -0.83436E+01
    71    0.26336E+04    0.46225E+00    0.22400E-02   -0.89662E+01
    72    0.26693E+04    0.48033E+00    0.23038E-02   -0.96050E+01
    73    0.27052E+04    0.49865E+00    0.23685E-02   -0.10261E+02
    74    0.27415E+04    0.51720E+00    0.24341E-02   -0.10932E+02
    75    0.27780E+04    0.53601E+00    0.25006E-02   -0.11619E+02
    76    0.28149E+04    0.55510E+00    0.25680E-02   -0.12320E+02
    77    0.28520E+04    0.57444E+00    0.26363E-02   -0.13036E+02
    78    0.28896E+04    0.59406E+00    0.27055E-02   -0.13768E+02
    79    0.29275E+04    0.61388E+00    0.27757E-02   -0.14511E+02
    80    0.29657E+04    0.63388E+00    0.28467E-02   -0.15267E+02
    81    0.30042E+04    0.65402E+00    0.29187E-02   -0.16037E+02
    82    0.30432E+04    0.67431E+00    0.29915E-02   -0.16818E+02
    83    0.30824E+04    0.69471E+00    0.30653E-02   -0.17613E+02
    84    0.31220E+04    0.71523E+00    0.31400E-02   -0.18417E+02
    85    0.31619E+04    0.73583E+00    0.32156E-02   -0.19234E+02
    86    0.32020E+04    0.75653E+00    0.32922E-02   -0.20060E+02
    87    0.32427E+04    0.77728E+00    0.33697E-02   -0.20896E+02
    88    0.32835E+04    0.79811E+00    0.34481E-02   -0.21741E+02
    89    0.33247E+04    0.81897E+00    0.35275E-02   -0.22596E+02
    90    0.33663E+04    0.83984E+00    0.36078E-02   -0.23457E+02
    91    0.34080E+04    0.86069E+00    0.36890E-02   -0.24326E+02
    92    0.34502E+04    0.88152E+00    0.37712E-02   -0.25200E+02
    93    0.34927E+04    0.90230E+00    0.38544E-02   -0.26081E+02
    94    0.35354E+04    0.92300E+00    0.39385E-02   -0.26967E+02
    95    0.35784E+04    0.94362E+00    0.40236E-02   -0.27857E+02
    96    0.36215E+04    0.96412E+00    0.41096E-02   -0.28752E+02
    97    0.36652E+04    0.98450E+00    0.41967E-02   -0.29651E+02
    98    0.37091E+04    0.10047E+01    0.42847E-02   -0.30550E+02
    99    0.37531E+04    0.10248E+01    0.43737E-02   -0.31453E+02
   100    0.37975E+04    0.10447E+01    0.44637E-02   -0.32355E+02
   101    0.38422E+04    0.10644E+01    0.45547E-02   -0.33259E+02
   102    0.38874E+04    0.10839E+01    0.46467E-02   -0.34163E+02
   103    0.39326E+04    0.11031E+01    0.47398E-02   -0.35067E+02
   104    0.39780E+04    0.11221E+01    0.48338E-02   -0.35967E+02
   105    0.40237E+04    0.11408E+01    0.49289E-02   -0.36866E+02
   106    0.40697E+04    0.11593E+01    0.50250E-02   -0.37762E+02
   107    0.41156E+04    0.11774E+01    0.51222E-02   -0.38653E+02
   108    0.41620E+04    0.11952E+01    0.52204E-02   -0.39541E+02
   109    0.42086E+04    0.12126E+01    0.53197E-02   -0.40423E+02
   110    0.42553E+04    0.12295E+01    0.54200E-02   -0.41298E+02
   111    0.43022E+04    0.12462E+01    0.55215E-02   -0.42166E+02
   112    0.43493E+04    0.12624E+01    0.56240E-02   -0.43028E+02
   113    0.43967E+04    0.12782E+01    0.57276E-02   -0.43881E+02
   114    0.44442E+04    0.12935E+01    0.58323E-02   -0.44724E+02
   115    0.44919E+04    0.13085E+01    0.59381E-02   -0.45558E+02
   116    0.45397E+04    0.13229E+01    0.60450E-02   -0.46381E+02
   117    0.45879E+04    0.13367E+01    0.61531E-02   -0.47192E+02
   118    0.46362E+04    0.13502E+01    0.62623E-02   -0.47992E+02
   119    0.46845E+04    0.13632E+01    0.63727E-02   -0.48778E+02
   120    0.47331E+04    0.13755E+01    0.64842E-02   -0.49551E+02
   121    0.47816E+04    0.13875E+01    0.65968E-02   -0.50309E+02
   122    0.48303E+04    0.13988E+01    0.67107E-02   -0.51051E+02
   123    0.48790E+04    0.14094E+01    0.68257E-02   -0.51779E+02
   124    0.49278E+04    0.14196E+01    0.69419E-02   -0.52487E+02
   125    0.49767E+04    0.14291E+01    0.70593E-02   -0.53179E+02
   126    0.50256E+04    0.14381E+01    0.71780E-02   -0.53853E+02
   127    0.50745E+04    0.14465E+01    0.72978E-02   -0.54508E+02
   128    0.51234E+04    0.14543E+01    0.74189E-02   -0.55144E+02
   129    0.51724E+04    0.14614E+01    0.75412E-02   -0.55759E+02
   130    0.52213E+04    0.14678E+01    0.76648E-02   -0.56352E+02
   131    0.52703E+04    0.14736E+01    0.77896E-02   -0.56925E+02
   132    0.53193E+04    0.14788E+01    0.79157E-02   -0.57474E+02
   133    0.53682E+04    0.14834E+01    0.80431E-02   -0.58002E+02
   134    0.54171E+04    0.14873E+01    0.81717E-02   -0.58504E+02
   135    0.54659E+04    0.14905E+01    0.83017E-02   -0.58982E+02
   136    0.55146E+04    0.14930E+01    0.84329E-02   -0.59433E+02
   137    0.55633E+04    0.14950E+01    0.85655E-02   -0.59859E+02
   138    0.56118E+04    0.14962E+01    0.86994E-02   -0.60258E+02
   139    0.56601E+04    0.14969E+01    0.88346E-02   -0.60630E+02
   140    0.57084E+04    0.14968E+01    0.89711E-02   -0.60975E+02
   141    0.57564E+04    0.14960E+01    0.91090E-02   -0.61290E+02
   142    0.58044E+04    0.14946E+01    0.92482E-02   -0.61577E+02
   143    0.58523E+04    0.14926E+01    0.93888E-02   -0.61835E+02
   144    0.58999E+04    0.14899E+01    0.95307E-02   -0.62064E+02
   145    0.59474E+04    0.14867E+01    0.96741E-02   -0.62262E+02
   146    0.59948E+04    0.14828E+01    0.98188E-02   -0.62429E+02
   147    0.60418E+04    0.14782E+01    0.99649E-02   -0.62564E+02
   148    0.60886E+04    0.14731E+01    0.10112E-01   -0.62669E+02
   149    0.61353E+04    0.14673E+01    0.10261E-01   -0.62740E+02
