#    L    TT             EE             BB             TE          
     2    0.11110E+04    0.48182E-05    0.33548E-05    0.32310E-01
     3    0.10830E+04    0.13642E-04    0.67104E-05    0.73017E-01
     4    0.10530E+04    0.31182E-04    0.11186E-04    0.12456E+00
     5    0.10317E+04    0.61946E-04    0.16783E-04    0.18599E+00
     6    0.10187E+04    0.11129E-03    0.23502E-04    0.25651E+00
     7    0.10123E+04    0.18533E-03    0.31345E-04    0.33532E+00
     8    0.10104E+04    0.29087E-03    0.40313E-04    0.42141E+00
     9    0.10123E+04    0.43547E-03    0.50410E-04    0.51412E+00
    10    0.10171E+04    0.62694E-03    0.61636E-04    0.61239E+00
    11    0.10240E+04    0.87423E-03    0.73995E-04    0.71559E+00
    12    0.10334E+04    0.11862E-02    0.87488E-04    0.82344E+00
    13    0.10440E+04    0.15725E-02    0.10212E-03    0.93401E+00
    14    0.10557E+04    0.20421E-02    0.11789E-03    0.10468E+01
    15    0.10683E+04    0.26062E-02    0.13480E-03    0.11609E+01
    16    0.10822E+04    0.32757E-02    0.15286E-03    0.12766E+01
    17    0.10968E+04    0.40617E-02    0.17206E-03    0.13922E+01
    18    0.11117E+04    0.49729E-02    0.19241E-03    0.15064E+01
    19    0.11282E+04    0.60261E-02    0.21392E-03    0.16201E+01
    20    0.11449E+04    0.72268E-02    0.23658E-03    0.17315E+01
    21    0.11621E+04    0.85882E-02    0.26040E-03    0.18396E+01
    22    0.11796E+04    0.10122E-01    0.28538E-03    0.19441E+01
    23    0.11975E+04    0.11841E-01    0.31152E-03    0.20443E+01
    24    0.12158E+04    0.13755E-01    0.33882E-03    0.21382E+01
    25    0.12345E+04    0.15877E-01    0.36729E-03    0.22264E+01
    26    0.12534E+04    0.18217E-01    0.39693E-03    0.23088E+01
    27    0.12728E+04    0.20788E-01    0.42774E-03    0.23841E+01
    28    0.12923E+04    0.23601E-01    0.45972E-03    0.24510E+01
    29    0.13122E+04    0.26666E-01    0.49288E-03    0.25087E+01
    30    0.13323E+04    0.29993E-01    0.52721E-03    0.25583E+01
    31    0.13526E+04    0.33595E-01    0.56271E-03    0.25984E+01
    32    0.13732E+04    0.37482E-01    0.59940E-03    0.26282E+01
    33    0.13939E+04    0.41665E-01    0.63726E-03    0.26460E+01
    34    0.14150E+04    0.46149E-01    0.67630E-03    0.26530E+01
    35    0.14362E+04    0.50948E-01    0.71652E-03    0.26490E+01
    36    0.14576E+04    0.56071E-01    0.75792E-03    0.26324E+01
    37    0.14792E+04    0.61526E-01    0.80051E-03    0.26024E+01
    38    0.15011E+04    0.67322E-01    0.84427E-03    0.25594E+01
    39    0.15231E+04    0.73462E-01    0.88921E-03    0.25029E+01
    40    0.15453E+04    0.79956E-01    0.93534E-03    0.24317E+01
    41    0.15678E+04    0.86814E-01    0.98265E-03    0.23450E+01
    42    0.15904E+04    0.94042E-01    0.10311E-02    0.22441E+01
    43    0.16133E+04    0.10165E+00    0.10808E-02    0.21293E+01
    44    0.16362E+04    0.10962E+00    0.11317E-02    0.19989E+01
