#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11929E+04    0.33935E-01    0.14051E-02    0.33935E-01    0.15485E-05   -0.21453E-07    0.14051E-02   -0.21453E-07    0.10352E-07
     3    0.11574E+04    0.76854E-01    0.98909E-03    0.76854E-01    0.73323E-05   -0.25756E-07    0.98909E-03   -0.25756E-07    0.62871E-08
     4    0.11217E+04    0.13118E+00    0.74616E-03    0.13118E+00    0.21146E-04   -0.28013E-07    0.74616E-03   -0.28013E-07    0.43449E-08
     5    0.10963E+04    0.19592E+00    0.58826E-03    0.19592E+00    0.47749E-04   -0.29437E-07    0.58826E-03   -0.29437E-07    0.32275E-08
     6    0.10806E+04    0.27019E+00    0.47838E-03    0.27019E+00    0.92793E-04   -0.30366E-07    0.47838E-03   -0.30366E-07    0.25110E-08
     7    0.10724E+04    0.35316E+00    0.39811E-03    0.35316E+00    0.16274E-03   -0.31008E-07    0.39811E-03   -0.31008E-07    0.20187E-08
     8    0.10694E+04    0.44377E+00    0.33728E-03    0.44377E+00    0.26476E-03   -0.31501E-07    0.33728E-03   -0.31501E-07    0.16631E-08
     9    0.10706E+04    0.54132E+00    0.28982E-03    0.54132E+00    0.40684E-03   -0.31917E-07    0.28982E-03   -0.31917E-07    0.13965E-08
    10    0.10751E+04    0.64468E+00    0.25194E-03    0.64468E+00    0.59719E-03   -0.32225E-07    0.25194E-03   -0.32225E-07    0.11906E-08
    11    0.10820E+04    0.75316E+00    0.22125E-03    0.75316E+00    0.84527E-03   -0.32440E-07    0.22125E-03   -0.32440E-07    0.10280E-08
    12    0.10916E+04    0.86649E+00    0.19588E-03    0.86649E+00    0.11605E-02   -0.32536E-07    0.19588E-03   -0.32536E-07    0.89676E-09
    13    0.11026E+04    0.98262E+00    0.17483E-03    0.98262E+00    0.15527E-02   -0.32599E-07    0.17483E-03   -0.32599E-07    0.78942E-09
    14    0.11149E+04    0.11010E+01    0.15697E-03    0.11010E+01    0.20318E-02   -0.32630E-07    0.15697E-03   -0.32630E-07    0.70015E-09
    15    0.11281E+04    0.12207E+01    0.14178E-03    0.12207E+01    0.26093E-02   -0.32666E-07    0.14178E-03   -0.32666E-07    0.62523E-09
    16    0.11429E+04    0.13420E+01    0.12865E-03    0.13420E+01    0.32968E-02   -0.32687E-07    0.12865E-03   -0.32687E-07    0.56163E-09
    17    0.11584E+04    0.14631E+01    0.11728E-03    0.14631E+01    0.41059E-02   -0.32685E-07    0.11728E-03   -0.32685E-07    0.50705E-09
    18    0.11742E+04    0.15825E+01    0.10735E-03    0.15825E+01    0.50459E-02   -0.32657E-07    0.10735E-03   -0.32657E-07    0.45998E-09
    19    0.11918E+04    0.17014E+01    0.98666E-04    0.17014E+01    0.61344E-02   -0.32627E-07    0.98666E-04   -0.32627E-07    0.41903E-09
    20    0.12096E+04    0.18177E+01    0.90958E-04    0.18177E+01    0.73771E-02   -0.32559E-07    0.90958E-04   -0.32559E-07    0.38315E-09
    21    0.12279E+04    0.19304E+01    0.84123E-04    0.19304E+01    0.87880E-02   -0.32475E-07    0.84123E-04   -0.32475E-07    0.35155E-09
    22    0.12467E+04    0.20391E+01    0.78027E-04    0.20391E+01    0.10380E-01   -0.32385E-07    0.78027E-04   -0.32385E-07    0.32359E-09
    23    0.12659E+04    0.21432E+01    0.72563E-04    0.21432E+01    0.12165E-01   -0.32293E-07    0.72563E-04   -0.32293E-07    0.29872E-09
    24    0.12855E+04    0.22405E+01    0.67665E-04    0.22405E+01    0.14155E-01   -0.32183E-07    0.67665E-04   -0.32183E-07    0.27648E-09
