#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11394E+04    0.26630E-01    0.14481E-02    0.26630E-01    0.12202E-05   -0.17333E-07    0.14481E-02   -0.17333E-07    0.75360E-08
     3    0.10721E+04    0.61140E-01    0.99885E-03    0.61140E-01    0.57536E-05   -0.20869E-07    0.99885E-03   -0.20869E-07    0.45736E-08
     4    0.10169E+04    0.10471E+00    0.74347E-03    0.10471E+00    0.16544E-04   -0.22715E-07    0.74347E-03   -0.22715E-07    0.31558E-08
     5    0.97836E+03    0.15643E+00    0.58024E-03    0.15643E+00    0.37271E-04   -0.23871E-07    0.58024E-03   -0.23871E-07    0.23396E-08
     6    0.95313E+03    0.21556E+00    0.46801E-03    0.21556E+00    0.72291E-04   -0.24618E-07    0.46801E-03   -0.24618E-07    0.18164E-08
     7    0.93762E+03    0.28138E+00    0.38680E-03    0.28138E+00    0.12658E-03   -0.25127E-07    0.38680E-03   -0.25127E-07    0.14570E-08
     8    0.92881E+03    0.35305E+00    0.32576E-03    0.35305E+00    0.20564E-03   -0.25511E-07    0.32576E-03   -0.25511E-07    0.11977E-08
     9    0.92522E+03    0.42991E+00    0.27849E-03    0.42991E+00    0.31560E-03   -0.25831E-07    0.27849E-03   -0.25831E-07    0.10035E-08
    10    0.92566E+03    0.51114E+00    0.24098E-03    0.51114E+00    0.46276E-03   -0.26063E-07    0.24098E-03   -0.26063E-07    0.85360E-09
    11    0.92908E+03    0.59606E+00    0.21076E-03    0.59606E+00    0.65434E-03   -0.26219E-07    0.21076E-03   -0.26219E-07    0.73540E-09
    12    0.93549E+03    0.68449E+00    0.18590E-03    0.68449E+00    0.89756E-03   -0.26279E-07    0.18590E-03   -0.26279E-07    0.64007E-09
    13    0.94371E+03    0.77476E+00    0.16535E-03    0.77476E+00    0.12000E-02   -0.26311E-07    0.16535E-03   -0.26311E-07    0.56223E-09
    14    0.95354E+03    0.86646E+00    0.14801E-03    0.86646E+00    0.15691E-02   -0.26317E-07    0.14801E-03   -0.26317E-07    0.49757E-09
    15    0.96467E+03    0.95876E+00    0.13329E-03    0.95876E+00    0.20138E-02   -0.26327E-07    0.13329E-03   -0.26327E-07    0.44338E-09
    16    0.97737E+03    0.10520E+01    0.12062E-03    0.10520E+01    0.25430E-02   -0.26325E-07    0.12062E-03   -0.26325E-07    0.39744E-09
    17    0.99104E+03    0.11444E+01    0.10968E-03    0.11444E+01    0.31654E-02   -0.26304E-07    0.10968E-03   -0.26304E-07    0.35807E-09
    18    0.10052E+04    0.12351E+01    0.10017E-03    0.12351E+01    0.38882E-02   -0.26262E-07    0.10017E-03   -0.26262E-07    0.32416E-09
    19    0.10213E+04    0.13249E+01    0.91861E-04    0.13249E+01    0.47248E-02   -0.26218E-07    0.91861E-04   -0.26218E-07    0.29470E-09
