#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.87507E+03    0.24577E-01    0.10352E-02    0.24577E-01    0.11132E-05   -0.15557E-07    0.10352E-02   -0.15557E-07    0.75904E-08
     3    0.84857E+03    0.55676E-01    0.72922E-03    0.55676E-01    0.52691E-05   -0.18676E-07    0.72922E-03   -0.18676E-07    0.46155E-08
     4    0.82206E+03    0.95033E-01    0.55077E-03    0.95033E-01    0.15192E-04   -0.20312E-07    0.55077E-03   -0.20312E-07    0.31931E-08
     5    0.80322E+03    0.14191E+00    0.43486E-03    0.14191E+00    0.34299E-04   -0.21343E-07    0.43486E-03   -0.21343E-07    0.23744E-08
     6    0.79151E+03    0.19569E+00    0.35422E-03    0.19569E+00    0.66646E-04   -0.22015E-07    0.35422E-03   -0.22015E-07    0.18492E-08
     7    0.78534E+03    0.25576E+00    0.29531E-03    0.25576E+00    0.11688E-03   -0.22478E-07    0.29531E-03   -0.22478E-07    0.14881E-08
     8    0.78296E+03    0.32133E+00    0.25066E-03    0.32133E+00    0.19012E-03   -0.22833E-07    0.25066E-03   -0.22833E-07    0.12272E-08
     9    0.78373E+03    0.39192E+00    0.21580E-03    0.39192E+00    0.29213E-03   -0.23133E-07    0.21580E-03   -0.23133E-07    0.10316E-08
    10    0.78687E+03    0.46670E+00    0.18795E-03    0.46670E+00    0.42879E-03   -0.23355E-07    0.18795E-03   -0.23355E-07    0.88036E-09
    11    0.79183E+03    0.54518E+00    0.16538E-03    0.54518E+00    0.60689E-03   -0.23509E-07    0.16538E-03   -0.23509E-07    0.76090E-09
    12    0.79877E+03    0.62715E+00    0.14669E-03    0.62715E+00    0.83318E-03   -0.23577E-07    0.14669E-03   -0.23577E-07    0.66439E-09
    13    0.80671E+03    0.71115E+00    0.13117E-03    0.71115E+00    0.11148E-02   -0.23621E-07    0.13117E-03   -0.23621E-07    0.58544E-09
    14    0.81561E+03    0.79678E+00    0.11799E-03    0.79678E+00    0.14587E-02   -0.23641E-07    0.11799E-03   -0.23641E-07    0.51973E-09
    15    0.82527E+03    0.88334E+00    0.10676E-03    0.88334E+00    0.18734E-02   -0.23666E-07    0.10676E-03   -0.23666E-07    0.46456E-09
    16    0.83600E+03    0.97113E+00    0.97038E-04    0.97113E+00    0.23670E-02   -0.23680E-07    0.97038E-04   -0.23680E-07    0.41770E-09
    17    0.84731E+03    0.10587E+01    0.88605E-04    0.10587E+01    0.29479E-02   -0.23677E-07    0.88605E-04   -0.23677E-07    0.37746E-09
    18    0.85884E+03    0.11451E+01    0.81234E-04    0.11451E+01    0.36228E-02   -0.23655E-07    0.81234E-04   -0.23655E-07    0.34274E-09
    19    0.87167E+03    0.12312E+01    0.74774E-04    0.12312E+01    0.44044E-02   -0.23632E-07    0.74774E-04   -0.23632E-07    0.31251E-09
    20    0.88468E+03    0.13154E+01    0.69031E-04    0.13154E+01    0.52968E-02   -0.23582E-07    0.69031E-04   -0.23582E-07    0.28601E-09
    21    0.89807E+03    0.13971E+01    0.63929E-04    0.13971E+01    0.63100E-02   -0.23521E-07    0.63929E-04   -0.23521E-07    0.26265E-09
    22    0.91178E+03    0.14759E+01    0.59372E-04    0.14759E+01    0.74532E-02   -0.23455E-07    0.59372E-04   -0.23455E-07    0.24197E-09
    23    0.92581E+03    0.15513E+01    0.55280E-04    0.15513E+01    0.87354E-02   -0.23387E-07    0.55280E-04   -0.23387E-07    0.22357E-09
    24    0.94016E+03    0.16220E+01    0.51604E-04    0.16220E+01    0.10164E-01   -0.23307E-07    0.51604E-04   -0.23307E-07    0.20710E-09
    25    0.95481E+03    0.16882E+01    0.48282E-04    0.16882E+01    0.11750E-01   -0.23223E-07    0.48282E-04   -0.23223E-07    0.19233E-09
    26    0.96972E+03    0.17499E+01    0.45259E-04    0.17499E+01    0.13500E-01   -0.23132E-07    0.45259E-04   -0.23132E-07    0.17901E-09
    27    0.98492E+03    0.18061E+01    0.42508E-04    0.18061E+01    0.15424E-01   -0.23039E-07    0.42508E-04   -0.23039E-07    0.16697E-09
    28    0.10003E+04    0.18559E+01    0.40001E-04    0.18559E+01    0.17530E-01   -0.22942E-07    0.40001E-04   -0.22942E-07    0.15605E-09
    29    0.10159E+04    0.18986E+01    0.37713E-04    0.18986E+01    0.19827E-01   -0.22841E-07    0.37713E-04   -0.22841E-07    0.14611E-09
    30    0.10318E+04    0.19351E+01    0.35607E-04    0.19351E+01    0.22322E-01   -0.22735E-07    0.35607E-04   -0.22735E-07    0.13704E-09
    31    0.10478E+04    0.19643E+01    0.33666E-04    0.19643E+01    0.25024E-01   -0.22626E-07    0.33666E-04   -0.22626E-07    0.12874E-09
    32    0.10640E+04    0.19855E+01    0.31879E-04    0.19855E+01    0.27941E-01   -0.22517E-07    0.31879E-04   -0.22517E-07    0.12113E-09
    33    0.10804E+04    0.19975E+01    0.30234E-04    0.19975E+01    0.31080E-01   -0.22406E-07    0.30234E-04   -0.22406E-07    0.11413E-09
    34    0.10970E+04    0.20013E+01    0.28709E-04    0.20013E+01    0.34449E-01   -0.22289E-07    0.28709E-04   -0.22289E-07    0.10769E-09
    35    0.11138E+04    0.19965E+01    0.27291E-04    0.19965E+01    0.38054E-01   -0.22170E-07    0.27291E-04   -0.22170E-07    0.10173E-09
    36    0.11307E+04    0.19821E+01    0.25973E-04    0.19821E+01    0.41904E-01   -0.22052E-07    0.25973E-04   -0.22052E-07    0.96231E-10
    37    0.11478E+04    0.19574E+01    0.24750E-04    0.19574E+01    0.46006E-01   -0.21934E-07    0.24750E-04   -0.21934E-07    0.91132E-10
    38    0.11651E+04    0.19228E+01    0.23608E-04    0.19228E+01    0.50365E-01   -0.21811E-07    0.23608E-04   -0.21811E-07    0.86397E-10
    39    0.11825E+04    0.18777E+01    0.22542E-04    0.18777E+01    0.54985E-01   -0.21686E-07    0.22542E-04   -0.21686E-07    0.81995E-10
    40    0.12001E+04    0.18215E+01    0.21546E-04    0.18215E+01    0.59871E-01   -0.21560E-07    0.21546E-04   -0.21560E-07    0.77897E-10
    41    0.12179E+04    0.17534E+01    0.20615E-04    0.17534E+01    0.65033E-01   -0.21436E-07    0.20615E-04   -0.21436E-07    0.74074E-10
    42    0.12358E+04    0.16742E+01    0.19741E-04    0.16742E+01    0.70476E-01   -0.21310E-07    0.19741E-04   -0.21310E-07    0.70503E-10
    43    0.12539E+04    0.15846E+01    0.18918E-04    0.15846E+01    0.76203E-01   -0.21182E-07    0.18918E-04   -0.21182E-07    0.67164E-10
    44    0.12720E+04    0.14828E+01    0.18143E-04    0.14828E+01    0.82212E-01   -0.21053E-07    0.18143E-04   -0.21053E-07    0.64036E-10
    45    0.12904E+04    0.13678E+01    0.17417E-04    0.13678E+01    0.88512E-01   -0.20924E-07    0.17417E-04   -0.20924E-07    0.61103E-10
    46    0.13090E+04    0.12402E+01    0.16733E-04    0.12402E+01    0.95115E-01   -0.20794E-07    0.16733E-04   -0.20794E-07    0.58350E-10
    47    0.13277E+04    0.11012E+01    0.16086E-04    0.11012E+01    0.10201E+00   -0.20662E-07    0.16086E-04   -0.20662E-07    0.55763E-10
    48    0.13465E+04    0.94938E+00    0.15474E-04    0.94938E+00    0.10920E+00   -0.20530E-07    0.15474E-04   -0.20530E-07    0.53328E-10
    49    0.13655E+04    0.78369E+00    0.14897E-04    0.78369E+00    0.11669E+00   -0.20399E-07    0.14897E-04   -0.20399E-07    0.51035E-10
    50    0.13848E+04    0.60482E+00    0.14352E-04    0.60482E+00    0.12450E+00   -0.20267E-07    0.14352E-04   -0.20267E-07    0.48873E-10
