#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.93883E+03    0.28892E-01    0.10146E-02    0.28892E-01    0.12938E-05   -0.18022E-07    0.10146E-02   -0.18022E-07    0.94852E-08
     3    0.92455E+03    0.64961E-01    0.72765E-03    0.64961E-01    0.61351E-05   -0.21597E-07    0.72765E-03   -0.21597E-07    0.57791E-08
     4    0.90556E+03    0.11066E+00    0.55615E-03    0.11066E+00    0.17712E-04   -0.23474E-07    0.55615E-03   -0.23474E-07    0.40068E-08
     5    0.89188E+03    0.16519E+00    0.44309E-03    0.16519E+00    0.40030E-04   -0.24662E-07    0.44309E-03   -0.24662E-07    0.29861E-08
     6    0.88404E+03    0.22784E+00    0.36363E-03    0.22784E+00    0.77850E-04   -0.25439E-07    0.36363E-03   -0.25439E-07    0.23308E-08
     7    0.88098E+03    0.29794E+00    0.30509E-03    0.29794E+00    0.13663E-03   -0.25976E-07    0.30509E-03   -0.25976E-07    0.18800E-08
     8    0.88116E+03    0.37459E+00    0.26040E-03    0.37459E+00    0.22241E-03   -0.26389E-07    0.26040E-03   -0.26389E-07    0.15538E-08
     9    0.88419E+03    0.45724E+00    0.22529E-03    0.45724E+00    0.34194E-03   -0.26743E-07    0.22529E-03   -0.26743E-07    0.13090E-08
    10    0.88931E+03    0.54493E+00    0.19708E-03    0.54493E+00    0.50217E-03   -0.27009E-07    0.19708E-03   -0.27009E-07    0.11195E-08
    11    0.89608E+03    0.63714E+00    0.17409E-03    0.63714E+00    0.71110E-03   -0.27193E-07    0.17409E-03   -0.27193E-07    0.96966E-09
    12    0.90478E+03    0.73362E+00    0.15497E-03    0.73362E+00    0.97667E-03   -0.27275E-07    0.15497E-03   -0.27275E-07    0.84843E-09
    13    0.91432E+03    0.83271E+00    0.13903E-03    0.83271E+00    0.13073E-02   -0.27332E-07    0.13903E-03   -0.27332E-07    0.74914E-09
    14    0.92470E+03    0.93392E+00    0.12544E-03    0.93392E+00    0.17113E-02   -0.27367E-07    0.12544E-03   -0.27367E-07    0.66640E-09
    15    0.93574E+03    0.10365E+01    0.11380E-03    0.10365E+01    0.21985E-02   -0.27408E-07    0.11380E-03   -0.27408E-07    0.59684E-09
    16    0.94784E+03    0.11407E+01    0.10370E-03    0.11407E+01    0.27787E-02   -0.27432E-07    0.10370E-03   -0.27432E-07    0.53767E-09
    17    0.96046E+03    0.12451E+01    0.94896E-04    0.12451E+01    0.34617E-02   -0.27433E-07    0.94896E-04   -0.27433E-07    0.48680E-09
    18    0.97318E+03    0.13484E+01    0.87183E-04    0.13484E+01    0.42554E-02   -0.27414E-07    0.87183E-04   -0.27414E-07    0.44284E-09
    19    0.98723E+03    0.14516E+01    0.80406E-04    0.14516E+01    0.51748E-02   -0.27398E-07    0.80406E-04   -0.27398E-07    0.40453E-09
    20    0.10014E+04    0.15530E+01    0.74359E-04    0.15530E+01    0.62248E-02   -0.27353E-07    0.74359E-04   -0.27353E-07    0.37089E-09
    21    0.10159E+04    0.16516E+01    0.68973E-04    0.16516E+01    0.74172E-02   -0.27292E-07    0.68973E-04   -0.27292E-07    0.34121E-09
    22    0.10306E+04    0.17474E+01    0.64148E-04    0.17474E+01    0.87627E-02   -0.27224E-07    0.64148E-04   -0.27224E-07    0.31490E-09
    23    0.10456E+04    0.18396E+01    0.59804E-04    0.18396E+01    0.10272E-01   -0.27151E-07    0.59804E-04   -0.27151E-07    0.29146E-09
    24    0.10609E+04    0.19266E+01    0.55897E-04    0.19266E+01    0.11955E-01   -0.27065E-07    0.55897E-04   -0.27065E-07    0.27045E-09
    25    0.10764E+04    0.20088E+01    0.52358E-04    0.20088E+01    0.13822E-01   -0.26976E-07    0.52358E-04   -0.26976E-07    0.25157E-09
    26    0.10921E+04    0.20861E+01    0.49131E-04    0.20861E+01    0.15883E-01   -0.26881E-07    0.49131E-04   -0.26881E-07    0.23455E-09
    27    0.11081E+04    0.21575E+01    0.46186E-04    0.21575E+01    0.18149E-01   -0.26782E-07    0.46186E-04   -0.26782E-07    0.21912E-09
    28    0.11242E+04    0.22217E+01    0.43497E-04    0.22217E+01    0.20631E-01   -0.26680E-07    0.43497E-04   -0.26680E-07    0.20512E-09
    29    0.11406E+04    0.22781E+01    0.41040E-04    0.22781E+01    0.23336E-01   -0.26570E-07    0.41040E-04   -0.26570E-07    0.19236E-09
    30    0.11571E+04    0.23275E+01    0.38775E-04    0.23275E+01    0.26276E-01   -0.26454E-07    0.38775E-04   -0.26454E-07    0.18070E-09
    31    0.11737E+04    0.23690E+01    0.36683E-04    0.23690E+01    0.29459E-01   -0.26335E-07    0.36683E-04   -0.26335E-07    0.17002E-09
    32    0.11905E+04    0.24017E+01    0.34755E-04    0.24017E+01    0.32896E-01   -0.26215E-07    0.34755E-04   -0.26215E-07    0.16021E-09
    33    0.12075E+04    0.24241E+01    0.32977E-04    0.24241E+01    0.36596E-01   -0.26095E-07    0.32977E-04   -0.26095E-07    0.15119E-09
    34    0.12246E+04    0.24370E+01    0.31327E-04    0.24370E+01    0.40565E-01   -0.25967E-07    0.31327E-04   -0.25967E-07    0.14286E-09
    35    0.12419E+04    0.24406E+01    0.29791E-04    0.24406E+01    0.44814E-01   -0.25836E-07    0.29791E-04   -0.25836E-07    0.13517E-09
    36    0.12592E+04    0.24335E+01    0.28362E-04    0.24335E+01    0.49351E-01   -0.25706E-07    0.28362E-04   -0.25706E-07    0.12804E-09
    37    0.12767E+04    0.24149E+01    0.27032E-04    0.24149E+01    0.54184E-01   -0.25576E-07    0.27032E-04   -0.25576E-07    0.12143E-09
