#    L    TT             EE             BB             TE          
     2    0.10042E+04    0.33039E-05    0.20927E-05    0.26755E-01
     3    0.96631E+03    0.99126E-05    0.41860E-05    0.60823E-01
     4    0.93102E+03    0.23476E-04    0.69781E-05    0.10391E+00
     5    0.90602E+03    0.47696E-04    0.10470E-04    0.15517E+00
     6    0.89011E+03    0.86961E-04    0.14661E-04    0.21393E+00
     7    0.88113E+03    0.14629E-03    0.19555E-04    0.27949E+00
     8    0.87693E+03    0.23125E-03    0.25151E-04    0.35101E+00
     9    0.87660E+03    0.34803E-03    0.31451E-04    0.42792E+00
    10    0.87922E+03    0.50302E-03    0.38456E-04    0.50936E+00
    11    0.88408E+03    0.70353E-03    0.46169E-04    0.59474E+00
    12    0.89131E+03    0.95687E-03    0.54590E-04    0.68387E+00
    13    0.89983E+03    0.12707E-02    0.63721E-04    0.77513E+00
    14    0.90952E+03    0.16527E-02    0.73565E-04    0.86809E+00
    15    0.92017E+03    0.21118E-02    0.84122E-04    0.96198E+00
    16    0.93209E+03    0.26570E-02    0.95395E-04    0.10571E+01
    17    0.94472E+03    0.32974E-02    0.10738E-03    0.11519E+01
    18    0.95766E+03    0.40400E-02    0.12009E-03    0.12454E+01
    19    0.97212E+03    0.48986E-02    0.13352E-03    0.13383E+01
    20    0.98683E+03    0.58777E-02    0.14768E-03    0.14292E+01
    21    0.10020E+04    0.69882E-02    0.16255E-03    0.15172E+01
    22    0.10176E+04    0.82399E-02    0.17816E-03    0.16019E+01
    23    0.10335E+04    0.96426E-02    0.19449E-03    0.16828E+01
    24    0.10499E+04    0.11205E-01    0.21155E-03    0.17585E+01
    25    0.10666E+04    0.12937E-01    0.22934E-03    0.18292E+01
    26    0.10837E+04    0.14847E-01    0.24786E-03    0.18949E+01
    27    0.11011E+04    0.16947E-01    0.26712E-03    0.19545E+01
    28    0.11187E+04    0.19244E-01    0.28711E-03    0.20069E+01
    29    0.11366E+04    0.21748E-01    0.30784E-03    0.20515E+01
