#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.69385E+03    0.18104E-01    0.85682E-03    0.18104E-01    0.82922E-06   -0.11593E-07    0.85682E-03   -0.11593E-07    0.53218E-08
     3    0.66398E+03    0.41256E-01    0.59689E-03    0.41256E-01    0.39196E-05   -0.13937E-07    0.59689E-03   -0.13937E-07    0.32308E-08
     4    0.63725E+03    0.70532E-01    0.44722E-03    0.70532E-01    0.11290E-04   -0.15164E-07    0.44722E-03   -0.15164E-07    0.22310E-08
     5    0.61842E+03    0.10535E+00    0.35076E-03    0.10535E+00    0.25468E-04   -0.15936E-07    0.35076E-03   -0.15936E-07    0.16556E-08
     6    0.60635E+03    0.14525E+00    0.28404E-03    0.14525E+00    0.49452E-04   -0.16437E-07    0.28404E-03   -0.16437E-07    0.12867E-08
     7    0.59938E+03    0.18975E+00    0.23552E-03    0.18975E+00    0.86672E-04   -0.16782E-07    0.23552E-03   -0.16782E-07    0.10333E-08
     8    0.59591E+03    0.23828E+00    0.19891E-03    0.23828E+00    0.14092E-03   -0.17044E-07    0.19891E-03   -0.17044E-07    0.85031E-09
     9    0.59525E+03    0.29045E+00    0.17044E-03    0.29045E+00    0.21642E-03   -0.17265E-07    0.17044E-03   -0.17265E-07    0.71322E-09
    10    0.59673E+03    0.34565E+00    0.14779E-03    0.34565E+00    0.31753E-03   -0.17427E-07    0.14779E-03   -0.17427E-07    0.60737E-09
    11    0.59983E+03    0.40350E+00    0.12949E-03    0.40350E+00    0.44923E-03   -0.17538E-07    0.12949E-03   -0.17538E-07    0.52384E-09
    12    0.60462E+03    0.46384E+00    0.11440E-03    0.46384E+00    0.61652E-03   -0.17585E-07    0.11440E-03   -0.17585E-07    0.45642E-09
    13    0.61034E+03    0.52557E+00    0.10191E-03    0.52557E+00    0.82462E-03   -0.17613E-07    0.10191E-03   -0.17613E-07    0.40134E-09
    14    0.61692E+03    0.58840E+00    0.91334E-04    0.58840E+00    0.10787E-02   -0.17624E-07    0.91334E-04   -0.17624E-07    0.35556E-09
    15    0.62418E+03    0.65178E+00    0.82349E-04    0.65178E+00    0.13849E-02   -0.17639E-07    0.82349E-04   -0.17639E-07    0.31716E-09
    16    0.63235E+03    0.71594E+00    0.74606E-04    0.71594E+00    0.17494E-02   -0.17645E-07    0.74606E-04   -0.17645E-07    0.28458E-09
    17    0.64103E+03    0.77978E+00    0.67908E-04    0.77978E+00    0.21782E-02   -0.17638E-07    0.67908E-04   -0.17638E-07    0.25665E-09
    18    0.64996E+03    0.84259E+00    0.62074E-04    0.84259E+00    0.26763E-02   -0.17617E-07    0.62074E-04   -0.17617E-07    0.23257E-09
    19    0.65996E+03    0.90497E+00    0.56976E-04    0.90497E+00    0.32529E-02   -0.17594E-07    0.56976E-04   -0.17594E-07    0.21164E-09
    20    0.67015E+03    0.96584E+00    0.52458E-04    0.96584E+00    0.39112E-02   -0.17553E-07    0.52458E-04   -0.17553E-07    0.19331E-09
    21    0.68068E+03    0.10246E+01    0.48456E-04    0.10246E+01    0.46585E-02   -0.17503E-07    0.48456E-04   -0.17503E-07    0.17718E-09
