#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.76080E+03    0.19345E-01    0.94700E-03    0.19345E-01    0.88182E-06   -0.12430E-07    0.94700E-03   -0.12430E-07    0.56967E-08
     3    0.72586E+03    0.44144E-01    0.65895E-03    0.44144E-01    0.41655E-05   -0.14947E-07    0.65895E-03   -0.14947E-07    0.34607E-08
     4    0.69520E+03    0.75490E-01    0.49359E-03    0.75490E-01    0.11993E-04   -0.16263E-07    0.49359E-03   -0.16263E-07    0.23912E-08
     5    0.67362E+03    0.11276E+00    0.38722E-03    0.11276E+00    0.27045E-04   -0.17090E-07    0.38722E-03   -0.17090E-07    0.17755E-08
     6    0.65971E+03    0.15543E+00    0.31372E-03    0.15543E+00    0.52502E-04   -0.17627E-07    0.31372E-03   -0.17627E-07    0.13806E-08
     7    0.65154E+03    0.20301E+00    0.26032E-03    0.20301E+00    0.91997E-04   -0.17995E-07    0.26032E-03   -0.17995E-07    0.11093E-08
     8    0.64732E+03    0.25487E+00    0.22004E-03    0.25487E+00    0.14955E-03   -0.18274E-07    0.22004E-03   -0.18274E-07    0.91330E-09
     9    0.64625E+03    0.31060E+00    0.18873E-03    0.31060E+00    0.22964E-03   -0.18508E-07    0.18873E-03   -0.18508E-07    0.76645E-09
    10    0.64760E+03    0.36955E+00    0.16382E-03    0.36955E+00    0.33688E-03   -0.18680E-07    0.16382E-03   -0.18680E-07    0.65305E-09
    11    0.65075E+03    0.43129E+00    0.14368E-03    0.43129E+00    0.47657E-03   -0.18797E-07    0.14368E-03   -0.18797E-07    0.56353E-09
    12    0.65577E+03    0.49568E+00    0.12707E-03    0.49568E+00    0.65397E-03   -0.18846E-07    0.12707E-03   -0.18846E-07    0.49126E-09
    13    0.66187E+03    0.56153E+00    0.11331E-03    0.56153E+00    0.87465E-03   -0.18874E-07    0.11331E-03   -0.18874E-07    0.43220E-09
    14    0.66892E+03    0.62853E+00    0.10166E-03    0.62853E+00    0.11441E-02   -0.18884E-07    0.10166E-03   -0.18884E-07    0.38310E-09
    15    0.67676E+03    0.69610E+00    0.91757E-04    0.69610E+00    0.14688E-02   -0.18898E-07    0.91757E-04   -0.18898E-07    0.34190E-09
    16    0.68559E+03    0.76449E+00    0.83212E-04    0.76449E+00    0.18552E-02   -0.18903E-07    0.83212E-04   -0.18903E-07    0.30695E-09
    17    0.69500E+03    0.83250E+00    0.75814E-04    0.83250E+00    0.23098E-02   -0.18893E-07    0.75814E-04   -0.18893E-07    0.27696E-09
    18    0.70470E+03    0.89940E+00    0.69366E-04    0.89940E+00    0.28379E-02   -0.18869E-07    0.69366E-04   -0.18869E-07    0.25110E-09
    19    0.71558E+03    0.96582E+00    0.63724E-04    0.96582E+00    0.34493E-02   -0.18843E-07    0.63724E-04   -0.18843E-07    0.22862E-09
    20    0.72669E+03    0.10306E+01    0.58719E-04    0.10306E+01    0.41473E-02   -0.18797E-07    0.58719E-04   -0.18797E-07    0.20892E-09
    21    0.73817E+03    0.10932E+01    0.54282E-04    0.10932E+01    0.49396E-02   -0.18742E-07    0.54282E-04   -0.18742E-07    0.19158E-09
    22    0.75000E+03    0.11533E+01    0.50326E-04    0.11533E+01    0.58335E-02   -0.18684E-07    0.50326E-04   -0.18684E-07    0.17625E-09
    23    0.76216E+03    0.12104E+01    0.46783E-04    0.12104E+01    0.68359E-02   -0.18624E-07    0.46783E-04   -0.18624E-07    0.16261E-09
    24    0.77465E+03    0.12636E+01    0.43604E-04    0.12636E+01    0.79531E-02   -0.18553E-07    0.43604E-04   -0.18553E-07    0.15042E-09
    25    0.78745E+03    0.13131E+01    0.40735E-04    0.13131E+01    0.91923E-02   -0.18479E-07    0.40735E-04   -0.18479E-07    0.13949E-09
    26    0.80052E+03    0.13587E+01    0.38131E-04    0.13587E+01    0.10560E-01   -0.18401E-07    0.38131E-04   -0.18401E-07    0.12966E-09
    27    0.81387E+03    0.13998E+01    0.35764E-04    0.13998E+01    0.12064E-01   -0.18321E-07    0.35764E-04   -0.18321E-07    0.12077E-09
    28    0.82740E+03    0.14354E+01    0.33611E-04    0.14354E+01    0.13710E-01   -0.18239E-07    0.33611E-04   -0.18239E-07    0.11272E-09
    29    0.84127E+03    0.14653E+01    0.31648E-04    0.14653E+01    0.15505E-01   -0.18153E-07    0.31648E-04   -0.18153E-07    0.10539E-09
