#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.10659E+04    0.13317E-05    0.00000E+00    0.29256E-01    0.53170E-07    0.31396E-02   -0.45531E-07
     3    0.10291E+04    0.63006E-05    0.00000E+00    0.66408E-01    0.64609E-07    0.31143E-02   -0.77340E-07
     4    0.99385E+03    0.18160E-04    0.00000E+00    0.11341E+00    0.74433E-07    0.30271E-02   -0.10861E-06
     5    0.96889E+03    0.40991E-04    0.00000E+00    0.16938E+00    0.82948E-07    0.29193E-02   -0.13977E-06
     6    0.95319E+03    0.79632E-04    0.00000E+00    0.23356E+00    0.90358E-07    0.28069E-02   -0.17059E-06
     7    0.94461E+03    0.13962E-03    0.00000E+00    0.30521E+00    0.96866E-07    0.26960E-02   -0.20112E-06
     8    0.94090E+03    0.22709E-03    0.00000E+00    0.38341E+00    0.10261E-06    0.25893E-02   -0.23164E-06
     9    0.94120E+03    0.34887E-03    0.00000E+00    0.46754E+00    0.10772E-06    0.24874E-02   -0.26237E-06
    10    0.94452E+03    0.51201E-03    0.00000E+00    0.55664E+00    0.11226E-06    0.23906E-02   -0.29282E-06
    11    0.95014E+03    0.72458E-03    0.00000E+00    0.65010E+00    0.11632E-06    0.23002E-02   -0.32287E-06
    12    0.95824E+03    0.99462E-03    0.00000E+00    0.74768E+00    0.11993E-06    0.22143E-02   -0.35198E-06
    13    0.96763E+03    0.13307E-02    0.00000E+00    0.84761E+00    0.12318E-06    0.21352E-02   -0.38087E-06
    14    0.97823E+03    0.17410E-02    0.00000E+00    0.94943E+00    0.12608E-06    0.20600E-02   -0.40944E-06
    15    0.98980E+03    0.22357E-02    0.00000E+00    0.10523E+01    0.12868E-06    0.19896E-02   -0.43814E-06
    16    0.10027E+04    0.28245E-02    0.00000E+00    0.11565E+01    0.13102E-06    0.19227E-02   -0.46667E-06
    17    0.10164E+04    0.35174E-02    0.00000E+00    0.12604E+01    0.13309E-06    0.18597E-02   -0.49487E-06
    18    0.10303E+04    0.43223E-02    0.00000E+00    0.13628E+01    0.13495E-06    0.18003E-02   -0.52264E-06
    19    0.10459E+04    0.52544E-02    0.00000E+00    0.14647E+01    0.13661E-06    0.17448E-02   -0.55032E-06
    20    0.10617E+04    0.63185E-02    0.00000E+00    0.15643E+01    0.13808E-06    0.16916E-02   -0.57728E-06
    21    0.10779E+04    0.75267E-02    0.00000E+00    0.16607E+01    0.13937E-06    0.16414E-02   -0.60383E-06
    22    0.10946E+04    0.88898E-02    0.00000E+00    0.17536E+01    0.14052E-06    0.15938E-02   -0.63011E-06
