#    L    TT             EE             TE             PP             TP          
     2    0.12525E+04    0.13767E-05    0.30313E-01    0.11045E+07    0.36132E+05
     3    0.11872E+04    0.64961E-05    0.69375E-01    0.17001E+07    0.42337E+05
     4    0.11318E+04    0.18689E-04    0.11871E+00    0.22291E+07    0.45069E+05
     5    0.10928E+04    0.42122E-04    0.17731E+00    0.26954E+07    0.46031E+05
     6    0.10674E+04    0.81732E-04    0.24435E+00    0.31060E+07    0.46039E+05
     7    0.10520E+04    0.14316E-03    0.31903E+00    0.34691E+07    0.45511E+05
     8    0.10435E+04    0.23265E-03    0.40039E+00    0.37916E+07    0.44675E+05
     9    0.10405E+04    0.35715E-03    0.48772E+00    0.40791E+07    0.43661E+05
    10    0.10417E+04    0.52381E-03    0.58008E+00    0.43358E+07    0.42544E+05
    11    0.10459E+04    0.74085E-03    0.67675E+00    0.45665E+07    0.41398E+05
    12    0.10534E+04    0.10165E-02    0.77751E+00    0.47723E+07    0.40225E+05
    13    0.10628E+04    0.13592E-02    0.88049E+00    0.49584E+07    0.39090E+05
    14    0.10738E+04    0.17777E-02    0.98522E+00    0.51248E+07    0.37960E+05
    15    0.10862E+04    0.22819E-02    0.10908E+01    0.52753E+07    0.36866E+05
    16    0.11002E+04    0.28820E-02    0.11976E+01    0.54109E+07    0.35794E+05
    17    0.11153E+04    0.35879E-02    0.13037E+01    0.55321E+07    0.34759E+05
    18    0.11308E+04    0.44079E-02    0.14080E+01    0.56417E+07    0.33764E+05
    19    0.11484E+04    0.53571E-02    0.15115E+01    0.57402E+07    0.32816E+05
    20    0.11663E+04    0.64408E-02    0.16125E+01    0.58280E+07    0.31892E+05
    21    0.11849E+04    0.76710E-02    0.17099E+01    0.59065E+07    0.31006E+05
    22    0.12040E+04    0.90588E-02    0.18032E+01    0.59768E+07    0.30156E+05
    23    0.12238E+04    0.10615E-01    0.18919E+01    0.60394E+07    0.29341E+05
    24    0.12441E+04    0.12350E-01    0.19745E+01    0.60943E+07    0.28561E+05
    25    0.12649E+04    0.14274E-01    0.20511E+01    0.61430E+07    0.27813E+05
    26    0.12862E+04    0.16398E-01    0.21217E+01    0.61856E+07    0.27091E+05
    27    0.13079E+04    0.18733E-01    0.21849E+01    0.62224E+07    0.26397E+05
    28    0.13299E+04    0.21289E-01    0.22397E+01    0.62541E+07    0.25733E+05
    29    0.13526E+04    0.24076E-01    0.22854E+01    0.62809E+07    0.25098E+05
    30    0.13755E+04    0.27104E-01    0.23229E+01    0.63034E+07    0.24483E+05
    31    0.13986E+04    0.30383E-01    0.23510E+01    0.63214E+07    0.23889E+05
    32    0.14222E+04    0.33924E-01    0.23685E+01    0.63358E+07    0.23320E+05
    33    0.14462E+04    0.37736E-01    0.23739E+01    0.63467E+07    0.22777E+05
    34    0.14704E+04    0.41825E-01    0.23693E+01    0.63541E+07    0.22250E+05
    35    0.14949E+04    0.46204E-01    0.23533E+01    0.63584E+07    0.21741E+05
    36    0.15197E+04    0.50880E-01    0.23247E+01    0.63600E+07    0.21252E+05
    37    0.15448E+04    0.55863E-01    0.22826E+01    0.63589E+07    0.20782E+05
    38    0.15703E+04    0.61159E-01    0.22280E+01    0.63552E+07    0.20328E+05
