#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.12525E+04    0.30313E-01    0.15824E-02    0.30313E-01    0.13767E-05   -0.19609E-07    0.15824E-02   -0.19609E-07    0.88742E-08
     3    0.11872E+04    0.69375E-01    0.10988E-02    0.69375E-01    0.64961E-05   -0.23591E-07    0.10988E-02   -0.23591E-07    0.53963E-08
     4    0.11318E+04    0.11871E+00    0.82244E-03    0.11871E+00    0.18689E-04   -0.25671E-07    0.82244E-03   -0.25671E-07    0.37312E-08
     5    0.10928E+04    0.17731E+00    0.64512E-03    0.17731E+00    0.42122E-04   -0.26974E-07    0.64512E-03   -0.26974E-07    0.27720E-08
     6    0.10674E+04    0.24435E+00    0.52275E-03    0.24435E+00    0.81732E-04   -0.27817E-07    0.52275E-03   -0.27817E-07    0.21566E-08
     7    0.10520E+04    0.31903E+00    0.43389E-03    0.31903E+00    0.14316E-03   -0.28393E-07    0.43389E-03   -0.28393E-07    0.17336E-08
     8    0.10435E+04    0.40039E+00    0.36686E-03    0.40039E+00    0.23265E-03   -0.28829E-07    0.36686E-03   -0.28829E-07    0.14280E-08
     9    0.10405E+04    0.48772E+00    0.31476E-03    0.48772E+00    0.35715E-03   -0.29193E-07    0.31476E-03   -0.29193E-07    0.11988E-08
    10    0.10417E+04    0.58008E+00    0.27328E-03    0.58008E+00    0.52381E-03   -0.29458E-07    0.27328E-03   -0.29458E-07    0.10218E-08
    11    0.10459E+04    0.67675E+00    0.23974E-03    0.67675E+00    0.74085E-03   -0.29637E-07    0.23974E-03   -0.29637E-07    0.88209E-09
    12    0.10534E+04    0.77751E+00    0.21206E-03    0.77751E+00    0.10165E-02   -0.29708E-07    0.21206E-03   -0.29708E-07    0.76923E-09
    13    0.10628E+04    0.88049E+00    0.18910E-03    0.88049E+00    0.13592E-02   -0.29748E-07    0.18910E-03   -0.29748E-07    0.67696E-09
    14    0.10738E+04    0.98522E+00    0.16964E-03    0.98522E+00    0.17777E-02   -0.29759E-07    0.16964E-03   -0.29759E-07    0.60022E-09
    15    0.10862E+04    0.10908E+01    0.15309E-03    0.10908E+01    0.22819E-02   -0.29775E-07    0.15309E-03   -0.29775E-07    0.53583E-09
    16    0.11002E+04    0.11976E+01    0.13880E-03    0.11976E+01    0.28820E-02   -0.29778E-07    0.13880E-03   -0.29778E-07    0.48116E-09
