#    L    TT             EE             TE             PP             TP          
     2    0.65965E+03    0.87496E-06    0.19351E-01    0.75807E+06    0.17220E+05
     3    0.64401E+03    0.41452E-05    0.43698E-01    0.11670E+07    0.20595E+05
     4    0.62691E+03    0.11959E-04    0.74528E-01    0.15315E+07    0.22206E+05
     5    0.61471E+03    0.27013E-04    0.11128E+00    0.18543E+07    0.22890E+05
     6    0.60733E+03    0.52510E-04    0.15348E+00    0.21399E+07    0.23063E+05
     7    0.60379E+03    0.92116E-04    0.20064E+00    0.23938E+07    0.22939E+05
     8    0.60285E+03    0.14989E-03    0.25217E+00    0.26206E+07    0.22639E+05
     9    0.60414E+03    0.23038E-03    0.30767E+00    0.28241E+07    0.22230E+05
    10    0.60707E+03    0.33823E-03    0.36651E+00    0.30069E+07    0.21755E+05
    11    0.61128E+03    0.47881E-03    0.42831E+00    0.31723E+07    0.21253E+05
    12    0.61692E+03    0.65746E-03    0.49291E+00    0.33210E+07    0.20729E+05
    13    0.62325E+03    0.87984E-03    0.55915E+00    0.34564E+07    0.20218E+05
    14    0.63024E+03    0.11515E-02    0.62674E+00    0.35785E+07    0.19703E+05
    15    0.63776E+03    0.14790E-02    0.69511E+00    0.36900E+07    0.19200E+05
    16    0.64606E+03    0.18689E-02    0.76452E+00    0.37913E+07    0.18702E+05
    17    0.65477E+03    0.23278E-02    0.83385E+00    0.38828E+07    0.18220E+05
    18    0.66361E+03    0.28611E-02    0.90235E+00    0.39665E+07    0.17754E+05
    19    0.67341E+03    0.34786E-02    0.97062E+00    0.40426E+07    0.17309E+05
    20    0.68332E+03    0.41838E-02    0.10375E+01    0.41115E+07    0.16874E+05
    21    0.69348E+03    0.49845E-02    0.11025E+01    0.41739E+07    0.16456E+05
    22    0.70388E+03    0.58880E-02    0.11653E+01    0.42308E+07    0.16053E+05
    23    0.71450E+03    0.69014E-02    0.12256E+01    0.42823E+07    0.15664E+05
    24    0.72533E+03    0.80309E-02    0.12821E+01    0.43285E+07    0.15294E+05
    25    0.73637E+03    0.92840E-02    0.13353E+01    0.43704E+07    0.14939E+05
    26    0.74760E+03    0.10667E-01    0.13850E+01    0.44081E+07    0.14594E+05
    27    0.75903E+03    0.12188E-01    0.14306E+01    0.44417E+07    0.14261E+05
    28    0.77055E+03    0.13853E-01    0.14711E+01    0.44719E+07    0.13943E+05
    29    0.78231E+03    0.15668E-01    0.15061E+01    0.44985E+07    0.13639E+05
    30    0.79419E+03    0.17640E-01    0.15364E+01    0.45221E+07    0.13343E+05
