#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.13504E+04    0.31702E-01    0.17149E-02    0.31702E-01    0.14491E-05   -0.20617E-07    0.17149E-02   -0.20617E-07    0.90317E-08
     3    0.12722E+04    0.72749E-01    0.11842E-02    0.72749E-01    0.68335E-05   -0.24820E-07    0.11842E-02   -0.24820E-07    0.54834E-08
     4    0.12076E+04    0.12458E+00    0.88229E-03    0.12458E+00    0.19650E-04   -0.27015E-07    0.88229E-03   -0.27015E-07    0.37852E-08
     5    0.11626E+04    0.18609E+00    0.68926E-03    0.18609E+00    0.44271E-04   -0.28388E-07    0.68926E-03   -0.28388E-07    0.28075E-08
     6    0.11331E+04    0.25644E+00    0.55647E-03    0.25644E+00    0.85872E-04   -0.29277E-07    0.55647E-03   -0.29277E-07    0.21806E-08
     7    0.11150E+04    0.33475E+00    0.46035E-03    0.33475E+00    0.15037E-03   -0.29882E-07    0.46035E-03   -0.29882E-07    0.17500E-08
     8    0.11048E+04    0.42002E+00    0.38806E-03    0.42002E+00    0.24430E-03   -0.30339E-07    0.38806E-03   -0.30339E-07    0.14391E-08
     9    0.11007E+04    0.51148E+00    0.33205E-03    0.51148E+00    0.37494E-03   -0.30720E-07    0.33205E-03   -0.30720E-07    0.12063E-08
    10    0.11014E+04    0.60814E+00    0.28758E-03    0.60814E+00    0.54978E-03   -0.30996E-07    0.28758E-03   -0.30996E-07    0.10266E-08
    11    0.11055E+04    0.70922E+00    0.25173E-03    0.70922E+00    0.77742E-03   -0.31182E-07    0.25173E-03   -0.31182E-07    0.88487E-09
    12    0.11132E+04    0.81448E+00    0.22222E-03    0.81448E+00    0.10664E-02   -0.31254E-07    0.22222E-03   -0.31254E-07    0.77051E-09
    13    0.11230E+04    0.92196E+00    0.19780E-03    0.92196E+00    0.14258E-02   -0.31293E-07    0.19780E-03   -0.31293E-07    0.67711E-09
    14    0.11346E+04    0.10312E+01    0.17718E-03    0.10312E+01    0.18645E-02   -0.31301E-07    0.17718E-03   -0.31301E-07    0.59951E-09
    15    0.11479E+04    0.11411E+01    0.15967E-03    0.11411E+01    0.23929E-02   -0.31313E-07    0.15967E-03   -0.31313E-07    0.53446E-09
    16    0.11629E+04    0.12522E+01    0.14459E-03    0.12522E+01    0.30217E-02   -0.31312E-07    0.14459E-03   -0.31312E-07    0.47929E-09
    17    0.11791E+04    0.13624E+01    0.13156E-03    0.13624E+01    0.37615E-02   -0.31287E-07    0.13156E-03   -0.31287E-07    0.43199E-09
    18    0.11960E+04    0.14705E+01    0.12022E-03    0.14705E+01    0.46205E-02   -0.31238E-07    0.12022E-03   -0.31238E-07    0.39125E-09
    19    0.12150E+04    0.15776E+01    0.11030E-03    0.15776E+01    0.56148E-02   -0.31187E-07    0.11030E-03   -0.31187E-07    0.35584E-09
    20    0.12344E+04    0.16819E+01    0.10152E-03    0.16819E+01    0.67499E-02   -0.31102E-07    0.10152E-03   -0.31102E-07    0.32485E-09
    21    0.12546E+04    0.17822E+01    0.93742E-04    0.17822E+01    0.80383E-02   -0.31002E-07    0.93742E-04   -0.31002E-07    0.29758E-09
    22    0.12755E+04    0.18781E+01    0.86817E-04    0.18781E+01    0.94916E-02   -0.30897E-07    0.86817E-04   -0.30897E-07    0.27348E-09
    23    0.12970E+04    0.19689E+01    0.80624E-04    0.19689E+01    0.11121E-01   -0.30789E-07    0.80624E-04   -0.30789E-07    0.25207E-09
    24    0.13193E+04    0.20530E+01    0.75069E-04    0.20530E+01    0.12937E-01   -0.30663E-07    0.75069E-04   -0.30663E-07    0.23294E-09
    25    0.13421E+04    0.21308E+01    0.70063E-04    0.21308E+01    0.14952E-01   -0.30533E-07    0.70063E-04   -0.30533E-07    0.21581E-09
    26    0.13654E+04    0.22019E+01    0.65523E-04    0.22019E+01    0.17175E-01   -0.30396E-07    0.65523E-04   -0.30396E-07    0.20040E-09
    27    0.13892E+04    0.22652E+01    0.61402E-04    0.22652E+01    0.19620E-01   -0.30256E-07    0.61402E-04   -0.30256E-07    0.18648E-09
    28    0.14135E+04    0.23193E+01    0.57656E-04    0.23193E+01    0.22295E-01   -0.30113E-07    0.57656E-04   -0.30113E-07    0.17388E-09
    29    0.14384E+04    0.23637E+01    0.54243E-04    0.23637E+01    0.25213E-01   -0.29963E-07    0.54243E-04   -0.29963E-07    0.16243E-09
