#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11895E+04    0.27698E-01    0.15130E-02    0.27698E-01    0.12738E-05   -0.18044E-07    0.15130E-02   -0.18044E-07    0.77689E-08
     3    0.11178E+04    0.63627E-01    0.10424E-02    0.63627E-01    0.60063E-05   -0.21729E-07    0.10424E-02   -0.21729E-07    0.47124E-08
     4    0.10592E+04    0.10899E+00    0.77497E-03    0.10899E+00    0.17270E-04   -0.23653E-07    0.77497E-03   -0.23653E-07    0.32498E-08
     5    0.10184E+04    0.16283E+00    0.60411E-03    0.16283E+00    0.38906E-04   -0.24857E-07    0.60411E-03   -0.24857E-07    0.24079E-08
     6    0.99167E+03    0.22438E+00    0.48667E-03    0.22438E+00    0.75460E-04   -0.25636E-07    0.48667E-03   -0.25636E-07    0.18683E-08
     7    0.97518E+03    0.29291E+00    0.40174E-03    0.29291E+00    0.13213E-03   -0.26168E-07    0.40174E-03   -0.26168E-07    0.14977E-08
     8    0.96577E+03    0.36750E+00    0.33793E-03    0.36750E+00    0.21464E-03   -0.26569E-07    0.33793E-03   -0.26569E-07    0.12304E-08
     9    0.96187E+03    0.44750E+00    0.28854E-03    0.44750E+00    0.32940E-03   -0.26902E-07    0.28854E-03   -0.26902E-07    0.10302E-08
    10    0.96220E+03    0.53203E+00    0.24938E-03    0.53203E+00    0.48298E-03   -0.27144E-07    0.24938E-03   -0.27144E-07    0.87580E-09
    11    0.96568E+03    0.62040E+00    0.21786E-03    0.62040E+00    0.68291E-03   -0.27307E-07    0.21786E-03   -0.27307E-07    0.75405E-09
    12    0.97230E+03    0.71241E+00    0.19194E-03    0.71241E+00    0.93673E-03   -0.27370E-07    0.19194E-03   -0.27370E-07    0.65589E-09
    13    0.98083E+03    0.80632E+00    0.17053E-03    0.80632E+00    0.12523E-02   -0.27404E-07    0.17053E-03   -0.27404E-07    0.57577E-09
    14    0.99105E+03    0.90169E+00    0.15247E-03    0.90169E+00    0.16375E-02   -0.27410E-07    0.15247E-03   -0.27410E-07    0.50924E-09
    15    0.10026E+04    0.99765E+00    0.13717E-03    0.99765E+00    0.21015E-02   -0.27421E-07    0.13717E-03   -0.27421E-07    0.45350E-09
    16    0.10159E+04    0.10946E+01    0.12401E-03    0.10946E+01    0.26536E-02   -0.27419E-07    0.12401E-03   -0.27419E-07    0.40626E-09
    17    0.10301E+04    0.11906E+01    0.11266E-03    0.11906E+01    0.33030E-02   -0.27397E-07    0.11266E-03   -0.27397E-07    0.36579E-09
