#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.416157E+06   0.416157E+06   0.554639E+06   0.554625E+06   0.460953E+06   0.416585E+06   0.416157E+06   0.420626E+06  -0.602280E+00   0.414926E+06   0.414926E+06   0.122276E+01
   0.798228E-04   0.416156E+06   0.416155E+06   0.554578E+06   0.554560E+06   0.460917E+06   0.416583E+06   0.416156E+06   0.420624E+06  -0.602276E+00   0.414924E+06   0.414924E+06   0.136645E+01
   0.892035E-04   0.416154E+06   0.416153E+06   0.554502E+06   0.554479E+06   0.460871E+06   0.416581E+06   0.416154E+06   0.420621E+06  -0.602272E+00   0.414922E+06   0.414922E+06   0.152702E+01
   0.996866E-04   0.416151E+06   0.416151E+06   0.554407E+06   0.554378E+06   0.460814E+06   0.416578E+06   0.416151E+06   0.420617E+06  -0.602266E+00   0.414920E+06   0.414920E+06   0.170645E+01
   0.111402E-03   0.416148E+06   0.416148E+06   0.554288E+06   0.554253E+06   0.460744E+06   0.416574E+06   0.416148E+06   0.420613E+06  -0.602259E+00   0.414917E+06   0.414916E+06   0.190697E+01
   0.124493E-03   0.416145E+06   0.416144E+06   0.554139E+06   0.554095E+06   0.460655E+06   0.416570E+06   0.416145E+06   0.420607E+06  -0.602251E+00   0.414913E+06   0.414912E+06   0.213103E+01
   0.139124E-03   0.416140E+06   0.416139E+06   0.553954E+06   0.553899E+06   0.460545E+06   0.416564E+06   0.416140E+06   0.420600E+06  -0.602240E+00   0.414908E+06   0.414908E+06   0.238141E+01
   0.155474E-03   0.416134E+06   0.416132E+06   0.553723E+06   0.553654E+06   0.460406E+06   0.416557E+06   0.416134E+06   0.420591E+06  -0.602227E+00   0.414902E+06   0.414902E+06   0.266119E+01
   0.173745E-03   0.416127E+06   0.416125E+06   0.553434E+06   0.553348E+06   0.460234E+06   0.416548E+06   0.416127E+06   0.420580E+06  -0.602210E+00   0.414894E+06   0.414894E+06   0.297383E+01
   0.194163E-03   0.416118E+06   0.416115E+06   0.553073E+06   0.552966E+06   0.460019E+06   0.416537E+06   0.416117E+06   0.420566E+06  -0.602189E+00   0.414885E+06   0.414884E+06   0.332315E+01
   0.216981E-03   0.416106E+06   0.416103E+06   0.552624E+06   0.552490E+06   0.459751E+06   0.416523E+06   0.416106E+06   0.420549E+06  -0.602163E+00   0.414873E+06   0.414873E+06   0.371347E+01
   0.242480E-03   0.416092E+06   0.416088E+06   0.552062E+06   0.551896E+06   0.459416E+06   0.416506E+06   0.416092E+06   0.420528E+06  -0.602130E+00   0.414859E+06   0.414858E+06   0.414958E+01
   0.270976E-03   0.416074E+06   0.416069E+06   0.551362E+06   0.551154E+06   0.458998E+06   0.416484E+06   0.416074E+06   0.420501E+06  -0.602089E+00   0.414840E+06   0.414839E+06   0.463682E+01
   0.302821E-03   0.416052E+06   0.416045E+06   0.550488E+06   0.550229E+06   0.458476E+06   0.416457E+06   0.416051E+06   0.420467E+06  -0.602039E+00   0.414817E+06   0.414816E+06   0.518116E+01
   0.338408E-03   0.416025E+06   0.416016E+06   0.549399E+06   0.549076E+06   0.457826E+06   0.416423E+06   0.416023E+06   0.420426E+06  -0.601975E+00   0.414789E+06   0.414788E+06   0.578923E+01
