#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.95994E+03    0.23417E-01    0.12095E-02    0.23417E-01    0.10665E-05   -0.15137E-07    0.12095E-02   -0.15137E-07    0.68183E-08
     3    0.91033E+03    0.53582E-01    0.83897E-03    0.53582E-01    0.50332E-05   -0.18211E-07    0.83897E-03   -0.18211E-07    0.41429E-08
     4    0.86818E+03    0.91686E-01    0.62728E-03    0.91686E-01    0.14481E-04   -0.19817E-07    0.62728E-03   -0.19817E-07    0.28626E-08
     5    0.83862E+03    0.13695E+00    0.49149E-03    0.13695E+00    0.32642E-04   -0.20824E-07    0.49149E-03   -0.20824E-07    0.21253E-08
     6    0.81938E+03    0.18874E+00    0.39785E-03    0.18874E+00    0.63341E-04   -0.21475E-07    0.39785E-03   -0.21475E-07    0.16525E-08
     7    0.80779E+03    0.24645E+00    0.32992E-03    0.24645E+00    0.11095E-03   -0.21921E-07    0.32992E-03   -0.21921E-07    0.13276E-08
     8    0.80148E+03    0.30931E+00    0.27873E-03    0.30931E+00    0.18031E-03   -0.22258E-07    0.27873E-03   -0.22258E-07    0.10929E-08
     9    0.79933E+03    0.37679E+00    0.23899E-03    0.37679E+00    0.27681E-03   -0.22540E-07    0.23899E-03   -0.22540E-07    0.91706E-09
    10    0.80037E+03    0.44815E+00    0.20737E-03    0.44815E+00    0.40599E-03   -0.22745E-07    0.20737E-03   -0.22745E-07    0.78126E-09
    11    0.80380E+03    0.52284E+00    0.18184E-03    0.52284E+00    0.57421E-03   -0.22884E-07    0.18184E-03   -0.22884E-07    0.67407E-09
    12    0.80966E+03    0.60068E+00    0.16078E-03    0.60068E+00    0.78782E-03   -0.22939E-07    0.16078E-03   -0.22939E-07    0.58755E-09
    13    0.81695E+03    0.68022E+00    0.14334E-03    0.68022E+00    0.10535E-02   -0.22970E-07    0.14334E-03   -0.22970E-07    0.51684E-09
    14    0.82552E+03    0.76111E+00    0.12858E-03    0.76111E+00    0.13778E-02   -0.22979E-07    0.12858E-03   -0.22979E-07    0.45805E-09
    15    0.83512E+03    0.84263E+00    0.11602E-03    0.84263E+00    0.17686E-02   -0.22991E-07    0.11602E-03   -0.22991E-07    0.40874E-09
    16    0.84601E+03    0.92509E+00    0.10519E-03    0.92509E+00    0.22337E-02   -0.22993E-07    0.10519E-03   -0.22993E-07    0.36689E-09
    17    0.85767E+03    0.10070E+01    0.95818E-04    0.10070E+01    0.27809E-02   -0.22978E-07    0.95818E-04   -0.22978E-07    0.33100E-09
    18    0.86972E+03    0.10875E+01    0.87646E-04    0.10875E+01    0.34163E-02   -0.22946E-07    0.87646E-04   -0.22946E-07    0.30005E-09
    19    0.88328E+03    0.11674E+01    0.80495E-04    0.11674E+01    0.41520E-02   -0.22911E-07    0.80495E-04   -0.22911E-07    0.27314E-09
    20    0.89715E+03    0.12452E+01    0.74152E-04    0.12452E+01    0.49919E-02   -0.22851E-07    0.74152E-04   -0.22851E-07    0.24957E-09
    21    0.91153E+03    0.13203E+01    0.68527E-04    0.13203E+01    0.59452E-02   -0.22781E-07    0.68527E-04   -0.22781E-07    0.22882E-09
    22    0.92635E+03    0.13922E+01    0.63511E-04    0.13922E+01    0.70207E-02   -0.22707E-07    0.63511E-04   -0.22707E-07    0.21047E-09
    23    0.94160E+03    0.14605E+01    0.59020E-04    0.14605E+01    0.82268E-02   -0.22631E-07    0.59020E-04   -0.22631E-07    0.19416E-09
    24    0.95730E+03    0.15241E+01    0.54988E-04    0.15241E+01    0.95709E-02   -0.22542E-07    0.54988E-04   -0.22542E-07    0.17957E-09
    25    0.97340E+03    0.15830E+01    0.51349E-04    0.15830E+01    0.11062E-01   -0.22449E-07    0.51349E-04   -0.22449E-07    0.16650E-09
    26    0.98985E+03    0.16372E+01    0.48047E-04    0.16372E+01    0.12708E-01   -0.22351E-07    0.48047E-04   -0.22351E-07    0.15473E-09
    27    0.10067E+04    0.16858E+01    0.45045E-04    0.16858E+01    0.14517E-01   -0.22251E-07    0.45045E-04   -0.22251E-07    0.14410E-09
    28    0.10237E+04    0.17277E+01    0.42314E-04    0.17277E+01    0.16498E-01   -0.22149E-07    0.42314E-04   -0.22149E-07    0.13447E-09
    29    0.10412E+04    0.17626E+01    0.39823E-04    0.17626E+01    0.18657E-01   -0.22041E-07    0.39823E-04   -0.22041E-07    0.12571E-09
    30    0.10589E+04    0.17912E+01    0.37535E-04    0.17912E+01    0.21003E-01   -0.21929E-07    0.37535E-04   -0.21929E-07    0.11773E-09
    31    0.10768E+04    0.18124E+01    0.35429E-04    0.18124E+01    0.23544E-01   -0.21814E-07    0.35429E-04   -0.21814E-07    0.11043E-09
    32    0.10951E+04    0.18254E+01    0.33495E-04    0.18254E+01    0.26287E-01   -0.21700E-07    0.33495E-04   -0.21700E-07    0.10375E-09
    33    0.11136E+04    0.18292E+01    0.31716E-04    0.18292E+01    0.29240E-01   -0.21585E-07    0.31716E-04   -0.21585E-07    0.97611E-10
    34    0.11323E+04    0.18250E+01    0.30066E-04    0.18250E+01    0.32408E-01   -0.21463E-07    0.30066E-04   -0.21463E-07    0.91963E-10
    35    0.11513E+04    0.18121E+01    0.28536E-04    0.18121E+01    0.35800E-01   -0.21340E-07    0.28536E-04   -0.21340E-07    0.86752E-10
    36    0.11704E+04    0.17894E+01    0.27117E-04    0.17894E+01    0.39422E-01   -0.21218E-07    0.27117E-04   -0.21218E-07    0.81940E-10
    37    0.11899E+04    0.17563E+01    0.25802E-04    0.17563E+01    0.43281E-01   -0.21096E-07    0.25802E-04   -0.21096E-07    0.77485E-10
    38    0.12095E+04    0.17134E+01    0.24575E-04    0.17134E+01    0.47384E-01   -0.20971E-07    0.24575E-04   -0.20971E-07    0.73353E-10
    39    0.12294E+04    0.16603E+01    0.23429E-04    0.16603E+01    0.51732E-01   -0.20843E-07    0.23429E-04   -0.20843E-07    0.69515E-10
