#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.460465E+06   0.460465E+06   0.613665E+06   0.613648E+06   0.496529E+06   0.460916E+06   0.460465E+06   0.465871E+06  -0.602471E+00   0.459013E+06   0.459013E+06   0.137234E+01
   0.798228E-04   0.460463E+06   0.460462E+06   0.613591E+06   0.613569E+06   0.496491E+06   0.460913E+06   0.460463E+06   0.465868E+06  -0.602467E+00   0.459011E+06   0.459011E+06   0.153361E+01
   0.892035E-04   0.460461E+06   0.460460E+06   0.613498E+06   0.613471E+06   0.496444E+06   0.460910E+06   0.460460E+06   0.465864E+06  -0.602462E+00   0.459008E+06   0.459008E+06   0.171382E+01
   0.996866E-04   0.460457E+06   0.460457E+06   0.613382E+06   0.613348E+06   0.496385E+06   0.460907E+06   0.460457E+06   0.465859E+06  -0.602455E+00   0.459005E+06   0.459005E+06   0.191520E+01
   0.111402E-03   0.460454E+06   0.460452E+06   0.613237E+06   0.613195E+06   0.496311E+06   0.460902E+06   0.460453E+06   0.465853E+06  -0.602447E+00   0.459001E+06   0.459001E+06   0.214023E+01
   0.124493E-03   0.460449E+06   0.460447E+06   0.613056E+06   0.613004E+06   0.496218E+06   0.460896E+06   0.460448E+06   0.465846E+06  -0.602437E+00   0.458996E+06   0.458996E+06   0.239170E+01
   0.139124E-03   0.460443E+06   0.460441E+06   0.612830E+06   0.612766E+06   0.496103E+06   0.460888E+06   0.460442E+06   0.465836E+06  -0.602424E+00   0.458990E+06   0.458989E+06   0.267270E+01
   0.155474E-03   0.460435E+06   0.460433E+06   0.612548E+06   0.612468E+06   0.495960E+06   0.460879E+06   0.460435E+06   0.465825E+06  -0.602408E+00   0.458982E+06   0.458982E+06   0.298669E+01
   0.173745E-03   0.460426E+06   0.460423E+06   0.612197E+06   0.612096E+06   0.495780E+06   0.460867E+06   0.460425E+06   0.465810E+06  -0.602388E+00   0.458972E+06   0.458972E+06   0.333755E+01
   0.194163E-03   0.460414E+06   0.460411E+06   0.611758E+06   0.611632E+06   0.495556E+06   0.460853E+06   0.460413E+06   0.465792E+06  -0.602363E+00   0.458960E+06   0.458959E+06   0.372958E+01
