#    L    TT             EE             TE             PP             TP          
     2    0.94678E+03    0.13364E-05    0.29864E-01    0.12314E+07    0.22583E+05
     3    0.93576E+03    0.63400E-05    0.67025E-01    0.18988E+07    0.27450E+05
     4    0.91901E+03    0.18309E-04    0.11412E+00    0.24963E+07    0.29912E+05
     5    0.90695E+03    0.41391E-04    0.17035E+00    0.30279E+07    0.31084E+05
     6    0.90033E+03    0.80514E-04    0.23498E+00    0.35008E+07    0.31530E+05
     7    0.89823E+03    0.14133E-03    0.30731E+00    0.39236E+07    0.31545E+05
     8    0.89919E+03    0.23009E-03    0.38644E+00    0.43033E+07    0.31294E+05
     9    0.90288E+03    0.35381E-03    0.47179E+00    0.46460E+07    0.30871E+05
    10    0.90856E+03    0.51966E-03    0.56237E+00    0.49558E+07    0.30339E+05
    11    0.91583E+03    0.73595E-03    0.65765E+00    0.52378E+07    0.29755E+05
    12    0.92499E+03    0.10109E-02    0.75738E+00    0.54930E+07    0.29125E+05
    13    0.93494E+03    0.13533E-02    0.85984E+00    0.57270E+07    0.28503E+05
    14    0.94568E+03    0.17716E-02    0.96453E+00    0.59396E+07    0.27863E+05
    15    0.95705E+03    0.22761E-02    0.10707E+01    0.61350E+07    0.27230E+05
    16    0.96946E+03    0.28769E-02    0.11786E+01    0.63141E+07    0.26595E+05
    17    0.98238E+03    0.35843E-02    0.12867E+01    0.64772E+07    0.25973E+05
    18    0.99537E+03    0.44064E-02    0.13938E+01    0.66275E+07    0.25367E+05
    19    0.10097E+04    0.53587E-02    0.15007E+01    0.67656E+07    0.24786E+05
    20    0.10241E+04    0.64462E-02    0.16059E+01    0.68917E+07    0.24211E+05
    21    0.10388E+04    0.76813E-02    0.17083E+01    0.70073E+07    0.23654E+05
    22    0.10537E+04    0.90751E-02    0.18078E+01    0.71136E+07    0.23115E+05
    23    0.10689E+04    0.10639E-01    0.19038E+01    0.72112E+07    0.22592E+05
    24    0.10844E+04    0.12382E-01    0.19943E+01    0.72999E+07    0.22092E+05
    25    0.11001E+04    0.14316E-01    0.20800E+01    0.73814E+07    0.21609E+05
    26    0.11160E+04    0.16451E-01    0.21607E+01    0.74560E+07    0.21137E+05
    27    0.11321E+04    0.18799E-01    0.22353E+01    0.75237E+07    0.20680E+05
    28    0.11483E+04    0.21369E-01    0.23027E+01    0.75854E+07    0.20241E+05
    29    0.11648E+04    0.24172E-01    0.23621E+01    0.76413E+07    0.19819E+05
    30    0.11815E+04    0.27217E-01    0.24143E+01    0.76921E+07    0.19409E+05
    31    0.11982E+04    0.30514E-01    0.24584E+01    0.77374E+07    0.19009E+05
    32    0.12151E+04    0.34075E-01    0.24934E+01    0.77783E+07    0.18624E+05
    33    0.12321E+04    0.37907E-01    0.25181E+01    0.78150E+07    0.18254E+05
    34    0.12493E+04    0.42019E-01    0.25329E+01    0.78474E+07    0.17896E+05
    35    0.12666E+04    0.46420E-01    0.25382E+01    0.78759E+07    0.17547E+05
    36    0.12840E+04    0.51120E-01    0.25325E+01    0.79010E+07    0.17209E+05
    37    0.13016E+04    0.56126E-01    0.25151E+01    0.79227E+07    0.16883E+05
    38    0.13193E+04    0.61447E-01    0.24861E+01    0.79412E+07    0.16567E+05
    39    0.13372E+04    0.67085E-01    0.24449E+01    0.79566E+07    0.16261E+05
    40    0.13550E+04    0.73049E-01    0.23909E+01    0.79692E+07    0.15966E+05
    41    0.13732E+04    0.79350E-01    0.23233E+01    0.79792E+07    0.15680E+05
    42    0.13914E+04    0.85992E-01    0.22429E+01    0.79868E+07    0.15402E+05
    43    0.14098E+04    0.92979E-01    0.21503E+01    0.79920E+07    0.15131E+05
    44    0.14281E+04    0.10031E+00    0.20438E+01    0.79950E+07    0.14868E+05
    45    0.14467E+04    0.10800E+00    0.19220E+01    0.79958E+07    0.14614E+05
    46    0.14655E+04    0.11605E+00    0.17856E+01    0.79947E+07    0.14368E+05
    47    0.14844E+04    0.12446E+00    0.16356E+01    0.79918E+07    0.14127E+05
    48    0.15034E+04    0.13323E+00    0.14709E+01    0.79872E+07    0.13893E+05
