#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10490E+04    0.28396E-01    0.12692E-02    0.28396E-01    0.12877E-05   -0.18072E-07    0.12692E-02   -0.18072E-07    0.86391E-08
     3    0.10115E+04    0.64497E-01    0.89014E-03    0.64497E-01    0.60903E-05   -0.21708E-07    0.89014E-03   -0.21708E-07    0.52526E-08
     4    0.97590E+03    0.11016E+00    0.67046E-03    0.11016E+00    0.17550E-04   -0.23613E-07    0.67046E-03   -0.23613E-07    0.36331E-08
     5    0.95071E+03    0.16452E+00    0.52831E-03    0.16452E+00    0.39607E-04   -0.24812E-07    0.52831E-03   -0.24812E-07    0.27007E-08
     6    0.93478E+03    0.22683E+00    0.42967E-03    0.22683E+00    0.76933E-04   -0.25592E-07    0.42967E-03   -0.25592E-07    0.21026E-08
     7    0.92595E+03    0.29638E+00    0.35774E-03    0.29638E+00    0.13488E-03   -0.26129E-07    0.35774E-03   -0.26129E-07    0.16915E-08
     8    0.92199E+03    0.37227E+00    0.30331E-03    0.37227E+00    0.21935E-03   -0.26539E-07    0.30331E-03   -0.26539E-07    0.13944E-08
     9    0.92201E+03    0.45390E+00    0.26088E-03    0.45390E+00    0.33697E-03   -0.26883E-07    0.26088E-03   -0.26883E-07    0.11717E-08
    10    0.92504E+03    0.54034E+00    0.22702E-03    0.54034E+00    0.49450E-03   -0.27138E-07    0.22702E-03   -0.27138E-07    0.99958E-09
    11    0.93037E+03    0.63099E+00    0.19960E-03    0.63099E+00    0.69977E-03   -0.27313E-07    0.19960E-03   -0.27313E-07    0.86363E-09
    12    0.93816E+03    0.72563E+00    0.17692E-03    0.72563E+00    0.96054E-03   -0.27389E-07    0.17692E-03   -0.27389E-07    0.75381E-09
    13    0.94724E+03    0.82254E+00    0.15809E-03    0.82254E+00    0.12850E-02   -0.27436E-07    0.15809E-03   -0.27436E-07    0.66400E-09
    14    0.95754E+03    0.92128E+00    0.14212E-03    0.92128E+00    0.16813E-02   -0.27456E-07    0.14212E-03   -0.27456E-07    0.58927E-09
    15    0.96881E+03    0.10210E+01    0.12850E-03    0.10210E+01    0.21589E-02   -0.27482E-07    0.12850E-03   -0.27482E-07    0.52653E-09
    16    0.98139E+03    0.11221E+01    0.11674E-03    0.11221E+01    0.27274E-02   -0.27494E-07    0.11674E-03   -0.27494E-07    0.47326E-09
    17    0.99472E+03    0.12228E+01    0.10653E-03    0.12228E+01    0.33965E-02   -0.27487E-07    0.10653E-03   -0.27487E-07    0.42752E-09
    18    0.10083E+04    0.13221E+01    0.97619E-04    0.13221E+01    0.41738E-02   -0.27458E-07    0.97619E-04   -0.27458E-07    0.38805E-09
    19    0.10236E+04    0.14209E+01    0.89807E-04    0.14209E+01    0.50738E-02   -0.27428E-07    0.89807E-04   -0.27428E-07    0.35371E-09
    20    0.10390E+04    0.15175E+01    0.82866E-04    0.15175E+01    0.61014E-02   -0.27366E-07    0.82866E-04   -0.27366E-07    0.32360E-09
    21    0.10550E+04    0.16110E+01    0.76701E-04    0.16110E+01    0.72680E-02   -0.27292E-07    0.76701E-04   -0.27292E-07    0.29707E-09
    22    0.10713E+04    0.17011E+01    0.71197E-04    0.17011E+01    0.85843E-02   -0.27212E-07    0.71197E-04   -0.27212E-07    0.27360E-09
    23    0.10881E+04    0.17872E+01    0.66258E-04    0.17872E+01    0.10061E-01   -0.27131E-07    0.66258E-04   -0.27131E-07    0.25270E-09
    24    0.11052E+04    0.18677E+01    0.61821E-04    0.18677E+01    0.11706E-01   -0.27033E-07    0.61821E-04   -0.27033E-07    0.23401E-09
    25    0.11228E+04    0.19430E+01    0.57812E-04    0.19430E+01    0.13531E-01   -0.26933E-07    0.57812E-04   -0.26933E-07    0.21724E-09
    26    0.11407E+04    0.20129E+01    0.54166E-04    0.20129E+01    0.15546E-01   -0.26825E-07    0.54166E-04   -0.26825E-07    0.20214E-09
    27    0.11589E+04    0.20764E+01    0.50848E-04    0.20764E+01    0.17761E-01   -0.26713E-07    0.50848E-04   -0.26713E-07    0.18848E-09
    28    0.11774E+04    0.21323E+01    0.47827E-04    0.21323E+01    0.20186E-01   -0.26599E-07    0.47827E-04   -0.26599E-07    0.17609E-09
    29    0.11962E+04    0.21799E+01    0.45069E-04    0.21799E+01    0.22830E-01   -0.26478E-07    0.45069E-04   -0.26478E-07    0.16482E-09
    30    0.12153E+04    0.22202E+01    0.42531E-04    0.22202E+01    0.25702E-01   -0.26352E-07    0.42531E-04   -0.26352E-07    0.15454E-09
    31    0.12346E+04    0.22520E+01    0.40193E-04    0.22520E+01    0.28813E-01   -0.26222E-07    0.40193E-04   -0.26222E-07    0.14513E-09
    32    0.12541E+04    0.22743E+01    0.38042E-04    0.22743E+01    0.32171E-01   -0.26093E-07    0.38042E-04   -0.26093E-07    0.13651E-09
    33    0.12739E+04    0.22859E+01    0.36062E-04    0.22859E+01    0.35787E-01   -0.25963E-07    0.36062E-04   -0.25963E-07    0.12858E-09
    34    0.12940E+04    0.22879E+01    0.34225E-04    0.22879E+01    0.39665E-01   -0.25825E-07    0.34225E-04   -0.25825E-07    0.12128E-09
    35    0.13142E+04    0.22800E+01    0.32519E-04    0.22800E+01    0.43816E-01   -0.25684E-07    0.32519E-04   -0.25684E-07    0.11454E-09
