#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10105E+04    0.26745E-01    0.12372E-02    0.26745E-01    0.12162E-05   -0.17081E-07    0.12372E-02   -0.17081E-07    0.80229E-08
     3    0.97043E+03    0.60853E-01    0.86480E-03    0.60853E-01    0.57496E-05   -0.20526E-07    0.86480E-03   -0.20526E-07    0.48756E-08
     4    0.93372E+03    0.10399E+00    0.64983E-03    0.10399E+00    0.16563E-04   -0.22330E-07    0.64983E-03   -0.22330E-07    0.33705E-08
     5    0.90779E+03    0.15531E+00    0.51104E-03    0.15531E+00    0.37370E-04   -0.23464E-07    0.51104E-03   -0.23464E-07    0.25040E-08
     6    0.89126E+03    0.21412E+00    0.41491E-03    0.21412E+00    0.72572E-04   -0.24201E-07    0.41491E-03   -0.24201E-07    0.19484E-08
     7    0.88187E+03    0.27973E+00    0.34492E-03    0.27973E+00    0.12721E-03   -0.24708E-07    0.34492E-03   -0.24708E-07    0.15664E-08
     8    0.87738E+03    0.35131E+00    0.29202E-03    0.35131E+00    0.20685E-03   -0.25094E-07    0.29202E-03   -0.25094E-07    0.12906E-08
     9    0.87687E+03    0.42826E+00    0.25084E-03    0.42826E+00    0.31770E-03   -0.25419E-07    0.25084E-03   -0.25419E-07    0.10838E-08
    10    0.87937E+03    0.50972E+00    0.21802E-03    0.50972E+00    0.46618E-03   -0.25658E-07    0.21802E-03   -0.25658E-07    0.92402E-09
    11    0.88415E+03    0.59510E+00    0.19146E-03    0.59510E+00    0.65961E-03   -0.25822E-07    0.19146E-03   -0.25822E-07    0.79788E-09
    12    0.89134E+03    0.68421E+00    0.16953E-03    0.68421E+00    0.90530E-03   -0.25891E-07    0.16953E-03   -0.25891E-07    0.69601E-09
    13    0.89985E+03    0.77541E+00    0.15134E-03    0.77541E+00    0.12110E-02   -0.25934E-07    0.15134E-03   -0.25934E-07    0.61273E-09
    14    0.90957E+03    0.86827E+00    0.13592E-03    0.86827E+00    0.15843E-02   -0.25951E-07    0.13592E-03   -0.25951E-07    0.54347E-09
    15    0.92026E+03    0.96201E+00    0.12279E-03    0.96201E+00    0.20342E-02   -0.25973E-07    0.12279E-03   -0.25973E-07    0.48534E-09
    16    0.93225E+03    0.10570E+01    0.11146E-03    0.10570E+01    0.25697E-02   -0.25983E-07    0.11146E-03   -0.25983E-07    0.43599E-09
    17    0.94496E+03    0.11515E+01    0.10164E-03    0.11515E+01    0.31998E-02   -0.25974E-07    0.10164E-03   -0.25974E-07    0.39364E-09
    18    0.95801E+03    0.12447E+01    0.93070E-04    0.12447E+01    0.39318E-02   -0.25944E-07    0.93070E-04   -0.25944E-07    0.35711E-09
    19    0.97260E+03    0.13372E+01    0.85567E-04    0.13372E+01    0.47793E-02   -0.25912E-07    0.85567E-04   -0.25912E-07    0.32533E-09
    20    0.98745E+03    0.14277E+01    0.78905E-04    0.14277E+01    0.57469E-02   -0.25852E-07    0.78905E-04   -0.25852E-07    0.29748E-09
    21    0.10028E+04    0.15151E+01    0.72994E-04    0.15151E+01    0.68454E-02   -0.25780E-07    0.72994E-04   -0.25780E-07    0.27296E-09
    22    0.10185E+04    0.15993E+01    0.67720E-04    0.15993E+01    0.80848E-02   -0.25703E-07    0.67720E-04   -0.25703E-07    0.25126E-09
    23    0.10347E+04    0.16795E+01    0.62992E-04    0.16795E+01    0.94747E-02   -0.25623E-07    0.62992E-04   -0.25623E-07    0.23196E-09
    24    0.10513E+04    0.17545E+01    0.58747E-04    0.17545E+01    0.11024E-01   -0.25529E-07    0.58747E-04   -0.25529E-07    0.21469E-09
    25    0.10682E+04    0.18243E+01    0.54914E-04    0.18243E+01    0.12742E-01   -0.25431E-07    0.54914E-04   -0.25431E-07    0.19921E-09
    26    0.10855E+04    0.18891E+01    0.51432E-04    0.18891E+01    0.14639E-01   -0.25327E-07    0.51432E-04   -0.25327E-07    0.18527E-09
    27    0.11032E+04    0.19477E+01    0.48265E-04    0.19477E+01    0.16724E-01   -0.25220E-07    0.48265E-04   -0.25220E-07    0.17267E-09
    28    0.11210E+04    0.19989E+01    0.45383E-04    0.19989E+01    0.19007E-01   -0.25110E-07    0.45383E-04   -0.25110E-07    0.16125E-09
    29    0.11393E+04    0.20423E+01    0.42753E-04    0.20423E+01    0.21496E-01   -0.24993E-07    0.42753E-04   -0.24993E-07    0.15086E-09
    30    0.11578E+04    0.20787E+01    0.40335E-04    0.20787E+01    0.24200E-01   -0.24872E-07    0.40335E-04   -0.24872E-07    0.14138E-09
    31    0.11765E+04    0.21070E+01    0.38109E-04    0.21070E+01    0.27128E-01   -0.24747E-07    0.38109E-04   -0.24747E-07    0.13271E-09
    32    0.11956E+04    0.21263E+01    0.36062E-04    0.21263E+01    0.30289E-01   -0.24624E-07    0.36062E-04   -0.24624E-07    0.12477E-09
    33    0.12148E+04    0.21352E+01    0.34178E-04    0.21352E+01    0.33692E-01   -0.24499E-07    0.34178E-04   -0.24499E-07    0.11748E-09
    34    0.12343E+04    0.21352E+01    0.32432E-04    0.21352E+01    0.37342E-01   -0.24366E-07    0.32432E-04   -0.24366E-07    0.11076E-09
    35    0.12540E+04    0.21255E+01    0.30811E-04    0.21255E+01    0.41250E-01   -0.24231E-07    0.30811E-04   -0.24231E-07    0.10456E-09
    36    0.12739E+04    0.21050E+01    0.29306E-04    0.21050E+01    0.45423E-01   -0.24097E-07    0.29306E-04   -0.24097E-07    0.98833E-10
    37    0.12940E+04    0.20730E+01    0.27910E-04    0.20730E+01    0.49868E-01   -0.23964E-07    0.27910E-04   -0.23964E-07    0.93527E-10
    38    0.13144E+04    0.20300E+01    0.26608E-04    0.20300E+01    0.54594E-01   -0.23826E-07    0.26608E-04   -0.23826E-07    0.88603E-10
    39    0.13349E+04    0.19755E+01    0.25391E-04    0.19755E+01    0.59601E-01   -0.23685E-07    0.25391E-04   -0.23685E-07    0.84028E-10
    40    0.13556E+04    0.19085E+01    0.24256E-04    0.19085E+01    0.64898E-01   -0.23544E-07    0.24256E-04   -0.23544E-07    0.79770E-10
    41    0.13767E+04    0.18283E+01    0.23196E-04    0.18283E+01    0.70495E-01   -0.23404E-07    0.23196E-04   -0.23404E-07    0.75801E-10
    42    0.13978E+04    0.17358E+01    0.22202E-04    0.17358E+01    0.76396E-01   -0.23263E-07    0.22202E-04   -0.23263E-07    0.72096E-10
    43    0.14192E+04    0.16316E+01    0.21266E-04    0.16316E+01    0.82606E-01   -0.23119E-07    0.21266E-04   -0.23119E-07    0.68633E-10
    44    0.14406E+04    0.15140E+01    0.20386E-04    0.15140E+01    0.89121E-01   -0.22974E-07    0.20386E-04   -0.22974E-07    0.65391E-10
    45    0.14624E+04    0.13815E+01    0.19561E-04    0.13815E+01    0.95953E-01   -0.22830E-07    0.19561E-04   -0.22830E-07    0.62353E-10
    46    0.14844E+04    0.12351E+01    0.18784E-04    0.12351E+01    0.10311E+00   -0.22684E-07    0.18784E-04   -0.22684E-07    0.59502E-10
    47    0.15065E+04    0.10762E+01    0.18050E-04    0.10762E+01    0.11059E+00   -0.22537E-07    0.18050E-04   -0.22537E-07    0.56824E-10
    48    0.15288E+04    0.90308E+00    0.17356E-04    0.90308E+00    0.11840E+00   -0.22389E-07    0.17356E-04   -0.22389E-07    0.54307E-10
    49    0.15513E+04    0.71434E+00    0.16702E-04    0.71434E+00    0.12652E+00   -0.22243E-07    0.16702E-04   -0.22243E-07    0.51936E-10
    50    0.15742E+04    0.51099E+00    0.16084E-04    0.51099E+00    0.13499E+00   -0.22096E-07    0.16084E-04   -0.22096E-07    0.49702E-10
    51    0.15970E+04    0.29426E+00    0.15498E-04    0.29426E+00    0.14380E+00   -0.21947E-07    0.15498E-04   -0.21947E-07    0.47595E-10
    52    0.16203E+04    0.62753E-01    0.14942E-04    0.62753E-01    0.15291E+00   -0.21798E-07    0.14942E-04   -0.21798E-07    0.45607E-10
    53    0.16438E+04   -0.18500E+00    0.14416E-04   -0.18500E+00    0.16238E+00   -0.21650E-07    0.14416E-04   -0.21650E-07    0.43727E-10
    54    0.16673E+04   -0.44778E+00    0.13917E-04   -0.44778E+00    0.17217E+00   -0.21502E-07    0.13917E-04   -0.21502E-07    0.41949E-10
    55    0.16910E+04   -0.72438E+00    0.13441E-04   -0.72438E+00    0.18229E+00   -0.21352E-07    0.13441E-04   -0.21352E-07    0.40266E-10
    56    0.17151E+04   -0.10160E+01    0.12988E-04   -0.10160E+01    0.19274E+00   -0.21202E-07    0.12988E-04   -0.21202E-07    0.38672E-10
    57    0.17394E+04   -0.13240E+01    0.12559E-04   -0.13240E+01    0.20352E+00   -0.21053E-07    0.12559E-04   -0.21053E-07    0.37160E-10
    58    0.17640E+04   -0.16474E+01    0.12151E-04   -0.16474E+01    0.21463E+00   -0.20905E-07    0.12151E-04   -0.20905E-07    0.35726E-10
    59    0.17887E+04   -0.19850E+01    0.11760E-04   -0.19850E+01    0.22607E+00   -0.20755E-07    0.11760E-04   -0.20755E-07    0.34364E-10
    60    0.18135E+04   -0.23359E+01    0.11386E-04   -0.23359E+01    0.23781E+00   -0.20603E-07    0.11386E-04   -0.20603E-07    0.33070E-10
    61    0.18389E+04   -0.26996E+01    0.11030E-04   -0.26996E+01    0.24984E+00   -0.20453E-07    0.11030E-04   -0.20453E-07    0.31839E-10
    62    0.18643E+04   -0.30775E+01    0.10690E-04   -0.30775E+01    0.26218E+00   -0.20302E-07    0.10690E-04   -0.20302E-07    0.30668E-10
    63    0.18899E+04   -0.34713E+01    0.10366E-04   -0.34713E+01    0.27481E+00   -0.20152E-07    0.10366E-04   -0.20152E-07    0.29552E-10
    64    0.19159E+04   -0.38827E+01    0.10056E-04   -0.38827E+01    0.28777E+00   -0.20003E-07    0.10056E-04   -0.20003E-07    0.28491E-10
    65    0.19420E+04   -0.43128E+01    0.97599E-05   -0.43128E+01    0.30109E+00   -0.19853E-07    0.97599E-05   -0.19853E-07    0.27479E-10
    66    0.19684E+04   -0.47604E+01    0.94764E-05   -0.47604E+01    0.31470E+00   -0.19704E-07    0.94764E-05   -0.19704E-07    0.26514E-10
    67    0.19949E+04   -0.52229E+01    0.92047E-05   -0.52229E+01    0.32860E+00   -0.19555E-07    0.92047E-05   -0.19555E-07    0.25593E-10
    68    0.20218E+04   -0.56989E+01    0.89440E-05   -0.56989E+01    0.34281E+00   -0.19406E-07    0.89440E-05   -0.19406E-07    0.24714E-10
