#    L    TT             EE             BB             TE          
     2    0.11635E+04    0.51805E-05    0.36678E-05    0.33456E-01
     3    0.11326E+04    0.14500E-04    0.73366E-05    0.75655E-01
     4    0.11002E+04    0.32890E-04    0.12230E-04    0.12908E+00
     5    0.10772E+04    0.65005E-04    0.18349E-04    0.19274E+00
     6    0.10630E+04    0.11637E-03    0.25695E-04    0.26580E+00
     7    0.10559E+04    0.19332E-03    0.34269E-04    0.34742E+00
     8    0.10536E+04    0.30285E-03    0.44075E-04    0.43658E+00
     9    0.10553E+04    0.45278E-03    0.55113E-04    0.53258E+00
    10    0.10601E+04    0.65117E-03    0.67387E-04    0.63432E+00
    11    0.10671E+04    0.90725E-03    0.80898E-04    0.74114E+00
    12    0.10768E+04    0.12302E-02    0.95650E-04    0.85276E+00
    13    0.10877E+04    0.16299E-02    0.11164E-03    0.96720E+00
    14    0.10998E+04    0.21157E-02    0.12888E-03    0.10839E+01
    15    0.11129E+04    0.26991E-02    0.14737E-03    0.12019E+01
    16    0.11274E+04    0.33915E-02    0.16711E-03    0.13217E+01
    17    0.11426E+04    0.42041E-02    0.18811E-03    0.14413E+01
    18    0.11581E+04    0.51461E-02    0.21036E-03    0.15593E+01
    19    0.11753E+04    0.62347E-02    0.23387E-03    0.16769E+01
    20    0.11927E+04    0.74757E-02    0.25864E-03    0.17922E+01
    21    0.12106E+04    0.88827E-02    0.28468E-03    0.19040E+01
    22    0.12289E+04    0.10468E-01    0.31199E-03    0.20119E+01
    23    0.12476E+04    0.12244E-01    0.34056E-03    0.21155E+01
    24    0.12668E+04    0.14222E-01    0.37041E-03    0.22126E+01
    25    0.12862E+04    0.16414E-01    0.40154E-03    0.23038E+01
    26    0.13061E+04    0.18832E-01    0.43394E-03    0.23889E+01
    27    0.13263E+04    0.21489E-01    0.46762E-03    0.24667E+01
    28    0.13466E+04    0.24395E-01    0.50258E-03    0.25358E+01
    29    0.13674E+04    0.27561E-01    0.53882E-03    0.25953E+01
    30    0.13885E+04    0.31000E-01    0.57635E-03    0.26465E+01
    31    0.14097E+04    0.34721E-01    0.61517E-03    0.26880E+01
    32    0.14312E+04    0.38738E-01    0.65527E-03    0.27186E+01
    33    0.14529E+04    0.43059E-01    0.69666E-03    0.27369E+01
    34    0.14749E+04    0.47692E-01    0.73934E-03    0.27440E+01
    35    0.14970E+04    0.52651E-01    0.78330E-03    0.27397E+01
    36    0.15194E+04    0.57944E-01    0.82856E-03    0.27224E+01
    37    0.15420E+04    0.63580E-01    0.87511E-03    0.26912E+01
    38    0.15648E+04    0.69569E-01    0.92296E-03    0.26466E+01
    39    0.15878E+04    0.75914E-01    0.97209E-03    0.25879E+01
    40    0.16110E+04    0.82624E-01    0.10225E-02    0.25141E+01
    41    0.16345E+04    0.89712E-01    0.10742E-02    0.24243E+01
    42    0.16581E+04    0.97182E-01    0.11272E-02    0.23196E+01
    43    0.16820E+04    0.10504E+00    0.11815E-02    0.22008E+01
    44    0.17059E+04    0.11328E+00    0.12371E-02    0.20656E+01
    45    0.17301E+04    0.12193E+00    0.12940E-02    0.19125E+01
    46    0.17546E+04    0.13098E+00    0.13522E-02    0.17424E+01
    47    0.17793E+04    0.14043E+00    0.14116E-02    0.15569E+01
    48    0.18040E+04    0.15029E+00    0.14724E-02    0.13541E+01
    49    0.18291E+04    0.16056E+00    0.15344E-02    0.11327E+01
    50    0.18545E+04    0.17126E+00    0.15977E-02    0.89344E+00
    51    0.18799E+04    0.18237E+00    0.16623E-02    0.63758E+00
    52    0.19057E+04    0.19388E+00    0.17282E-02    0.36374E+00
    53    0.19318E+04    0.20582E+00    0.17954E-02    0.70478E-01
    54    0.19580E+04    0.21817E+00    0.18639E-02   -0.24104E+00
    55    0.19843E+04    0.23093E+00    0.19336E-02   -0.56967E+00
    56    0.20111E+04    0.24411E+00    0.20046E-02   -0.91657E+00
    57    0.20381E+04    0.25770E+00    0.20769E-02   -0.12830E+01
    58    0.20654E+04    0.27170E+00    0.21505E-02   -0.16682E+01
    59    0.20928E+04    0.28611E+00    0.22253E-02   -0.20709E+01
    60    0.21204E+04    0.30089E+00    0.23014E-02   -0.24903E+01
    61    0.21487E+04    0.31605E+00    0.23788E-02   -0.29257E+01
    62    0.21769E+04    0.33158E+00    0.24575E-02   -0.33787E+01
    63    0.22054E+04    0.34749E+00    0.25374E-02   -0.38506E+01
    64    0.22344E+04    0.36380E+00    0.26187E-02   -0.43432E+01
    65    0.22634E+04    0.38053E+00    0.27011E-02   -0.48578E+01
    66    0.22928E+04    0.39763E+00    0.27849E-02   -0.53929E+01
    67    0.23224E+04    0.41508E+00    0.28699E-02   -0.59460E+01
    68    0.23524E+04    0.43290E+00    0.29562E-02   -0.65156E+01
    69    0.23826E+04    0.45102E+00    0.30438E-02   -0.70987E+01
    70    0.24132E+04    0.46944E+00    0.31327E-02   -0.76957E+01
    71    0.24441E+04    0.48814E+00    0.32228E-02   -0.83077E+01
    72    0.24753E+04    0.50708E+00    0.33142E-02   -0.89360E+01
    73    0.25068E+04    0.52627E+00    0.34069E-02   -0.95811E+01
    74    0.25385E+04    0.54569E+00    0.35008E-02   -0.10242E+02
    75    0.25705E+04    0.56537E+00    0.35960E-02   -0.10918E+02
    76    0.26028E+04    0.58532E+00    0.36925E-02   -0.11609E+02
    77    0.26355E+04    0.60553E+00    0.37903E-02   -0.12314E+02
    78    0.26685E+04    0.62600E+00    0.38893E-02   -0.13035E+02
    79    0.27018E+04    0.64667E+00    0.39897E-02   -0.13768E+02
    80    0.27355E+04    0.66752E+00    0.40913E-02   -0.14513E+02
    81    0.27695E+04    0.68849E+00    0.41942E-02   -0.15271E+02
    82    0.28038E+04    0.70960E+00    0.42984E-02   -0.16042E+02
    83    0.28385E+04    0.73081E+00    0.44039E-02   -0.16825E+02
    84    0.28735E+04    0.75213E+00    0.45107E-02   -0.17618E+02
    85    0.29088E+04    0.77352E+00    0.46188E-02   -0.18422E+02
    86    0.29443E+04    0.79498E+00    0.47282E-02   -0.19237E+02
    87    0.29804E+04    0.81649E+00    0.48389E-02   -0.20061E+02
    88    0.30166E+04    0.83804E+00    0.49510E-02   -0.20893E+02
    89    0.30532E+04    0.85962E+00    0.50643E-02   -0.21736E+02
    90    0.30902E+04    0.88117E+00    0.51790E-02   -0.22584E+02
    91    0.31273E+04    0.90269E+00    0.52950E-02   -0.23440E+02
    92    0.31649E+04    0.92416E+00    0.54123E-02   -0.24301E+02
    93    0.32028E+04    0.94556E+00    0.55310E-02   -0.25168E+02
    94    0.32409E+04    0.96685E+00    0.56510E-02   -0.26040E+02
    95    0.32793E+04    0.98802E+00    0.57724E-02   -0.26916E+02
    96    0.33178E+04    0.10091E+01    0.58951E-02   -0.27797E+02
    97    0.33569E+04    0.10299E+01    0.60192E-02   -0.28680E+02
    98    0.33962E+04    0.10506E+01    0.61447E-02   -0.29564E+02
    99    0.34356E+04    0.10711E+01    0.62715E-02   -0.30451E+02
   100    0.34755E+04    0.10914E+01    0.63998E-02   -0.31337E+02
   101    0.35155E+04    0.11115E+01    0.65294E-02   -0.32225E+02
   102    0.35561E+04    0.11313E+01    0.66605E-02   -0.33112E+02
   103    0.35967E+04    0.11508E+01    0.67929E-02   -0.33998E+02
   104    0.36376E+04    0.11701E+01    0.69268E-02   -0.34881E+02
   105    0.36787E+04    0.11890E+01    0.70621E-02   -0.35761E+02
   106    0.37200E+04    0.12076E+01    0.71989E-02   -0.36638E+02
   107    0.37614E+04    0.12259E+01    0.73371E-02   -0.37510E+02
   108    0.38031E+04    0.12437E+01    0.74767E-02   -0.38378E+02
   109    0.38451E+04    0.12612E+01    0.76178E-02   -0.39239E+02
   110    0.38872E+04    0.12781E+01    0.77605E-02   -0.40093E+02
   111    0.39295E+04    0.12947E+01    0.79045E-02   -0.40940E+02
   112    0.39720E+04    0.13109E+01    0.80501E-02   -0.41780E+02
   113    0.40147E+04    0.13265E+01    0.81972E-02   -0.42611E+02
   114    0.40576E+04    0.13417E+01    0.83458E-02   -0.43431E+02
   115    0.41008E+04    0.13564E+01    0.84960E-02   -0.44241E+02
   116    0.41439E+04    0.13705E+01    0.86477E-02   -0.45040E+02
   117    0.41874E+04    0.13840E+01    0.88009E-02   -0.45826E+02
   118    0.42311E+04    0.13972E+01    0.89557E-02   -0.46601E+02
   119    0.42748E+04    0.14097E+01    0.91120E-02   -0.47361E+02
   120    0.43187E+04    0.14216E+01    0.92700E-02   -0.48107E+02
   121    0.43626E+04    0.14330E+01    0.94295E-02   -0.48838E+02
   122    0.44066E+04    0.14438E+01    0.95907E-02   -0.49553E+02
   123    0.44507E+04    0.14538E+01    0.97534E-02   -0.50252E+02
   124    0.44949E+04    0.14634E+01    0.99178E-02   -0.50932E+02
   125    0.45391E+04    0.14722E+01    0.10084E-01   -0.51595E+02
   126    0.45833E+04    0.14805E+01    0.10251E-01   -0.52239E+02
   127    0.46276E+04    0.14880E+01    0.10421E-01   -0.52865E+02
   128    0.46718E+04    0.14950E+01    0.10592E-01   -0.53470E+02
   129    0.47161E+04    0.15012E+01    0.10764E-01   -0.54054E+02
   130    0.47604E+04    0.15067E+01    0.10939E-01   -0.54615E+02
   131    0.48046E+04    0.15116E+01    0.11115E-01   -0.55156E+02
