#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.93805E+03    0.25766E-01    0.11249E-02    0.25766E-01    0.11653E-05   -0.16358E-07    0.11249E-02   -0.16358E-07    0.79325E-08
     3    0.90693E+03    0.58450E-01    0.79112E-03    0.58450E-01    0.55131E-05   -0.19644E-07    0.79112E-03   -0.19644E-07    0.48256E-08
     4    0.87672E+03    0.99800E-01    0.59712E-03    0.99800E-01    0.15890E-04   -0.21365E-07    0.59712E-03   -0.21365E-07    0.33396E-08
     5    0.85527E+03    0.14903E+00    0.47134E-03    0.14903E+00    0.35867E-04   -0.22449E-07    0.47134E-03   -0.22449E-07    0.24840E-08
     6    0.84179E+03    0.20549E+00    0.38393E-03    0.20549E+00    0.69679E-04   -0.23154E-07    0.38393E-03   -0.23154E-07    0.19350E-08
     7    0.83445E+03    0.26851E+00    0.32011E-03    0.26851E+00    0.12217E-03   -0.23640E-07    0.32011E-03   -0.23640E-07    0.15576E-08
     8    0.83132E+03    0.33730E+00    0.27174E-03    0.33730E+00    0.19872E-03   -0.24011E-07    0.27174E-03   -0.24011E-07    0.12848E-08
     9    0.83167E+03    0.41132E+00    0.23400E-03    0.41132E+00    0.30530E-03   -0.24324E-07    0.23400E-03   -0.24324E-07    0.10802E-08
    10    0.83465E+03    0.48972E+00    0.20384E-03    0.48972E+00    0.44807E-03   -0.24555E-07    0.20384E-03   -0.24555E-07    0.92199E-09
    11    0.83962E+03    0.57196E+00    0.17939E-03    0.57196E+00    0.63412E-03   -0.24715E-07    0.17939E-03   -0.24715E-07    0.79702E-09
    12    0.84676E+03    0.65785E+00    0.15915E-03    0.65785E+00    0.87049E-03   -0.24784E-07    0.15915E-03   -0.24784E-07    0.69604E-09
    13    0.85503E+03    0.74584E+00    0.14233E-03    0.74584E+00    0.11646E-02   -0.24828E-07    0.14233E-03   -0.24828E-07    0.61343E-09
    14    0.86435E+03    0.83552E+00    0.12804E-03    0.83552E+00    0.15239E-02   -0.24847E-07    0.12804E-03   -0.24847E-07    0.54466E-09
    15    0.87452E+03    0.92615E+00    0.11585E-03    0.92615E+00    0.19569E-02   -0.24871E-07    0.11585E-03   -0.24871E-07    0.48692E-09
    16    0.88584E+03    0.10180E+01    0.10531E-03    0.10180E+01    0.24724E-02   -0.24884E-07    0.10531E-03   -0.24884E-07    0.43786E-09
    17    0.89781E+03    0.11097E+01    0.96152E-04    0.11097E+01    0.30791E-02   -0.24879E-07    0.96152E-04   -0.24879E-07    0.39573E-09
    18    0.91003E+03    0.12001E+01    0.88148E-04    0.12001E+01    0.37839E-02   -0.24854E-07    0.88148E-04   -0.24854E-07    0.35936E-09
    19    0.92365E+03    0.12901E+01    0.81129E-04    0.12901E+01    0.46000E-02   -0.24828E-07    0.81129E-04   -0.24828E-07    0.32771E-09
    20    0.93749E+03    0.13781E+01    0.74886E-04    0.13781E+01    0.55319E-02   -0.24773E-07    0.74886E-04   -0.24773E-07    0.29995E-09
    21    0.95173E+03    0.14635E+01    0.69339E-04    0.14635E+01    0.65900E-02   -0.24707E-07    0.69339E-04   -0.24707E-07    0.27548E-09
    22    0.96633E+03    0.15458E+01    0.64381E-04    0.15458E+01    0.77838E-02   -0.24637E-07    0.64381E-04   -0.24637E-07    0.25381E-09
    23    0.98127E+03    0.16245E+01    0.59929E-04    0.16245E+01    0.91227E-02   -0.24564E-07    0.59929E-04   -0.24564E-07    0.23453E-09
    24    0.99657E+03    0.16983E+01    0.55928E-04    0.16983E+01    0.10615E-01   -0.24478E-07    0.55928E-04   -0.24478E-07    0.21727E-09
    25    0.10122E+04    0.17673E+01    0.52309E-04    0.17673E+01    0.12271E-01   -0.24388E-07    0.52309E-04   -0.24388E-07    0.20178E-09
    26    0.10281E+04    0.18316E+01    0.49018E-04    0.18316E+01    0.14098E-01   -0.24291E-07    0.49018E-04   -0.24291E-07    0.18783E-09
    27    0.10443E+04    0.18901E+01    0.46020E-04    0.18901E+01    0.16108E-01   -0.24192E-07    0.46020E-04   -0.24192E-07    0.17520E-09
    28    0.10607E+04    0.19418E+01    0.43289E-04    0.19418E+01    0.18307E-01   -0.24090E-07    0.43289E-04   -0.24090E-07    0.16375E-09
    29    0.10775E+04    0.19861E+01    0.40794E-04    0.19861E+01    0.20706E-01   -0.23982E-07    0.40794E-04   -0.23982E-07    0.15333E-09
    30    0.10944E+04    0.20239E+01    0.38498E-04    0.20239E+01    0.23311E-01   -0.23869E-07    0.38498E-04   -0.23869E-07    0.14382E-09
    31    0.11115E+04    0.20540E+01    0.36382E-04    0.20540E+01    0.26133E-01   -0.23753E-07    0.36382E-04   -0.23753E-07    0.13511E-09
    32    0.11288E+04    0.20757E+01    0.34434E-04    0.20757E+01    0.29180E-01   -0.23637E-07    0.34434E-04   -0.23637E-07    0.12713E-09
    33    0.11464E+04    0.20876E+01    0.32641E-04    0.20876E+01    0.32460E-01   -0.23521E-07    0.32641E-04   -0.23521E-07    0.11979E-09
    34    0.11642E+04    0.20910E+01    0.30977E-04    0.20910E+01    0.35978E-01   -0.23396E-07    0.30977E-04   -0.23396E-07    0.11303E-09
    35    0.11821E+04    0.20854E+01    0.29430E-04    0.20854E+01    0.39744E-01   -0.23270E-07    0.29430E-04   -0.23270E-07    0.10678E-09
    36    0.12001E+04    0.20696E+01    0.27994E-04    0.20696E+01    0.43766E-01   -0.23145E-07    0.27994E-04   -0.23145E-07    0.10101E-09
    37    0.12184E+04    0.20430E+01    0.26660E-04    0.20430E+01    0.48051E-01   -0.23020E-07    0.26660E-04   -0.23020E-07    0.95659E-10
    38    0.12369E+04    0.20059E+01    0.25415E-04    0.20059E+01    0.52605E-01   -0.22891E-07    0.25415E-04   -0.22891E-07    0.90690E-10
    39    0.12556E+04    0.19580E+01    0.24252E-04    0.19580E+01    0.57432E-01   -0.22759E-07    0.24252E-04   -0.22759E-07    0.86070E-10
    40    0.12744E+04    0.18982E+01    0.23166E-04    0.18982E+01    0.62537E-01   -0.22626E-07    0.23166E-04   -0.22626E-07    0.81769E-10
    41    0.12934E+04    0.18260E+01    0.22151E-04    0.18260E+01    0.67932E-01   -0.22494E-07    0.22151E-04   -0.22494E-07    0.77756E-10
    42    0.13126E+04    0.17421E+01    0.21198E-04    0.17421E+01    0.73619E-01   -0.22361E-07    0.21198E-04   -0.22361E-07    0.74008E-10
    43    0.13320E+04    0.16473E+01    0.20301E-04    0.16473E+01    0.79605E-01   -0.22226E-07    0.20301E-04   -0.22226E-07    0.70503E-10
    44    0.13514E+04    0.15397E+01    0.19457E-04    0.15397E+01    0.85884E-01   -0.22090E-07    0.19457E-04   -0.22090E-07    0.67219E-10
    45    0.13711E+04    0.14180E+01    0.18666E-04    0.14180E+01    0.92469E-01   -0.21954E-07    0.18666E-04   -0.21954E-07    0.64140E-10
    46    0.13910E+04    0.12832E+01    0.17920E-04    0.12832E+01    0.99371E-01   -0.21817E-07    0.17920E-04   -0.21817E-07    0.61249E-10
    47    0.14110E+04    0.11365E+01    0.17215E-04    0.11365E+01    0.10658E+00   -0.21678E-07    0.17215E-04   -0.21678E-07    0.58533E-10
    48    0.14311E+04    0.97623E+00    0.16549E-04    0.97623E+00    0.11410E+00   -0.21538E-07    0.16549E-04   -0.21538E-07    0.55976E-10
    49    0.14514E+04    0.80132E+00    0.15921E-04    0.80132E+00    0.12193E+00   -0.21400E-07    0.15921E-04   -0.21400E-07    0.53568E-10
    50    0.14721E+04    0.61256E+00    0.15328E-04    0.61256E+00    0.13010E+00   -0.21262E-07    0.15328E-04   -0.21262E-07    0.51298E-10
    51    0.14927E+04    0.41099E+00    0.14764E-04    0.41099E+00    0.13858E+00   -0.21121E-07    0.14764E-04   -0.21121E-07    0.49156E-10
    52    0.15137E+04    0.19543E+00    0.14230E-04    0.19543E+00    0.14736E+00   -0.20980E-07    0.14230E-04   -0.20980E-07    0.47132E-10
    53    0.15350E+04   -0.35438E-01    0.13725E-04   -0.35438E-01    0.15648E+00   -0.20840E-07    0.13725E-04   -0.20840E-07    0.45218E-10
    54    0.15563E+04   -0.28055E+00    0.13245E-04   -0.28055E+00    0.16592E+00   -0.20700E-07    0.13245E-04   -0.20700E-07    0.43407E-10
    55    0.15777E+04   -0.53887E+00    0.12787E-04   -0.53887E+00    0.17567E+00   -0.20558E-07    0.12787E-04   -0.20558E-07    0.41692E-10
    56    0.15994E+04   -0.81143E+00    0.12352E-04   -0.81143E+00    0.18574E+00   -0.20415E-07    0.12352E-04   -0.20415E-07    0.40066E-10
    57    0.16214E+04   -0.10994E+01    0.11940E-04   -0.10994E+01    0.19612E+00   -0.20275E-07    0.11940E-04   -0.20275E-07    0.38523E-10
    58    0.16436E+04   -0.14020E+01    0.11547E-04   -0.14020E+01    0.20683E+00   -0.20134E-07    0.11547E-04   -0.20134E-07    0.37060E-10
