#    L    TT             EE             TE             PP             TP          
     2    0.91195E+03    0.11882E-05    0.26292E-01    0.10248E+07    0.24139E+05
     3    0.88814E+03    0.56272E-05    0.59441E-01    0.15779E+07    0.28809E+05
     4    0.86304E+03    0.16230E-04    0.10141E+00    0.20708E+07    0.31028E+05
     5    0.84514E+03    0.36655E-04    0.15142E+00    0.25073E+07    0.31962E+05
     6    0.83419E+03    0.71240E-04    0.20882E+00    0.28936E+07    0.32188E+05
     7    0.82871E+03    0.12496E-03    0.27296E+00    0.32370E+07    0.32005E+05
     8    0.82696E+03    0.20331E-03    0.34301E+00    0.35436E+07    0.31580E+05
     9    0.82835E+03    0.31244E-03    0.41845E+00    0.38188E+07    0.31005E+05
    10    0.83210E+03    0.45868E-03    0.49840E+00    0.40660E+07    0.30339E+05
    11    0.83766E+03    0.64927E-03    0.58235E+00    0.42897E+07    0.29638E+05
    12    0.84523E+03    0.89147E-03    0.67008E+00    0.44907E+07    0.28906E+05
    13    0.85380E+03    0.11929E-02    0.76002E+00    0.46738E+07    0.28192E+05
    14    0.86330E+03    0.15611E-02    0.85176E+00    0.48390E+07    0.27473E+05
    15    0.87356E+03    0.20050E-02    0.94455E+00    0.49897E+07    0.26771E+05
    16    0.88491E+03    0.25335E-02    0.10387E+01    0.51268E+07    0.26076E+05
    17    0.89684E+03    0.31556E-02    0.11327E+01    0.52505E+07    0.25402E+05
    18    0.90897E+03    0.38783E-02    0.12256E+01    0.53637E+07    0.24751E+05
    19    0.92243E+03    0.47153E-02    0.13181E+01    0.54666E+07    0.24130E+05
    20    0.93607E+03    0.56710E-02    0.14088E+01    0.55597E+07    0.23522E+05
    21    0.95007E+03    0.67562E-02    0.14967E+01    0.56441E+07    0.22936E+05
    22    0.96439E+03    0.79807E-02    0.15817E+01    0.57209E+07    0.22373E+05
    23    0.97903E+03    0.93541E-02    0.16632E+01    0.57905E+07    0.21829E+05
    24    0.99397E+03    0.10885E-01    0.17397E+01    0.58530E+07    0.21311E+05
    25    0.10092E+04    0.12583E-01    0.18115E+01    0.59096E+07    0.20813E+05
    26    0.10247E+04    0.14458E-01    0.18786E+01    0.59605E+07    0.20329E+05
    27    0.10405E+04    0.16519E-01    0.19400E+01    0.60059E+07    0.19863E+05
    28    0.10564E+04    0.18775E-01    0.19945E+01    0.60465E+07    0.19416E+05
    29    0.10727E+04    0.21236E-01    0.20416E+01    0.60824E+07    0.18988E+05
    30    0.10891E+04    0.23908E-01    0.20821E+01    0.61143E+07    0.18573E+05
    31    0.11057E+04    0.26803E-01    0.21149E+01    0.61417E+07    0.18171E+05
    32    0.11225E+04    0.29927E-01    0.21394E+01    0.61658E+07    0.17785E+05
    33    0.11394E+04    0.33291E-01    0.21541E+01    0.61864E+07    0.17416E+05
    34    0.11566E+04    0.36899E-01    0.21600E+01    0.62038E+07    0.17058E+05
    35    0.11739E+04    0.40762E-01    0.21570E+01    0.62180E+07    0.16711E+05
    36    0.11914E+04    0.44887E-01    0.21438E+01    0.62296E+07    0.16376E+05
    37    0.12090E+04    0.49280E-01    0.21197E+01    0.62386E+07    0.16054E+05
