#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.11612E+04    0.13529E-05    0.00000E+00    0.29823E-01    0.53489E-07    0.35261E-02   -0.46846E-07
     3    0.11108E+04    0.63920E-05    0.00000E+00    0.67979E-01    0.65051E-07    0.34801E-02   -0.79638E-07
     4    0.10657E+04    0.18405E-04    0.00000E+00    0.11621E+00    0.74983E-07    0.33739E-02   -0.11185E-06
     5    0.10339E+04    0.41512E-04    0.00000E+00    0.17356E+00    0.83594E-07    0.32493E-02   -0.14395E-06
     6    0.10135E+04    0.80595E-04    0.00000E+00    0.23924E+00    0.91092E-07    0.31218E-02   -0.17566E-06
     7    0.10016E+04    0.14124E-03    0.00000E+00    0.31249E+00    0.97679E-07    0.29974E-02   -0.20706E-06
     8    0.99550E+03    0.22962E-03    0.00000E+00    0.39235E+00    0.10350E-06    0.28784E-02   -0.23843E-06
     9    0.99416E+03    0.35262E-03    0.00000E+00    0.47817E+00    0.10868E-06    0.27653E-02   -0.26999E-06
    10    0.99642E+03    0.51733E-03    0.00000E+00    0.56899E+00    0.11328E-06    0.26580E-02   -0.30126E-06
    11    0.10014E+04    0.73190E-03    0.00000E+00    0.66415E+00    0.11741E-06    0.25579E-02   -0.33208E-06
    12    0.10092E+04    0.10044E-02    0.00000E+00    0.76342E+00    0.12107E-06    0.24628E-02   -0.36195E-06
    13    0.10186E+04    0.13435E-02    0.00000E+00    0.86498E+00    0.12438E-06    0.23752E-02   -0.39155E-06
    14    0.10294E+04    0.17574E-02    0.00000E+00    0.96837E+00    0.12731E-06    0.22918E-02   -0.42083E-06
    15    0.10414E+04    0.22563E-02    0.00000E+00    0.10727E+01    0.12997E-06    0.22137E-02   -0.45022E-06
    16    0.10549E+04    0.28501E-02    0.00000E+00    0.11784E+01    0.13234E-06    0.21392E-02   -0.47943E-06
    17    0.10692E+04    0.35488E-02    0.00000E+00    0.12835E+01    0.13445E-06    0.20691E-02   -0.50829E-06
    18    0.10840E+04    0.43604E-02    0.00000E+00    0.13870E+01    0.13635E-06    0.20029E-02   -0.53669E-06
    19    0.11006E+04    0.53001E-02    0.00000E+00    0.14899E+01    0.13804E-06    0.19408E-02   -0.56499E-06
    20    0.11174E+04    0.63730E-02    0.00000E+00    0.15904E+01    0.13953E-06    0.18812E-02   -0.59256E-06
    21    0.11349E+04    0.75909E-02    0.00000E+00    0.16875E+01    0.14085E-06    0.18247E-02   -0.61969E-06
