#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.10051E+04    0.27765E-01    0.12012E-02    0.27765E-01    0.12565E-05   -0.17614E-07    0.12012E-02   -0.17614E-07    0.85481E-08
     3    0.97241E+03    0.62964E-01    0.84495E-03    0.62964E-01    0.59452E-05   -0.21151E-07    0.84495E-03   -0.21151E-07    0.51991E-08
     4    0.94051E+03    0.10750E+00    0.63776E-03    0.10750E+00    0.17137E-04   -0.23003E-07    0.63776E-03   -0.23003E-07    0.35975E-08
     5    0.91786E+03    0.16053E+00    0.50338E-03    0.16053E+00    0.38683E-04   -0.24171E-07    0.50338E-03   -0.24171E-07    0.26755E-08
     6    0.90366E+03    0.22135E+00    0.40998E-03    0.22135E+00    0.75154E-04   -0.24931E-07    0.40998E-03   -0.24931E-07    0.20839E-08
     7    0.89599E+03    0.28925E+00    0.34178E-03    0.28925E+00    0.13178E-03   -0.25454E-07    0.34178E-03   -0.25454E-07    0.16772E-08
     8    0.89281E+03    0.36337E+00    0.29011E-03    0.36337E+00    0.21435E-03   -0.25854E-07    0.29011E-03   -0.25854E-07    0.13833E-08
     9    0.89331E+03    0.44313E+00    0.24977E-03    0.44313E+00    0.32932E-03   -0.26191E-07    0.24977E-03   -0.26191E-07    0.11629E-08
    10    0.89661E+03    0.52761E+00    0.21756E-03    0.52761E+00    0.48334E-03   -0.26440E-07    0.21756E-03   -0.26440E-07    0.99250E-09
    11    0.90204E+03    0.61625E+00    0.19145E-03    0.61625E+00    0.68405E-03   -0.26613E-07    0.19145E-03   -0.26613E-07    0.85790E-09
    12    0.90977E+03    0.70882E+00    0.16983E-03    0.70882E+00    0.93904E-03   -0.26688E-07    0.16983E-03   -0.26688E-07    0.74914E-09
    13    0.91870E+03    0.80365E+00    0.15187E-03    0.80365E+00    0.12564E-02   -0.26736E-07    0.15187E-03   -0.26736E-07    0.66017E-09
    14    0.92875E+03    0.90031E+00    0.13662E-03    0.90031E+00    0.16439E-02   -0.26757E-07    0.13662E-03   -0.26757E-07    0.58612E-09
    15    0.93970E+03    0.99799E+00    0.12361E-03    0.99799E+00    0.21111E-02   -0.26783E-07    0.12361E-03   -0.26783E-07    0.52394E-09
    16    0.95189E+03    0.10970E+01    0.11236E-03    0.10970E+01    0.26672E-02   -0.26797E-07    0.11236E-03   -0.26797E-07    0.47112E-09
    17    0.96476E+03    0.11958E+01    0.10260E-03    0.11958E+01    0.33218E-02   -0.26792E-07    0.10260E-03   -0.26792E-07    0.42576E-09
    18    0.97790E+03    0.12933E+01    0.94059E-04    0.12933E+01    0.40821E-02   -0.26765E-07    0.94059E-04   -0.26765E-07    0.38661E-09
    19    0.99254E+03    0.13903E+01    0.86573E-04    0.13903E+01    0.49627E-02   -0.26737E-07    0.86573E-04   -0.26737E-07    0.35253E-09
    20    0.10074E+04    0.14852E+01    0.79917E-04    0.14852E+01    0.59680E-02   -0.26679E-07    0.79917E-04   -0.26679E-07    0.32265E-09
    21    0.10227E+04    0.15772E+01    0.74003E-04    0.15772E+01    0.71095E-02   -0.26608E-07    0.74003E-04   -0.26608E-07    0.29631E-09
    22    0.10384E+04    0.16660E+01    0.68719E-04    0.16660E+01    0.83975E-02   -0.26532E-07    0.68719E-04   -0.26532E-07    0.27300E-09
    23    0.10544E+04    0.17509E+01    0.63974E-04    0.17509E+01    0.98420E-02   -0.26454E-07    0.63974E-04   -0.26454E-07    0.25225E-09
    24    0.10709E+04    0.18304E+01    0.59710E-04    0.18304E+01    0.11452E-01   -0.26361E-07    0.59710E-04   -0.26361E-07    0.23367E-09
    25    0.10876E+04    0.19049E+01    0.55854E-04    0.19049E+01    0.13238E-01   -0.26265E-07    0.55854E-04   -0.26265E-07    0.21701E-09
    26    0.11047E+04    0.19742E+01    0.52347E-04    0.19742E+01    0.15210E-01   -0.26161E-07    0.52347E-04   -0.26161E-07    0.20199E-09
    27    0.11221E+04    0.20374E+01    0.49153E-04    0.20374E+01    0.17378E-01   -0.26054E-07    0.49153E-04   -0.26054E-07    0.18841E-09
    28    0.11397E+04    0.20931E+01    0.46244E-04    0.20931E+01    0.19751E-01   -0.25944E-07    0.46244E-04   -0.25944E-07    0.17609E-09
    29    0.11577E+04    0.21409E+01    0.43587E-04    0.21409E+01    0.22338E-01   -0.25828E-07    0.43587E-04   -0.25828E-07    0.16487E-09
    30    0.11759E+04    0.21817E+01    0.41141E-04    0.21817E+01    0.25149E-01   -0.25706E-07    0.41141E-04   -0.25706E-07    0.15464E-09
    31    0.11942E+04    0.22142E+01    0.38886E-04    0.22142E+01    0.28193E-01   -0.25582E-07    0.38886E-04   -0.25582E-07    0.14527E-09
    32    0.12128E+04    0.22376E+01    0.36812E-04    0.22376E+01    0.31480E-01   -0.25457E-07    0.36812E-04   -0.25457E-07    0.13669E-09
    33    0.12317E+04    0.22506E+01    0.34901E-04    0.22506E+01    0.35018E-01   -0.25332E-07    0.34901E-04   -0.25332E-07    0.12880E-09
    34    0.12507E+04    0.22543E+01    0.33129E-04    0.22543E+01    0.38813E-01   -0.25198E-07    0.33129E-04   -0.25198E-07    0.12152E-09
    35    0.12700E+04    0.22484E+01    0.31481E-04    0.22484E+01    0.42876E-01   -0.25062E-07    0.31481E-04   -0.25062E-07    0.11481E-09
    36    0.12893E+04    0.22315E+01    0.29951E-04    0.22315E+01    0.47215E-01   -0.24927E-07    0.29951E-04   -0.24927E-07    0.10860E-09
    37    0.13090E+04    0.22029E+01    0.28530E-04    0.22029E+01    0.51837E-01   -0.24793E-07    0.28530E-04   -0.24793E-07    0.10284E-09
    38    0.13288E+04    0.21630E+01    0.27204E-04    0.21630E+01    0.56749E-01   -0.24654E-07    0.27204E-04   -0.24654E-07    0.97499E-10
    39    0.13488E+04    0.21115E+01    0.25965E-04    0.21115E+01    0.61956E-01   -0.24511E-07    0.25965E-04   -0.24511E-07    0.92531E-10
