#           k/h    P           
    0.10000E-03    0.18008E+03
    0.10202E-03    0.18361E+03
    0.10408E-03    0.18720E+03
    0.10618E-03    0.19087E+03
    0.10833E-03    0.19460E+03
    0.11052E-03    0.19841E+03
    0.11275E-03    0.20230E+03
    0.11503E-03    0.20626E+03
    0.11735E-03    0.21030E+03
    0.11972E-03    0.21441E+03
    0.12214E-03    0.21861E+03
    0.12461E-03    0.22289E+03
    0.12712E-03    0.22725E+03
    0.12969E-03    0.23170E+03
    0.13231E-03    0.23623E+03
    0.13499E-03    0.24086E+03
    0.13771E-03    0.24557E+03
    0.14049E-03    0.25038E+03
    0.14333E-03    0.25528E+03
    0.14623E-03    0.26027E+03
    0.14918E-03    0.26537E+03
    0.15220E-03    0.27056E+03
    0.15527E-03    0.27585E+03
    0.15841E-03    0.28125E+03
    0.16161E-03    0.28675E+03
    0.16487E-03    0.29236E+03
    0.16820E-03    0.29808E+03
    0.17160E-03    0.30391E+03
    0.17507E-03    0.30986E+03
    0.17860E-03    0.31592E+03
    0.18221E-03    0.32210E+03
    0.18589E-03    0.32840E+03
    0.18965E-03    0.33482E+03
    0.19348E-03    0.34136E+03
    0.19739E-03    0.34804E+03
    0.20138E-03    0.35484E+03
    0.20544E-03    0.36178E+03
    0.20959E-03    0.36885E+03
    0.21383E-03    0.37606E+03
    0.21815E-03    0.38341E+03
    0.22255E-03    0.39090E+03
    0.22705E-03    0.39854E+03
    0.23164E-03    0.40633E+03
    0.23632E-03    0.41427E+03
    0.24109E-03    0.42236E+03
    0.24596E-03    0.43061E+03
    0.25093E-03    0.43902E+03
    0.25600E-03    0.44759E+03
    0.26117E-03    0.45633E+03
    0.26645E-03    0.46524E+03
    0.27183E-03    0.47432E+03
    0.27732E-03    0.48358E+03
    0.28292E-03    0.49302E+03
    0.28864E-03    0.50264E+03
    0.29447E-03    0.51244E+03
    0.30042E-03    0.52244E+03
    0.30649E-03    0.53263E+03
    0.31268E-03    0.54301E+03
    0.31899E-03    0.55360E+03
    0.32544E-03    0.56439E+03
    0.33201E-03    0.57539E+03
    0.33872E-03    0.58660E+03
    0.34556E-03    0.59802E+03
    0.35254E-03    0.60967E+03
    0.35966E-03    0.62154E+03
    0.36693E-03    0.63364E+03
    0.37434E-03    0.64597E+03
    0.38190E-03    0.65853E+03
    0.38962E-03    0.67134E+03
    0.39749E-03    0.68440E+03
    0.40552E-03    0.69770E+03
    0.41371E-03    0.71126E+03
    0.42207E-03    0.72508E+03
    0.43060E-03    0.73916E+03
    0.43929E-03    0.75351E+03
    0.44817E-03    0.76813E+03
    0.45722E-03    0.78304E+03
    0.46646E-03    0.79822E+03
    0.47588E-03    0.81370E+03
    0.48550E-03    0.82946E+03
    0.49530E-03    0.84553E+03
    0.50531E-03    0.86190E+03
    0.51552E-03    0.87858E+03
    0.52593E-03    0.89558E+03
    0.53656E-03    0.91289E+03
    0.54739E-03    0.93054E+03
    0.55845E-03    0.94851E+03
    0.56973E-03    0.96682E+03
    0.58124E-03    0.98548E+03
    0.59299E-03    0.10045E+04
    0.60496E-03    0.10238E+04
    0.61719E-03    0.10436E+04
    0.62965E-03    0.10636E+04
    0.64237E-03    0.10841E+04
    0.65535E-03    0.11049E+04
    0.66859E-03    0.11262E+04
    0.68210E-03    0.11478E+04
    0.69588E-03    0.11698E+04
    0.70993E-03    0.11922E+04
    0.72427E-03    0.12151E+04
    0.73891E-03    0.12383E+04
    0.75383E-03    0.12620E+04
    0.76906E-03    0.12861E+04
    0.78460E-03    0.13107E+04
    0.80045E-03    0.13357E+04
    0.81662E-03    0.13611E+04
    0.83311E-03    0.13870E+04
    0.84994E-03    0.14134E+04
    0.86711E-03    0.14402E+04
    0.88463E-03    0.14676E+04
    0.90250E-03    0.14954E+04
    0.92073E-03    0.15237E+04
    0.93933E-03    0.15525E+04
    0.95831E-03    0.15818E+04
    0.97767E-03    0.16117E+04
    0.99742E-03    0.16420E+04
    0.10176E-02    0.16729E+04
    0.10381E-02    0.17044E+04
    0.10591E-02    0.17364E+04
    0.10805E-02    0.17689E+04
    0.11023E-02    0.18020E+04
    0.11246E-02    0.18357E+04
    0.11473E-02    0.18699E+04
    0.11705E-02    0.19047E+04
    0.11941E-02    0.19402E+04
    0.12182E-02    0.19762E+04
    0.12429E-02    0.20128E+04
    0.12680E-02    0.20500E+04
    0.12936E-02    0.20879E+04
    0.13197E-02    0.21264E+04
    0.13464E-02    0.21655E+04
    0.13736E-02    0.22052E+04
    0.14013E-02    0.22456E+04
    0.14296E-02    0.22867E+04
    0.14585E-02    0.23284E+04
    0.14880E-02    0.23708E+04
    0.15180E-02    0.24139E+04
    0.15487E-02    0.24576E+04
    0.15800E-02    0.25021E+04
    0.16119E-02    0.25472E+04
    0.16445E-02    0.25930E+04
    0.16777E-02    0.26396E+04
    0.17116E-02    0.26868E+04
    0.17462E-02    0.27348E+04
    0.17814E-02    0.27835E+04
    0.18174E-02    0.28329E+04
    0.18541E-02    0.28830E+04
    0.18916E-02    0.29339E+04
    0.19298E-02    0.29855E+04
    0.19688E-02    0.30379E+04
    0.20086E-02    0.30910E+04
    0.20491E-02    0.31449E+04
    0.20905E-02    0.31995E+04
    0.21328E-02    0.32549E+04
    0.21758E-02    0.33111E+04
    0.22198E-02    0.33680E+04
    0.22646E-02    0.34257E+04
    0.23104E-02    0.34842E+04
