#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.11895E+04    0.12738E-05    0.00000E+00    0.27698E-01    0.46614E-07    0.37061E-02   -0.44199E-07
     3    0.11178E+04    0.60063E-05    0.00000E+00    0.63627E-01    0.56548E-07    0.36109E-02   -0.75270E-07
     4    0.10592E+04    0.17270E-04    0.00000E+00    0.10899E+00    0.64995E-07    0.34658E-02   -0.10578E-06
     5    0.10184E+04    0.38906E-04    0.00000E+00    0.16283E+00    0.72237E-07    0.33088E-02   -0.13615E-06
     6    0.99167E+03    0.75460E-04    0.00000E+00    0.22438E+00    0.78468E-07    0.31540E-02   -0.16614E-06
     7    0.97518E+03    0.13213E-03    0.00000E+00    0.29291E+00    0.83873E-07    0.30064E-02   -0.19582E-06
     8    0.96577E+03    0.21464E-03    0.00000E+00    0.36750E+00    0.88587E-07    0.28674E-02   -0.22544E-06
     9    0.96187E+03    0.32940E-03    0.00000E+00    0.44750E+00    0.92719E-07    0.27374E-02   -0.25522E-06
    10    0.96220E+03    0.48298E-03    0.00000E+00    0.53203E+00    0.96338E-07    0.26156E-02   -0.28469E-06
    11    0.96568E+03    0.68291E-03    0.00000E+00    0.62040E+00    0.99535E-07    0.25030E-02   -0.31373E-06
    12    0.97230E+03    0.93673E-03    0.00000E+00    0.71241E+00    0.10232E-06    0.23973E-02   -0.34186E-06
    13    0.98083E+03    0.12523E-02    0.00000E+00    0.80632E+00    0.10479E-06    0.23006E-02   -0.36970E-06
    14    0.99105E+03    0.16375E-02    0.00000E+00    0.90169E+00    0.10694E-06    0.22096E-02   -0.39722E-06
    15    0.10026E+04    0.21015E-02    0.00000E+00    0.99765E+00    0.10884E-06    0.21250E-02   -0.42480E-06
    16    0.10159E+04    0.26536E-02    0.00000E+00    0.10946E+01    0.11050E-06    0.20452E-02   -0.45221E-06
    17    0.10301E+04    0.33030E-02    0.00000E+00    0.11906E+01    0.11193E-06    0.19707E-02   -0.47926E-06
    18    0.10450E+04    0.40571E-02    0.00000E+00    0.12848E+01    0.11318E-06    0.19009E-02   -0.50587E-06
    19    0.10617E+04    0.49299E-02    0.00000E+00    0.13781E+01    0.11426E-06    0.18360E-02   -0.53233E-06
    20    0.10789E+04    0.59262E-02    0.00000E+00    0.14687E+01    0.11518E-06    0.17742E-02   -0.55808E-06
    21    0.10967E+04    0.70570E-02    0.00000E+00    0.15558E+01    0.11594E-06    0.17162E-02   -0.58341E-06
    22    0.11152E+04    0.83325E-02    0.00000E+00    0.16390E+01    0.11659E-06    0.16615E-02   -0.60847E-06
    23    0.11343E+04    0.97627E-02    0.00000E+00    0.17176E+01    0.11712E-06    0.16099E-02   -0.63331E-06
    24    0.11539E+04    0.11356E-01    0.00000E+00    0.17903E+01    0.11753E-06    0.15613E-02   -0.65754E-06
    25    0.11742E+04    0.13124E-01    0.00000E+00    0.18572E+01    0.11785E-06    0.15153E-02   -0.68144E-06
    26    0.11949E+04    0.15075E-01    0.00000E+00    0.19183E+01    0.11808E-06    0.14716E-02   -0.70493E-06
    27    0.12161E+04    0.17219E-01    0.00000E+00    0.19723E+01    0.11822E-06    0.14301E-02   -0.72814E-06
    28    0.12376E+04    0.19567E-01    0.00000E+00    0.20182E+01    0.11829E-06    0.13908E-02   -0.75102E-06
    29    0.12598E+04    0.22126E-01    0.00000E+00    0.20555E+01    0.11829E-06    0.13536E-02   -0.77346E-06
    30    0.12823E+04    0.24906E-01    0.00000E+00    0.20850E+01    0.11823E-06    0.13180E-02   -0.79546E-06
    31    0.13051E+04    0.27917E-01    0.00000E+00    0.21054E+01    0.11810E-06    0.12840E-02   -0.81709E-06
    32    0.13283E+04    0.31167E-01    0.00000E+00    0.21158E+01    0.11792E-06    0.12517E-02   -0.83845E-06
    33    0.13519E+04    0.34665E-01    0.00000E+00    0.21147E+01    0.11769E-06    0.12211E-02   -0.85949E-06
    34    0.13758E+04    0.38419E-01    0.00000E+00    0.21041E+01    0.11742E-06    0.11916E-02   -0.88001E-06
    35    0.14001E+04    0.42437E-01    0.00000E+00    0.20827E+01    0.11710E-06    0.11634E-02   -0.90017E-06
    36    0.14246E+04    0.46728E-01    0.00000E+00    0.20493E+01    0.11675E-06    0.11365E-02   -0.92006E-06
    37    0.14496E+04    0.51299E-01    0.00000E+00    0.20031E+01    0.11636E-06    0.11108E-02   -0.93966E-06
    38    0.14748E+04    0.56158E-01    0.00000E+00    0.19452E+01    0.11594E-06    0.10861E-02   -0.95880E-06
    39    0.15003E+04    0.61308E-01    0.00000E+00    0.18748E+01    0.11549E-06    0.10624E-02   -0.97754E-06
    40    0.15260E+04    0.66756E-01    0.00000E+00    0.17908E+01    0.11501E-06    0.10397E-02   -0.99594E-06
