#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.98167E+03    0.10098E-05    0.00000E+00    0.21821E-01    0.35734E-07    0.30746E-02   -0.35081E-07
     3    0.91495E+03    0.47566E-05    0.00000E+00    0.50308E-01    0.43311E-07    0.29811E-02   -0.59788E-07
     4    0.86200E+03    0.13667E-04    0.00000E+00    0.86252E-01    0.49724E-07    0.28502E-02   -0.84042E-07
     5    0.82524E+03    0.30772E-04    0.00000E+00    0.12887E+00    0.55193E-07    0.27118E-02   -0.10817E-06
     6    0.80099E+03    0.59657E-04    0.00000E+00    0.17756E+00    0.59873E-07    0.25768E-02   -0.13200E-06
     7    0.78579E+03    0.10442E-03    0.00000E+00    0.23172E+00    0.63909E-07    0.24488E-02   -0.15557E-06
     8    0.77683E+03    0.16956E-03    0.00000E+00    0.29062E+00    0.67404E-07    0.23290E-02   -0.17908E-06
     9    0.77268E+03    0.26014E-03    0.00000E+00    0.35375E+00    0.70447E-07    0.22173E-02   -0.20270E-06
    10    0.77221E+03    0.38131E-03    0.00000E+00    0.42039E+00    0.73090E-07    0.21130E-02   -0.22608E-06
    11    0.77448E+03    0.53902E-03    0.00000E+00    0.49000E+00    0.75406E-07    0.20169E-02   -0.24910E-06
    12    0.77943E+03    0.73918E-03    0.00000E+00    0.56240E+00    0.77403E-07    0.19271E-02   -0.27138E-06
    13    0.78606E+03    0.98801E-03    0.00000E+00    0.63622E+00    0.79156E-07    0.18449E-02   -0.29344E-06
    14    0.79416E+03    0.12916E-02    0.00000E+00    0.71111E+00    0.80663E-07    0.17679E-02   -0.31524E-06
    15    0.80346E+03    0.16573E-02    0.00000E+00    0.78639E+00    0.81977E-07    0.16965E-02   -0.33707E-06
    16    0.81416E+03    0.20924E-02    0.00000E+00    0.86230E+00    0.83110E-07    0.16293E-02   -0.35876E-06
    17    0.82575E+03    0.26040E-02    0.00000E+00    0.93743E+00    0.84065E-07    0.15668E-02   -0.38015E-06
    18    0.83786E+03    0.31980E-02    0.00000E+00    0.10109E+01    0.84884E-07    0.15084E-02   -0.40119E-06
    19    0.85155E+03    0.38855E-02    0.00000E+00    0.10836E+01    0.85573E-07    0.14541E-02   -0.42210E-06
    20    0.86566E+03    0.46702E-02    0.00000E+00    0.11541E+01    0.86135E-07    0.14027E-02   -0.44245E-06
    21    0.88037E+03    0.55607E-02    0.00000E+00    0.12216E+01    0.86589E-07    0.13544E-02   -0.46245E-06
    22    0.89562E+03    0.65650E-02    0.00000E+00    0.12859E+01    0.86950E-07    0.13092E-02   -0.48223E-06
    23    0.91138E+03    0.76910E-02    0.00000E+00    0.13464E+01    0.87224E-07    0.12665E-02   -0.50181E-06
    24    0.92770E+03    0.89456E-02    0.00000E+00    0.14021E+01    0.87411E-07    0.12265E-02   -0.52092E-06
    25    0.94449E+03    0.10337E-01    0.00000E+00    0.14531E+01    0.87529E-07    0.11887E-02   -0.53977E-06
    26    0.96170E+03    0.11873E-01    0.00000E+00    0.14993E+01    0.87582E-07    0.11529E-02   -0.55828E-06
    27    0.97935E+03    0.13561E-01    0.00000E+00    0.15398E+01    0.87572E-07    0.11190E-02   -0.57656E-06
    28    0.99734E+03    0.15408E-01    0.00000E+00    0.15737E+01    0.87508E-07    0.10870E-02   -0.59456E-06
    29    0.10159E+04    0.17422E-01    0.00000E+00    0.16005E+01    0.87392E-07    0.10568E-02   -0.61221E-06
    30    0.10346E+04    0.19610E-01    0.00000E+00    0.16211E+01    0.87232E-07    0.10279E-02   -0.62952E-06
    31    0.10537E+04    0.21980E-01    0.00000E+00    0.16343E+01    0.87025E-07    0.10004E-02   -0.64653E-06
    32    0.10732E+04    0.24538E-01    0.00000E+00    0.16393E+01    0.86783E-07    0.97432E-03   -0.66332E-06
    33    0.10930E+04    0.27291E-01    0.00000E+00    0.16352E+01    0.86507E-07    0.94971E-03   -0.67984E-06
    34    0.11131E+04    0.30244E-01    0.00000E+00    0.16233E+01    0.86198E-07    0.92608E-03   -0.69595E-06
    35    0.11335E+04    0.33406E-01    0.00000E+00    0.16027E+01    0.85858E-07    0.90348E-03   -0.71178E-06
    36    0.11541E+04    0.36783E-01    0.00000E+00    0.15724E+01    0.85493E-07    0.88197E-03   -0.72739E-06
    37    0.11752E+04    0.40380E-01    0.00000E+00    0.15317E+01    0.85105E-07    0.86155E-03   -0.74275E-06
    38    0.11965E+04    0.44204E-01    0.00000E+00    0.14816E+01    0.84693E-07    0.84195E-03   -0.75776E-06
    39    0.12180E+04    0.48257E-01    0.00000E+00    0.14215E+01    0.84261E-07    0.82313E-03   -0.77243E-06
    40    0.12397E+04    0.52543E-01    0.00000E+00    0.13505E+01    0.83810E-07    0.80515E-03   -0.78684E-06
    41    0.12619E+04    0.57073E-01    0.00000E+00    0.12677E+01    0.83344E-07    0.78802E-03   -0.80103E-06
    42    0.12842E+04    0.61851E-01    0.00000E+00    0.11740E+01    0.82862E-07    0.77159E-03   -0.81494E-06
    43    0.13068E+04    0.66880E-01    0.00000E+00    0.10701E+01    0.82367E-07    0.75569E-03   -0.82853E-06
    44    0.13294E+04    0.72156E-01    0.00000E+00    0.95434E+00    0.81860E-07    0.74042E-03   -0.84183E-06
    45    0.13526E+04    0.77689E-01    0.00000E+00    0.82555E+00    0.81340E-07    0.72587E-03   -0.85490E-06
    46    0.13760E+04    0.83491E-01    0.00000E+00    0.68476E+00    0.80811E-07    0.71188E-03   -0.86770E-06
    47    0.13995E+04    0.89550E-01    0.00000E+00    0.53311E+00    0.80274E-07    0.69830E-03   -0.88019E-06
    48    0.14231E+04    0.95876E-01    0.00000E+00    0.36892E+00    0.79729E-07    0.68521E-03   -0.89241E-06
    49    0.14471E+04    0.10246E+00    0.00000E+00    0.19086E+00    0.79176E-07    0.67272E-03   -0.90439E-06
    50    0.14715E+04    0.10933E+00    0.00000E+00    0.10302E-03    0.78617E-07    0.66069E-03   -0.91611E-06
    51    0.14959E+04    0.11648E+00    0.00000E+00   -0.20200E+00    0.78054E-07    0.64898E-03   -0.92751E-06
    52    0.15206E+04    0.12387E+00    0.00000E+00   -0.41698E+00    0.77486E-07    0.63768E-03   -0.93868E-06
    53    0.15457E+04    0.13155E+00    0.00000E+00   -0.64647E+00    0.76915E-07    0.62685E-03   -0.94964E-06
    54    0.15710E+04    0.13950E+00    0.00000E+00   -0.88910E+00    0.76339E-07    0.61640E-03   -0.96034E-06
    55    0.15963E+04    0.14772E+00    0.00000E+00   -0.11435E+01    0.75761E-07    0.60621E-03   -0.97070E-06
    56    0.16219E+04    0.15621E+00    0.00000E+00   -0.14110E+01    0.75181E-07    0.59634E-03   -0.98079E-06
    57    0.16479E+04    0.16497E+00    0.00000E+00   -0.16929E+01    0.74600E-07    0.58689E-03   -0.99070E-06
    58    0.16742E+04    0.17400E+00    0.00000E+00   -0.19884E+01    0.74018E-07    0.57773E-03   -0.10004E-05
    59    0.17005E+04    0.18331E+00    0.00000E+00   -0.22959E+01    0.73435E-07    0.56878E-03   -0.10097E-05
    60    0.17270E+04    0.19286E+00    0.00000E+00   -0.26148E+01    0.72851E-07    0.56006E-03   -0.10188E-05
    61    0.17540E+04    0.20265E+00    0.00000E+00   -0.29445E+01    0.72268E-07    0.55162E-03   -0.10277E-05
    62    0.17811E+04    0.21269E+00    0.00000E+00   -0.32866E+01    0.71685E-07    0.54346E-03   -0.10363E-05
    63    0.18083E+04    0.22296E+00    0.00000E+00   -0.36425E+01    0.71103E-07    0.53556E-03   -0.10447E-05
    64    0.18360E+04    0.23353E+00    0.00000E+00   -0.40142E+01    0.70522E-07    0.52791E-03   -0.10528E-05
