#    L    TT             EE             BB             TE          
     2    0.98372E+03    0.19686E-05    0.93553E-06    0.22491E-01
     3    0.92208E+03    0.67404E-05    0.18714E-05    0.51723E-01
     4    0.87224E+03    0.17115E-04    0.31198E-05    0.88622E-01
     5    0.83754E+03    0.36203E-04    0.46811E-05    0.13240E+00
     6    0.81475E+03    0.67682E-04    0.65560E-05    0.18243E+00
     7    0.80061E+03    0.11576E-03    0.87450E-05    0.23811E+00
     8    0.79245E+03    0.18507E-03    0.11249E-04    0.29870E+00
     9    0.78893E+03    0.28079E-03    0.14068E-04    0.36366E+00
    10    0.78897E+03    0.40823E-03    0.17204E-04    0.43228E+00
    11    0.79165E+03    0.57351E-03    0.20658E-04    0.50399E+00
    12    0.79695E+03    0.78269E-03    0.24429E-04    0.57863E+00
    13    0.80387E+03    0.10422E-02    0.28521E-04    0.65478E+00
    14    0.81221E+03    0.13583E-02    0.32932E-04    0.73210E+00
    15    0.82171E+03    0.17385E-02    0.37665E-04    0.80987E+00
    16    0.83258E+03    0.21903E-02    0.42720E-04    0.88839E+00
    17    0.84431E+03    0.27211E-02    0.48099E-04    0.96618E+00
    18    0.85653E+03    0.33369E-02    0.53803E-04    0.10424E+01
    19    0.87033E+03    0.40491E-02    0.59832E-04    0.11179E+01
    20    0.88451E+03    0.48615E-02    0.66188E-04    0.11912E+01
    21    0.89927E+03    0.57831E-02    0.72871E-04    0.12616E+01
    22    0.91455E+03    0.68220E-02    0.79883E-04    0.13288E+01
    23    0.93031E+03    0.79865E-02    0.87225E-04    0.13921E+01
    24    0.94660E+03    0.92834E-02    0.94898E-04    0.14507E+01
    25    0.96334E+03    0.10721E-01    0.10290E-03    0.15046E+01
    26    0.98049E+03    0.12308E-01    0.11124E-03    0.15537E+01
    27    0.99804E+03    0.14052E-01    0.11991E-03    0.15971E+01
    28    0.10159E+04    0.15960E-01    0.12891E-03    0.16338E+01
    29    0.10343E+04    0.18040E-01    0.13825E-03    0.16635E+01
    30    0.10529E+04    0.20299E-01    0.14792E-03    0.16869E+01
    31    0.10718E+04    0.22745E-01    0.15793E-03    0.17028E+01
    32    0.10910E+04    0.25385E-01    0.16828E-03    0.17106E+01
    33    0.11106E+04    0.28227E-01    0.17896E-03    0.17090E+01
    34    0.11304E+04    0.31275E-01    0.18999E-03    0.16997E+01
    35    0.11505E+04    0.34538E-01    0.20135E-03    0.16816E+01
    36    0.11708E+04    0.38022E-01    0.21304E-03    0.16537E+01
    37    0.11915E+04    0.41733E-01    0.22508E-03    0.16154E+01
    38    0.12124E+04    0.45678E-01    0.23746E-03    0.15675E+01
    39    0.12335E+04    0.49859E-01    0.25017E-03    0.15095E+01
    40    0.12548E+04    0.54281E-01    0.26323E-03    0.14405E+01
    41    0.12765E+04    0.58954E-01    0.27662E-03    0.13596E+01
    42    0.12984E+04    0.63882E-01    0.29035E-03    0.12677E+01
    43    0.13205E+04    0.69069E-01    0.30443E-03    0.11655E+01
    44    0.13426E+04    0.74510E-01    0.31884E-03    0.10513E+01
    45    0.13652E+04    0.80217E-01    0.33359E-03    0.92388E+00
    46    0.13881E+04    0.86200E-01    0.34869E-03    0.78434E+00
    47    0.14110E+04    0.92449E-01    0.36412E-03    0.63382E+00
    48    0.14341E+04    0.98972E-01    0.37989E-03    0.47063E+00
    49    0.14575E+04    0.10577E+00    0.39600E-03    0.29340E+00
    50    0.14812E+04    0.11285E+00    0.41246E-03    0.10331E+00
    51    0.15049E+04    0.12021E+00    0.42925E-03   -0.98282E-01
    52    0.15290E+04    0.12784E+00    0.44637E-03   -0.31291E+00
    53    0.15535E+04    0.13576E+00    0.46384E-03   -0.54221E+00
    54    0.15780E+04    0.14395E+00    0.48165E-03   -0.78481E+00
    55    0.16026E+04    0.15243E+00    0.49979E-03   -0.10393E+01
    56    0.16276E+04    0.16118E+00    0.51828E-03   -0.13071E+01
    57    0.16528E+04    0.17021E+00    0.53710E-03   -0.15895E+01
    58    0.16784E+04    0.17953E+00    0.55626E-03   -0.18857E+01
    59    0.17039E+04    0.18912E+00    0.57575E-03   -0.21941E+01
    60    0.17296E+04    0.19896E+00    0.59559E-03   -0.25140E+01
    61    0.17559E+04    0.20906E+00    0.61576E-03   -0.28449E+01
    62    0.17822E+04    0.21941E+00    0.63626E-03   -0.31883E+01
    63    0.18087E+04    0.23001E+00    0.65711E-03   -0.35459E+01
    64    0.18356E+04    0.24090E+00    0.67829E-03   -0.39192E+01
    65    0.18626E+04    0.25210E+00    0.69981E-03   -0.43097E+01
    66    0.18898E+04    0.26355E+00    0.72167E-03   -0.47159E+01
    67    0.19172E+04    0.27526E+00    0.74386E-03   -0.51354E+01
    68    0.19449E+04    0.28723E+00    0.76639E-03   -0.55667E+01
    69    0.19729E+04    0.29940E+00    0.78926E-03   -0.60069E+01
    70    0.20012E+04    0.31179E+00    0.81246E-03   -0.64565E+01
    71    0.20296E+04    0.32436E+00    0.83601E-03   -0.69168E+01
    72    0.20584E+04    0.33710E+00    0.85989E-03   -0.73889E+01
    73    0.20872E+04    0.34999E+00    0.88411E-03   -0.78737E+01
    74    0.21163E+04    0.36305E+00    0.90867E-03   -0.83704E+01
    75    0.21456E+04    0.37630E+00    0.93357E-03   -0.88779E+01
    76    0.21751E+04    0.38977E+00    0.95881E-03   -0.93962E+01
    77    0.22049E+04    0.40343E+00    0.98439E-03   -0.99254E+01
    78    0.22350E+04    0.41730E+00    0.10103E-02   -0.10467E+02
    79    0.22653E+04    0.43133E+00    0.10366E-02   -0.11016E+02
    80    0.22958E+04    0.44549E+00    0.10632E-02   -0.11574E+02
    81    0.23266E+04    0.45975E+00    0.10901E-02   -0.12142E+02
    82    0.23577E+04    0.47411E+00    0.11174E-02   -0.12719E+02
    83    0.23890E+04    0.48857E+00    0.11451E-02   -0.13306E+02
    84    0.24205E+04    0.50311E+00    0.11731E-02   -0.13900E+02
    85    0.24522E+04    0.51771E+00    0.12014E-02   -0.14502E+02
