#    L    TT             EE             TE             PP             TP          
     2    0.10774E+04    0.11733E-05    0.25709E-01    0.92021E+06    0.31149E+05
     3    0.10178E+04    0.55346E-05    0.58923E-01    0.14147E+07    0.36365E+05
     4    0.96814E+03    0.15919E-04    0.10087E+00    0.18526E+07    0.38592E+05
     5    0.93338E+03    0.35872E-04    0.15068E+00    0.22375E+07    0.39306E+05
     6    0.91067E+03    0.69593E-04    0.20764E+00    0.25753E+07    0.39213E+05
     7    0.89684E+03    0.12188E-03    0.27108E+00    0.28730E+07    0.38675E+05
     8    0.88913E+03    0.19804E-03    0.34017E+00    0.31363E+07    0.37887E+05
     9    0.88623E+03    0.30398E-03    0.41431E+00    0.33704E+07    0.36960E+05
    10    0.88702E+03    0.44577E-03    0.49268E+00    0.35786E+07    0.35956E+05
    11    0.89055E+03    0.63040E-03    0.57466E+00    0.37650E+07    0.34936E+05
    12    0.89686E+03    0.86482E-03    0.66006E+00    0.39306E+07    0.33904E+05
    13    0.90484E+03    0.11564E-02    0.74730E+00    0.40798E+07    0.32912E+05
    14    0.91428E+03    0.15122E-02    0.83596E+00    0.42126E+07    0.31931E+05
    15    0.92493E+03    0.19410E-02    0.92526E+00    0.43322E+07    0.30986E+05
    16    0.93703E+03    0.24512E-02    0.10155E+01    0.44395E+07    0.30065E+05
    17    0.95003E+03    0.30514E-02    0.11051E+01    0.45348E+07    0.29180E+05
    18    0.96350E+03    0.37484E-02    0.11931E+01    0.46206E+07    0.28334E+05
    19    0.97867E+03    0.45553E-02    0.12803E+01    0.46972E+07    0.27529E+05
    20    0.99421E+03    0.54764E-02    0.13653E+01    0.47651E+07    0.26749E+05
    21    0.10103E+04    0.65220E-02    0.14471E+01    0.48254E+07    0.26003E+05
    22    0.10270E+04    0.77014E-02    0.15254E+01    0.48790E+07    0.25290E+05
    23    0.10441E+04    0.90241E-02    0.15996E+01    0.49262E+07    0.24607E+05
    24    0.10618E+04    0.10498E-01    0.16685E+01    0.49673E+07    0.23957E+05
    25    0.10800E+04    0.12133E-01    0.17322E+01    0.50032E+07    0.23334E+05
    26    0.10985E+04    0.13938E-01    0.17907E+01    0.50343E+07    0.22734E+05
    27    0.11175E+04    0.15922E-01    0.18429E+01    0.50607E+07    0.22159E+05
    28    0.11367E+04    0.18093E-01    0.18877E+01    0.50829E+07    0.21609E+05
    29    0.11565E+04    0.20461E-01    0.19247E+01    0.51012E+07    0.21085E+05
    30    0.11765E+04    0.23033E-01    0.19547E+01    0.51161E+07    0.20578E+05
    31    0.11968E+04    0.25819E-01    0.19764E+01    0.51273E+07    0.20089E+05
    32    0.12174E+04    0.28827E-01    0.19891E+01    0.51357E+07    0.19621E+05
    33    0.12384E+04    0.32065E-01    0.19914E+01    0.51413E+07    0.19175E+05
    34    0.12596E+04    0.35539E-01    0.19851E+01    0.51442E+07    0.18743E+05
    35    0.12811E+04    0.39258E-01    0.19690E+01    0.51445E+07    0.18326E+05
