#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.11028E+04    0.29591E-01    0.13401E-02    0.29591E-01    0.13403E-05   -0.18853E-07    0.13401E-02   -0.18853E-07    0.90042E-08
     3    0.10621E+04    0.67242E-01    0.93955E-03    0.67242E-01    0.63382E-05   -0.22648E-07    0.93955E-03   -0.22648E-07    0.54761E-08
     4    0.10240E+04    0.11486E+00    0.70770E-03    0.11486E+00    0.18262E-04   -0.24636E-07    0.70770E-03   -0.24636E-07    0.37886E-08
     5    0.99700E+03    0.17154E+00    0.55774E-03    0.17154E+00    0.41210E-04   -0.25886E-07    0.55774E-03   -0.25886E-07    0.28169E-08
     6    0.97987E+03    0.23649E+00    0.45371E-03    0.23649E+00    0.80041E-04   -0.26699E-07    0.45371E-03   -0.26699E-07    0.21935E-08
     7    0.97027E+03    0.30899E+00    0.37786E-03    0.30899E+00    0.14032E-03   -0.27258E-07    0.37786E-03   -0.27258E-07    0.17650E-08
     8    0.96586E+03    0.38808E+00    0.32045E-03    0.38808E+00    0.22819E-03   -0.27685E-07    0.32045E-03   -0.27685E-07    0.14553E-08
     9    0.96566E+03    0.47314E+00    0.27569E-03    0.47314E+00    0.35052E-03   -0.28043E-07    0.27569E-03   -0.28043E-07    0.12230E-08
    10    0.96868E+03    0.56321E+00    0.23997E-03    0.56321E+00    0.51438E-03   -0.28307E-07    0.23997E-03   -0.28307E-07    0.10435E-08
    11    0.97413E+03    0.65766E+00    0.21103E-03    0.65766E+00    0.72787E-03   -0.28490E-07    0.21103E-03   -0.28490E-07    0.90176E-09
    12    0.98217E+03    0.75625E+00    0.18709E-03    0.75625E+00    0.99909E-03   -0.28567E-07    0.18709E-03   -0.28567E-07    0.78721E-09
    13    0.99161E+03    0.85721E+00    0.16720E-03    0.85721E+00    0.13366E-02   -0.28616E-07    0.16720E-03   -0.28616E-07    0.69352E-09
    14    0.10023E+04    0.96006E+00    0.15033E-03    0.96006E+00    0.17487E-02   -0.28636E-07    0.15033E-03   -0.28636E-07    0.61556E-09
    15    0.10141E+04    0.10639E+01    0.13594E-03    0.10639E+01    0.22454E-02   -0.28662E-07    0.13594E-03   -0.28662E-07    0.55010E-09
    16    0.10272E+04    0.11692E+01    0.12351E-03    0.11692E+01    0.28367E-02   -0.28674E-07    0.12351E-03   -0.28674E-07    0.49450E-09
    17    0.10411E+04    0.12741E+01    0.11271E-03    0.12741E+01    0.35325E-02   -0.28666E-07    0.11271E-03   -0.28666E-07    0.44676E-09
