#    L    TT             EE             TE             PP             TP          
     2    0.93232E+03    0.11524E-05    0.25509E-01    0.97965E+06    0.25588E+05
     3    0.90109E+03    0.54517E-05    0.57874E-01    0.15090E+07    0.30378E+05
     4    0.87084E+03    0.15712E-04    0.98819E-01    0.19810E+07    0.32623E+05
     5    0.84934E+03    0.35464E-04    0.14756E+00    0.23989E+07    0.33545E+05
     6    0.83580E+03    0.68895E-04    0.20345E+00    0.27686E+07    0.33739E+05
     7    0.82838E+03    0.12080E-03    0.26585E+00    0.30972E+07    0.33514E+05
     8    0.82517E+03    0.19647E-03    0.33395E+00    0.33905E+07    0.33040E+05
     9    0.82543E+03    0.30185E-03    0.40723E+00    0.36536E+07    0.32415E+05
    10    0.82831E+03    0.44301E-03    0.48484E+00    0.38899E+07    0.31698E+05
    11    0.83318E+03    0.62695E-03    0.56626E+00    0.41035E+07    0.30945E+05
    12    0.84021E+03    0.86064E-03    0.65130E+00    0.42954E+07    0.30161E+05
    13    0.84837E+03    0.11515E-02    0.73841E+00    0.44700E+07    0.29395E+05
    14    0.85757E+03    0.15066E-02    0.82720E+00    0.46274E+07    0.28624E+05
    15    0.86762E+03    0.19348E-02    0.91694E+00    0.47708E+07    0.27872E+05
    16    0.87882E+03    0.24444E-02    0.10079E+01    0.49011E+07    0.27128E+05
    17    0.89066E+03    0.30442E-02    0.10987E+01    0.50186E+07    0.26406E+05
    18    0.90275E+03    0.37410E-02    0.11882E+01    0.51258E+07    0.25708E+05
    19    0.91624E+03    0.45480E-02    0.12773E+01    0.52232E+07    0.25041E+05
    20    0.92993E+03    0.54694E-02    0.13646E+01    0.53112E+07    0.24387E+05
    21    0.94403E+03    0.65155E-02    0.14491E+01    0.53907E+07    0.23758E+05
    22    0.95849E+03    0.76958E-02    0.15307E+01    0.54630E+07    0.23152E+05
    23    0.97329E+03    0.90197E-02    0.16087E+01    0.55283E+07    0.22568E+05
    24    0.98845E+03    0.10495E-01    0.16818E+01    0.55868E+07    0.22009E+05
    25    0.10039E+04    0.12132E-01    0.17503E+01    0.56395E+07    0.21471E+05
    26    0.10197E+04    0.13939E-01    0.18140E+01    0.56868E+07    0.20950E+05
    27    0.10357E+04    0.15926E-01    0.18721E+01    0.57288E+07    0.20447E+05
    28    0.10520E+04    0.18101E-01    0.19234E+01    0.57662E+07    0.19965E+05
    29    0.10686E+04    0.20473E-01    0.19674E+01    0.57990E+07    0.19504E+05
    30    0.10853E+04    0.23049E-01    0.20049E+01    0.58279E+07    0.19056E+05
