#    L    TT             EE             TE             PP             TP          
     2    0.93883E+03    0.12938E-05    0.28892E-01    0.11806E+07    0.23166E+05
     3    0.92455E+03    0.61351E-05    0.64961E-01    0.18207E+07    0.28037E+05
     4    0.90556E+03    0.17712E-04    0.11066E+00    0.23937E+07    0.30477E+05
     5    0.89188E+03    0.40030E-04    0.16519E+00    0.29036E+07    0.31616E+05
     6    0.88404E+03    0.77850E-04    0.22784E+00    0.33569E+07    0.32025E+05
     7    0.88098E+03    0.13663E-03    0.29794E+00    0.37621E+07    0.32001E+05
     8    0.88116E+03    0.22241E-03    0.37459E+00    0.41258E+07    0.31711E+05
     9    0.88419E+03    0.34194E-03    0.45724E+00    0.44538E+07    0.31250E+05
    10    0.88931E+03    0.50217E-03    0.54493E+00    0.47502E+07    0.30681E+05
    11    0.89608E+03    0.71110E-03    0.63714E+00    0.50198E+07    0.30061E+05
    12    0.90478E+03    0.97667E-03    0.73362E+00    0.52637E+07    0.29396E+05
    13    0.91432E+03    0.13073E-02    0.83271E+00    0.54870E+07    0.28741E+05
    14    0.92470E+03    0.17113E-02    0.93392E+00    0.56898E+07    0.28068E+05
    15    0.93574E+03    0.21985E-02    0.10365E+01    0.58760E+07    0.27405E+05
    16    0.94784E+03    0.27787E-02    0.11407E+01    0.60465E+07    0.26741E+05
    17    0.96046E+03    0.34617E-02    0.12451E+01    0.62015E+07    0.26092E+05
    18    0.97318E+03    0.42554E-02    0.13484E+01    0.63443E+07    0.25460E+05
    19    0.98723E+03    0.51748E-02    0.14516E+01    0.64753E+07    0.24854E+05
    20    0.10014E+04    0.62248E-02    0.15530E+01    0.65947E+07    0.24255E+05
    21    0.10159E+04    0.74172E-02    0.16516E+01    0.67040E+07    0.23677E+05
    22    0.10306E+04    0.87627E-02    0.17474E+01    0.68044E+07    0.23117E+05
    23    0.10456E+04    0.10272E-01    0.18396E+01    0.68964E+07    0.22574E+05
    24    0.10609E+04    0.11955E-01    0.19266E+01    0.69799E+07    0.22055E+05
    25    0.10764E+04    0.13822E-01    0.20088E+01    0.70564E+07    0.21553E+05
    26    0.10921E+04    0.15883E-01    0.20861E+01    0.71262E+07    0.21065E+05
    27    0.11081E+04    0.18149E-01    0.21575E+01    0.71894E+07    0.20592E+05
    28    0.11242E+04    0.20631E-01    0.22217E+01    0.72470E+07    0.20138E+05
    29    0.11406E+04    0.23336E-01    0.22781E+01    0.72988E+07    0.19702E+05
    30    0.11571E+04    0.26276E-01    0.23275E+01    0.73458E+07    0.19278E+05
    31    0.11737E+04    0.29459E-01    0.23690E+01    0.73875E+07    0.18865E+05
    32    0.11905E+04    0.32896E-01    0.24017E+01    0.74251E+07    0.18468E+05
    33    0.12075E+04    0.36596E-01    0.24241E+01    0.74585E+07    0.18088E+05
    34    0.12246E+04    0.40565E-01    0.24370E+01    0.74879E+07    0.17719E+05
    35    0.12419E+04    0.44814E-01    0.24406E+01    0.75136E+07    0.17360E+05
    36    0.12592E+04    0.49351E-01    0.24335E+01    0.75359E+07    0.17012E+05
    37    0.12767E+04    0.54184E-01    0.24149E+01    0.75550E+07    0.16678E+05
    38    0.12944E+04    0.59321E-01    0.23850E+01    0.75710E+07    0.16353E+05
    39    0.13122E+04    0.64765E-01    0.23433E+01    0.75841E+07    0.16039E+05
    40    0.13301E+04    0.70524E-01    0.22890E+01    0.75946E+07    0.15736E+05
    41    0.13482E+04    0.76607E-01    0.22214E+01    0.76025E+07    0.15443E+05
    42    0.13663E+04    0.83021E-01    0.21414E+01    0.76082E+07    0.15159E+05
    43    0.13847E+04    0.89769E-01    0.20495E+01    0.76115E+07    0.14882E+05
    44    0.14031E+04    0.96849E-01    0.19440E+01    0.76128E+07    0.14613E+05
    45    0.14217E+04    0.10427E+00    0.18236E+01    0.76120E+07    0.14353E+05
    46    0.14405E+04    0.11205E+00    0.16890E+01    0.76093E+07    0.14102E+05
    47    0.14594E+04    0.12017E+00    0.15412E+01    0.76050E+07    0.13857E+05
    48    0.14784E+04    0.12865E+00    0.13790E+01    0.75990E+07    0.13618E+05
    49    0.14975E+04    0.13747E+00    0.12014E+01    0.75913E+07    0.13388E+05
    50    0.15170E+04    0.14667E+00    0.10089E+01    0.75822E+07    0.13164E+05
    51    0.15364E+04    0.15622E+00    0.80213E+00    0.75718E+07    0.12946E+05
    52    0.15562E+04    0.16611E+00    0.58028E+00    0.75601E+07    0.12735E+05
    53    0.15762E+04    0.17638E+00    0.34238E+00    0.75472E+07    0.12529E+05
    54    0.15962E+04    0.18699E+00    0.89144E-01    0.75330E+07    0.12330E+05
    55    0.16163E+04    0.19797E+00   -0.17872E+00    0.75178E+07    0.12135E+05
    56    0.16368E+04    0.20930E+00   -0.46191E+00    0.75015E+07    0.11945E+05
    57    0.16574E+04    0.22098E+00   -0.76123E+00    0.74843E+07    0.11761E+05
    58    0.16783E+04    0.23302E+00   -0.10764E+01    0.74662E+07    0.11582E+05
    59    0.16993E+04    0.24541E+00   -0.14067E+01    0.74473E+07    0.11407E+05
    60    0.17204E+04    0.25811E+00   -0.17510E+01    0.74275E+07    0.11237E+05
