#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.97315E+03    0.24131E-01    0.12207E-02    0.24131E-01    0.10992E-05   -0.15562E-07    0.12207E-02   -0.15562E-07    0.70599E-08
     3    0.92510E+03    0.55156E-01    0.84779E-03    0.55156E-01    0.51893E-05   -0.18718E-07    0.84779E-03   -0.18718E-07    0.42895E-08
     4    0.88377E+03    0.94356E-01    0.63435E-03    0.94356E-01    0.14934E-04   -0.20368E-07    0.63435E-03   -0.20368E-07    0.29639E-08
     5    0.85475E+03    0.14094E+00    0.49729E-03    0.14094E+00    0.33669E-04   -0.21403E-07    0.49729E-03   -0.21403E-07    0.22007E-08
     6    0.83592E+03    0.19425E+00    0.40271E-03    0.19425E+00    0.65345E-04   -0.22074E-07    0.40271E-03   -0.22074E-07    0.17112E-08
     7    0.82469E+03    0.25367E+00    0.33406E-03    0.25367E+00    0.11448E-03   -0.22534E-07    0.33406E-03   -0.22534E-07    0.13748E-08
     8    0.81869E+03    0.31841E+00    0.28230E-03    0.31841E+00    0.18606E-03   -0.22882E-07    0.28230E-03   -0.22882E-07    0.11319E-08
     9    0.81683E+03    0.38794E+00    0.24209E-03    0.38794E+00    0.28566E-03   -0.23173E-07    0.24209E-03   -0.23173E-07    0.94985E-09
    10    0.81814E+03    0.46148E+00    0.21011E-03    0.46148E+00    0.41901E-03   -0.23385E-07    0.21011E-03   -0.23385E-07    0.80926E-09
    11    0.82184E+03    0.53846E+00    0.18427E-03    0.53846E+00    0.59268E-03   -0.23530E-07    0.18427E-03   -0.23530E-07    0.69829E-09
    12    0.82797E+03    0.61871E+00    0.16296E-03    0.61871E+00    0.81322E-03   -0.23589E-07    0.16296E-03   -0.23589E-07    0.60872E-09
    13    0.83552E+03    0.70075E+00    0.14530E-03    0.70075E+00    0.10875E-02   -0.23622E-07    0.14530E-03   -0.23622E-07    0.53551E-09
    14    0.84433E+03    0.78419E+00    0.13035E-03    0.78419E+00    0.14224E-02   -0.23633E-07    0.13035E-03   -0.23633E-07    0.47464E-09
    15    0.85418E+03    0.86831E+00    0.11764E-03    0.86831E+00    0.18260E-02   -0.23647E-07    0.11764E-03   -0.23647E-07    0.42358E-09
    16    0.86532E+03    0.95341E+00    0.10668E-03    0.95341E+00    0.23062E-02   -0.23651E-07    0.10668E-03   -0.23651E-07    0.38025E-09
    17    0.87723E+03    0.10380E+01    0.97189E-04    0.10380E+01    0.28713E-02   -0.23638E-07    0.97189E-04   -0.23638E-07    0.34308E-09
    18    0.88952E+03    0.11211E+01    0.88914E-04    0.11211E+01    0.35275E-02   -0.23605E-07    0.88914E-04   -0.23605E-07    0.31103E-09
    19    0.90333E+03    0.12037E+01    0.81674E-04    0.12037E+01    0.42873E-02   -0.23571E-07    0.81674E-04   -0.23571E-07    0.28316E-09
    20    0.91745E+03    0.12841E+01    0.75251E-04    0.12841E+01    0.51546E-02   -0.23511E-07    0.75251E-04   -0.23511E-07    0.25875E-09
    21    0.93207E+03    0.13618E+01    0.69554E-04    0.13618E+01    0.61392E-02   -0.23441E-07    0.69554E-04   -0.23441E-07    0.23726E-09
    22    0.94713E+03    0.14362E+01    0.64475E-04    0.14362E+01    0.72499E-02   -0.23366E-07    0.64475E-04   -0.23366E-07    0.21826E-09
    23    0.96262E+03    0.15070E+01    0.59926E-04    0.15070E+01    0.84956E-02   -0.23289E-07    0.59926E-04   -0.23289E-07    0.20136E-09
    24    0.97857E+03    0.15728E+01    0.55844E-04    0.15728E+01    0.98837E-02   -0.23198E-07    0.55844E-04   -0.23198E-07    0.18625E-09
    25    0.99490E+03    0.16340E+01    0.52159E-04    0.16340E+01    0.11424E-01   -0.23104E-07    0.52159E-04   -0.23104E-07    0.17271E-09
