#    L    TT             EE             TE             PP             TP          
     2    0.10127E+04    0.13784E-05    0.30555E-01    0.12148E+07    0.25687E+05
     3    0.99316E+03    0.65336E-05    0.68848E-01    0.18705E+07    0.30870E+05
     4    0.96994E+03    0.18857E-04    0.11736E+00    0.24555E+07    0.33386E+05
     5    0.95332E+03    0.42608E-04    0.17522E+00    0.29741E+07    0.34492E+05
     6    0.94355E+03    0.82845E-04    0.24167E+00    0.34336E+07    0.34815E+05
     7    0.93928E+03    0.14537E-03    0.31599E+00    0.38427E+07    0.34682E+05
     8    0.93876E+03    0.23659E-03    0.39722E+00    0.42085E+07    0.34274E+05
     9    0.94146E+03    0.36368E-03    0.48477E+00    0.45373E+07    0.33694E+05
    10    0.94655E+03    0.53403E-03    0.57761E+00    0.48330E+07    0.33010E+05
    11    0.95352E+03    0.75610E-03    0.67518E+00    0.51011E+07    0.32281E+05
    12    0.96261E+03    0.10383E-02    0.77721E+00    0.53425E+07    0.31514E+05
    13    0.97268E+03    0.13897E-02    0.88191E+00    0.55627E+07    0.30764E+05
    14    0.98370E+03    0.18190E-02    0.98878E+00    0.57618E+07    0.30005E+05
    15    0.99549E+03    0.23365E-02    0.10970E+01    0.59438E+07    0.29262E+05
    16    0.10084E+04    0.29528E-02    0.12069E+01    0.61097E+07    0.28524E+05
    17    0.10220E+04    0.36782E-02    0.13167E+01    0.62598E+07    0.27807E+05
    18    0.10357E+04    0.45211E-02    0.14254E+01    0.63974E+07    0.27114E+05
    19    0.10509E+04    0.54974E-02    0.15337E+01    0.65229E+07    0.26453E+05
    20    0.10662E+04    0.66123E-02    0.16400E+01    0.66368E+07    0.25803E+05
    21    0.10819E+04    0.78782E-02    0.17434E+01    0.67404E+07    0.25178E+05
    22    0.10979E+04    0.93066E-02    0.18434E+01    0.68350E+07    0.24576E+05
    23    0.11142E+04    0.10909E-01    0.19396E+01    0.69211E+07    0.23994E+05
    24    0.11308E+04    0.12695E-01    0.20300E+01    0.69986E+07    0.23440E+05
    25    0.11477E+04    0.14676E-01    0.21151E+01    0.70692E+07    0.22907E+05
    26    0.11649E+04    0.16864E-01    0.21949E+01    0.71330E+07    0.22389E+05
    27    0.11824E+04    0.19269E-01    0.22683E+01    0.71903E+07    0.21889E+05
    28    0.12000E+04    0.21901E-01    0.23339E+01    0.72419E+07    0.21410E+05
    29    0.12180E+04    0.24772E-01    0.23909E+01    0.72878E+07    0.20952E+05
    30    0.12361E+04    0.27890E-01    0.24405E+01    0.73289E+07    0.20507E+05
    31    0.12544E+04    0.31268E-01    0.24814E+01    0.73649E+07    0.20076E+05
    32    0.12729E+04    0.34914E-01    0.25127E+01    0.73967E+07    0.19662E+05
    33    0.12916E+04    0.38838E-01    0.25329E+01    0.74244E+07    0.19265E+05
    34    0.13104E+04    0.43048E-01    0.25430E+01    0.74482E+07    0.18882E+05
    35    0.13295E+04    0.47554E-01    0.25429E+01    0.74683E+07    0.18509E+05
    36    0.13486E+04    0.52366E-01    0.25313E+01    0.74852E+07    0.18149E+05
    37    0.13680E+04    0.57491E-01    0.25072E+01    0.74989E+07    0.17803E+05
    38    0.13875E+04    0.62939E-01    0.24710E+01    0.75096E+07    0.17468E+05
    39    0.14072E+04    0.68711E-01    0.24221E+01    0.75175E+07    0.17145E+05
    40    0.14270E+04    0.74817E-01    0.23596E+01    0.75228E+07    0.16832E+05
    41    0.14471E+04    0.81267E-01    0.22829E+01    0.75258E+07    0.16531E+05
    42    0.14672E+04    0.88066E-01    0.21928E+01    0.75265E+07    0.16240E+05
    43    0.14876E+04    0.95219E-01    0.20898E+01    0.75250E+07    0.15955E+05
    44    0.15080E+04    0.10272E+00    0.19722E+01    0.75215E+07    0.15679E+05
    45    0.15287E+04    0.11059E+00    0.18386E+01    0.75160E+07    0.15413E+05
    46    0.15496E+04    0.11884E+00    0.16898E+01    0.75088E+07    0.15156E+05
    47    0.15706E+04    0.12744E+00    0.15268E+01    0.74999E+07    0.14905E+05
    48    0.15917E+04    0.13643E+00    0.13483E+01    0.74895E+07    0.14661E+05
    49    0.16130E+04    0.14578E+00    0.11532E+01    0.74776E+07    0.14426E+05
    50    0.16347E+04    0.15552E+00    0.94217E+00    0.74643E+07    0.14197E+05
    51    0.16563E+04    0.16564E+00    0.71590E+00    0.74498E+07    0.13975E+05
    52    0.16783E+04    0.17613E+00    0.47344E+00    0.74340E+07    0.13759E+05
    53    0.17005E+04    0.18700E+00    0.21371E+00    0.74171E+07    0.13549E+05
    54    0.17228E+04    0.19825E+00   -0.62448E-01    0.73991E+07    0.13346E+05
    55    0.17453E+04    0.20988E+00   -0.35423E+00    0.73801E+07    0.13147E+05
    56    0.17680E+04    0.22188E+00   -0.66243E+00    0.73602E+07    0.12953E+05
    57    0.17910E+04    0.23425E+00   -0.98799E+00    0.73394E+07    0.12766E+05
    58    0.18142E+04    0.24700E+00   -0.13305E+01    0.73178E+07    0.12584E+05
    59    0.18376E+04    0.26013E+00   -0.16891E+01    0.72954E+07    0.12405E+05
    60    0.18612E+04    0.27358E+00   -0.20627E+01    0.72722E+07    0.12231E+05
    61    0.18853E+04    0.28739E+00   -0.24504E+01    0.72484E+07    0.12062E+05
    62    0.19094E+04    0.30153E+00   -0.28537E+01    0.72240E+07    0.11897E+05
    63    0.19337E+04    0.31600E+00   -0.32741E+01    0.71990E+07    0.11737E+05
    64    0.19584E+04    0.33085E+00   -0.37133E+01    0.71734E+07    0.11580E+05
    65    0.19831E+04    0.34608E+00   -0.41726E+01    0.71473E+07    0.11428E+05
    66    0.20082E+04    0.36164E+00   -0.46507E+01    0.71207E+07    0.11279E+05
    67    0.20333E+04    0.37753E+00   -0.51451E+01    0.70938E+07    0.11134E+05
    68    0.20589E+04    0.39375E+00   -0.56542E+01    0.70664E+07    0.10992E+05
    69    0.20847E+04    0.41024E+00   -0.61752E+01    0.70386E+07    0.10853E+05
    70    0.21109E+04    0.42700E+00   -0.67084E+01    0.70105E+07    0.10718E+05
    71    0.21372E+04    0.44400E+00   -0.72550E+01    0.69821E+07    0.10585E+05
    72    0.21639E+04    0.46123E+00   -0.78163E+01    0.69534E+07    0.10455E+05
    73    0.21908E+04    0.47867E+00   -0.83930E+01    0.69244E+07    0.10328E+05
    74    0.22179E+04    0.49631E+00   -0.89841E+01    0.68951E+07    0.10204E+05
    75    0.22453E+04    0.51419E+00   -0.95885E+01    0.68656E+07    0.10083E+05
    76    0.22729E+04    0.53231E+00   -0.10206E+02    0.68360E+07    0.99636E+04
    77    0.23008E+04    0.55067E+00   -0.10837E+02    0.68061E+07    0.98472E+04
    78    0.23292E+04    0.56927E+00   -0.11483E+02    0.67761E+07    0.97332E+04
    79    0.23577E+04    0.58804E+00   -0.12138E+02    0.67459E+07    0.96216E+04
    80    0.23865E+04    0.60697E+00   -0.12805E+02    0.67156E+07    0.95123E+04
    81    0.24157E+04    0.62600E+00   -0.13484E+02    0.66852E+07    0.94053E+04
    82    0.24451E+04    0.64516E+00   -0.14173E+02    0.66546E+07    0.93006E+04
    83    0.24749E+04    0.66440E+00   -0.14874E+02    0.66241E+07    0.91980E+04
    84    0.25049E+04    0.68373E+00   -0.15584E+02    0.65934E+07    0.90974E+04
    85    0.25352E+04    0.70312E+00   -0.16304E+02    0.65627E+07    0.89989E+04
    86    0.25657E+04    0.72257E+00   -0.17034E+02    0.65319E+07    0.89023E+04
    87    0.25967E+04    0.74205E+00   -0.17771E+02    0.65011E+07    0.88075E+04
    88    0.26278E+04    0.76157E+00   -0.18517E+02    0.64703E+07    0.87146E+04
    89    0.26593E+04    0.78111E+00   -0.19271E+02    0.64395E+07    0.86233E+04
    90    0.26911E+04    0.80062E+00   -0.20031E+02    0.64087E+07    0.85337E+04
    91    0.27230E+04    0.82009E+00   -0.20797E+02    0.63779E+07    0.84457E+04
    92    0.27553E+04    0.83950E+00   -0.21568E+02    0.63472E+07    0.83593E+04
    93    0.27880E+04    0.85884E+00   -0.22345E+02    0.63164E+07    0.82744E+04
    94    0.28208E+04    0.87807E+00   -0.23125E+02    0.62858E+07    0.81910E+04
    95    0.28539E+04    0.89719E+00   -0.23910E+02    0.62551E+07    0.81089E+04
    96    0.28871E+04    0.91617E+00   -0.24698E+02    0.62245E+07    0.80283E+04
    97    0.29208E+04    0.93500E+00   -0.25489E+02    0.61940E+07    0.79490E+04
    98    0.29547E+04    0.95366E+00   -0.26280E+02    0.61635E+07    0.78710E+04
    99    0.29887E+04    0.97212E+00   -0.27075E+02    0.61332E+07    0.77942E+04
   100    0.30231E+04    0.99037E+00   -0.27868E+02    0.61029E+07    0.77187E+04
   101    0.30576E+04    0.10085E+01   -0.28663E+02    0.60727E+07    0.76444E+04
   102    0.30928E+04    0.10262E+01   -0.29456E+02    0.60426E+07    0.75713E+04
   103    0.31278E+04    0.10438E+01   -0.30250E+02    0.60125E+07    0.74993E+04
   104    0.31632E+04    0.10611E+01   -0.31039E+02    0.59826E+07    0.74285E+04
   105    0.31987E+04    0.10781E+01   -0.31827E+02    0.59528E+07    0.73588E+04
   106    0.32344E+04    0.10948E+01   -0.32612E+02    0.59231E+07    0.72902E+04
   107    0.32702E+04    0.11111E+01   -0.33393E+02    0.58935E+07    0.72226E+04
   108    0.33063E+04    0.11271E+01   -0.34169E+02    0.58640E+07    0.71560E+04
   109    0.33426E+04    0.11426E+01   -0.34940E+02    0.58346E+07    0.70905E+04
   110    0.33790E+04    0.11578E+01   -0.35703E+02    0.58054E+07    0.70259E+04
   111    0.34156E+04    0.11726E+01   -0.36461E+02    0.57763E+07    0.69623E+04
   112    0.34524E+04    0.11869E+01   -0.37212E+02    0.57473E+07    0.68996E+04
   113    0.34894E+04    0.12009E+01   -0.37955E+02    0.57184E+07    0.68378E+04
   114    0.35265E+04    0.12143E+01   -0.38688E+02    0.56897E+07    0.67768E+04
   115    0.35639E+04    0.12274E+01   -0.39412E+02    0.56612E+07    0.67167E+04
   116    0.36012E+04    0.12398E+01   -0.40126E+02    0.56327E+07    0.66574E+04
   117    0.36389E+04    0.12518E+01   -0.40828E+02    0.56044E+07    0.65990E+04
   118    0.36768E+04    0.12633E+01   -0.41520E+02    0.55763E+07    0.65413E+04
   119    0.37147E+04    0.12744E+01   -0.42199E+02    0.55483E+07    0.64844E+04
   120    0.37527E+04    0.12847E+01   -0.42864E+02    0.55205E+07    0.64283E+04
   121    0.37908E+04    0.12947E+01   -0.43517E+02    0.54928E+07    0.63729E+04
   122    0.38289E+04    0.13041E+01   -0.44155E+02    0.54653E+07    0.63183E+04
   123    0.38671E+04    0.13128E+01   -0.44778E+02    0.54379E+07    0.62643E+04
   124    0.39054E+04    0.13210E+01   -0.45384E+02    0.54106E+07    0.62110E+04
   125    0.39437E+04    0.13286E+01   -0.45975E+02    0.53836E+07    0.61585E+04
   126    0.39821E+04    0.13356E+01   -0.46549E+02    0.53566E+07    0.61065E+04
   127    0.40204E+04    0.13420E+01   -0.47106E+02    0.53299E+07    0.60553E+04
   128    0.40588E+04    0.13478E+01   -0.47644E+02    0.53032E+07    0.60046E+04
   129    0.40972E+04    0.13530E+01   -0.48164E+02    0.52768E+07    0.59546E+04
   130    0.41356E+04    0.13575E+01   -0.48663E+02    0.52505E+07    0.59051E+04
   131    0.41739E+04    0.13614E+01   -0.49144E+02    0.52243E+07    0.58562E+04
   132    0.42124E+04    0.13647E+01   -0.49603E+02    0.51984E+07    0.58079E+04
   133    0.42507E+04    0.13673E+01   -0.50042E+02    0.51725E+07    0.57602E+04
   134    0.42891E+04    0.13693E+01   -0.50457E+02    0.51469E+07    0.57129E+04
   135    0.43274E+04    0.13707E+01   -0.50850E+02    0.51214E+07    0.56663E+04
   136    0.43655E+04    0.13713E+01   -0.51219E+02    0.50960E+07    0.56201E+04
   137    0.44036E+04    0.13714E+01   -0.51565E+02    0.50709E+07    0.55744E+04
   138    0.44416E+04    0.13708E+01   -0.51887E+02    0.50458E+07    0.55293E+04
   139    0.44794E+04    0.13697E+01   -0.52183E+02    0.50210E+07    0.54847E+04
   140    0.45172E+04    0.13678E+01   -0.52455E+02    0.49963E+07    0.54405E+04
   141    0.45547E+04    0.13653E+01   -0.52701E+02    0.49717E+07    0.53969E+04
   142    0.45922E+04    0.13622E+01   -0.52920E+02    0.49473E+07    0.53537E+04
   143    0.46296E+04    0.13584E+01   -0.53114E+02    0.49231E+07    0.53109E+04
   144    0.46668E+04    0.13541E+01   -0.53281E+02    0.48990E+07    0.52687E+04
   145    0.47038E+04    0.13492E+01   -0.53420E+02    0.48751E+07    0.52269E+04
   146    0.47408E+04    0.13436E+01   -0.53532E+02    0.48513E+07    0.51855E+04
   147    0.47774E+04    0.13375E+01   -0.53615E+02    0.48277E+07    0.51445E+04
   148    0.48138E+04    0.13307E+01   -0.53670E+02    0.48043E+07    0.51040E+04
   149    0.48501E+04    0.13234E+01   -0.53695E+02    0.47810E+07    0.50639E+04
   150    0.48861E+04    0.13156E+01   -0.53690E+02    0.47579E+07    0.50242E+04
   151    0.49219E+04    0.13072E+01   -0.53656E+02    0.47349E+07    0.49849E+04
