#    L    TT             EE             BB             TE          
     2    0.95499E+03    0.33808E-05    0.21564E-05    0.26965E-01
     3    0.92635E+03    0.10110E-04    0.43134E-05    0.61076E-01
     4    0.89762E+03    0.23905E-04    0.71902E-05    0.10425E+00
     5    0.87721E+03    0.48527E-04    0.10788E-04    0.15568E+00
     6    0.86455E+03    0.88441E-04    0.15107E-04    0.21469E+00
     7    0.85793E+03    0.14876E-03    0.20149E-04    0.28059E+00
     8    0.85543E+03    0.23513E-03    0.25915E-04    0.35256E+00
     9    0.85636E+03    0.35388E-03    0.32406E-04    0.43002E+00
    10    0.85987E+03    0.51150E-03    0.39624E-04    0.51209E+00
    11    0.86536E+03    0.71545E-03    0.47570E-04    0.59822E+00
    12    0.87301E+03    0.97316E-03    0.56246E-04    0.68819E+00
    13    0.88175E+03    0.12925E-02    0.65653E-04    0.78039E+00
    14    0.89152E+03    0.16812E-02    0.75794E-04    0.87437E+00
    15    0.90212E+03    0.21484E-02    0.86670E-04    0.96936E+00
    16    0.91389E+03    0.27032E-02    0.98282E-04    0.10657E+01
    17    0.92629E+03    0.33548E-02    0.11063E-03    0.11618E+01
    18    0.93894E+03    0.41106E-02    0.12373E-03    0.12566E+01
    19    0.95299E+03    0.49846E-02    0.13756E-03    0.13510E+01
    20    0.96725E+03    0.59812E-02    0.15214E-03    0.14434E+01
    21    0.98192E+03    0.71114E-02    0.16746E-03    0.15329E+01
    22    0.99695E+03    0.83855E-02    0.18353E-03    0.16193E+01
    23    0.10123E+04    0.98132E-02    0.20035E-03    0.17019E+01
    24    0.10281E+04    0.11403E-01    0.21792E-03    0.17793E+01
    25    0.10441E+04    0.13166E-01    0.23624E-03    0.18518E+01
    26    0.10605E+04    0.15111E-01    0.25531E-03    0.19193E+01
    27    0.10771E+04    0.17247E-01    0.27514E-03    0.19808E+01
    28    0.10940E+04    0.19585E-01    0.29572E-03    0.20351E+01
    29    0.11112E+04    0.22133E-01    0.31707E-03    0.20817E+01
    30    0.11286E+04    0.24900E-01    0.33916E-03    0.21213E+01
    31    0.11461E+04    0.27895E-01    0.36202E-03    0.21530E+01
    32    0.11639E+04    0.31127E-01    0.38564E-03    0.21759E+01
    33    0.11820E+04    0.34606E-01    0.41001E-03    0.21886E+01
    34    0.12002E+04    0.38336E-01    0.43515E-03    0.21922E+01
    35    0.12186E+04    0.42327E-01    0.46105E-03    0.21864E+01
    36    0.12372E+04    0.46588E-01    0.48771E-03    0.21701E+01
    37    0.12560E+04    0.51126E-01    0.51513E-03    0.21423E+01
    38    0.12750E+04    0.55949E-01    0.54332E-03    0.21036E+01
    39    0.12942E+04    0.61058E-01    0.57226E-03    0.20535E+01
    40    0.13135E+04    0.66460E-01    0.60197E-03    0.19910E+01
    41    0.13331E+04    0.72167E-01    0.63245E-03    0.19154E+01
    42    0.13528E+04    0.78183E-01    0.66368E-03    0.18277E+01
    43    0.13727E+04    0.84511E-01    0.69568E-03    0.17285E+01
    44    0.13926E+04    0.91150E-01    0.72844E-03    0.16159E+01
    45    0.14129E+04    0.98109E-01    0.76196E-03    0.14887E+01
    46    0.14333E+04    0.10540E+00    0.79624E-03    0.13477E+01
    47    0.14539E+04    0.11301E+00    0.83129E-03    0.11941E+01
    48    0.14746E+04    0.12096E+00    0.86709E-03    0.10264E+01
    49    0.14956E+04    0.12923E+00    0.90365E-03    0.84348E+00
    50    0.15168E+04    0.13784E+00    0.94098E-03    0.64607E+00
    51    0.15380E+04    0.14680E+00    0.97906E-03    0.43516E+00
    52    0.15597E+04    0.15606E+00    0.10179E-02    0.20961E+00
    53    0.15815E+04    0.16569E+00    0.10575E-02   -0.31796E-01
    54    0.16034E+04    0.17563E+00    0.10979E-02   -0.28808E+00
    55    0.16255E+04    0.18591E+00    0.11390E-02   -0.55825E+00
    56    0.16478E+04    0.19653E+00    0.11808E-02   -0.84330E+00
    57    0.16705E+04    0.20747E+00    0.12235E-02   -0.11443E+01
    58    0.16933E+04    0.21875E+00    0.12668E-02   -0.14606E+01
    59    0.17163E+04    0.23036E+00    0.13110E-02   -0.17912E+01
    60    0.17394E+04    0.24227E+00    0.13558E-02   -0.21350E+01
    61    0.17631E+04    0.25447E+00    0.14015E-02   -0.24915E+01
    62    0.17868E+04    0.26698E+00    0.14479E-02   -0.28620E+01
    63    0.18106E+04    0.27978E+00    0.14950E-02   -0.32480E+01
    64    0.18348E+04    0.29292E+00    0.15429E-02   -0.36514E+01
    65    0.18591E+04    0.30640E+00    0.15916E-02   -0.40733E+01
    66    0.18837E+04    0.32019E+00    0.16410E-02   -0.45124E+01
    67    0.19084E+04    0.33426E+00    0.16911E-02   -0.49664E+01
    68    0.19335E+04    0.34863E+00    0.17420E-02   -0.54335E+01
    69    0.19588E+04    0.36324E+00    0.17937E-02   -0.59111E+01
