#    L    TT             EE             BB             TE          
     2    0.10983E+04    0.44488E-05    0.30354E-05    0.31196E-01
     3    0.10668E+04    0.12764E-04    0.60716E-05    0.70617E-01
     4    0.10346E+04    0.29419E-04    0.10121E-04    0.12051E+00
     5    0.10118E+04    0.58759E-04    0.15185E-04    0.17996E+00
     6    0.99767E+03    0.10594E-03    0.21265E-04    0.24817E+00
     7    0.99038E+03    0.17687E-03    0.28361E-04    0.32437E+00
     8    0.98775E+03    0.27808E-03    0.36477E-04    0.40757E+00
     9    0.98902E+03    0.41687E-03    0.45613E-04    0.49714E+00
    10    0.99321E+03    0.60073E-03    0.55771E-04    0.59205E+00
    11    0.99964E+03    0.83830E-03    0.66955E-04    0.69167E+00
    12    0.10085E+04    0.11382E-02    0.79165E-04    0.79575E+00
    13    0.10187E+04    0.15094E-02    0.92404E-04    0.90241E+00
    14    0.10300E+04    0.19609E-02    0.10668E-03    0.10112E+01
    15    0.10422E+04    0.25034E-02    0.12198E-03    0.11211E+01
    16    0.10558E+04    0.31472E-02    0.13832E-03    0.12326E+01
    17    0.10701E+04    0.39032E-02    0.15570E-03    0.13439E+01
    18    0.10847E+04    0.47796E-02    0.17412E-03    0.14538E+01
    19    0.11009E+04    0.57928E-02    0.19359E-03    0.15631E+01
    20    0.11173E+04    0.69479E-02    0.21410E-03    0.16702E+01
    21    0.11342E+04    0.82576E-02    0.23566E-03    0.17740E+01
    22    0.11514E+04    0.97337E-02    0.25826E-03    0.18742E+01
    23    0.11691E+04    0.11388E-01    0.28193E-03    0.19702E+01
    24    0.11872E+04    0.13229E-01    0.30664E-03    0.20602E+01
    25    0.12056E+04    0.15271E-01    0.33241E-03    0.21445E+01
    26    0.12244E+04    0.17523E-01    0.35925E-03    0.22231E+01
    27    0.12435E+04    0.19997E-01    0.38714E-03    0.22948E+01
    28    0.12628E+04    0.22703E-01    0.41609E-03    0.23583E+01
    29    0.12825E+04    0.25653E-01    0.44611E-03    0.24128E+01
    30    0.13025E+04    0.28856E-01    0.47719E-03    0.24595E+01
    31    0.13226E+04    0.32323E-01    0.50933E-03    0.24969E+01
    32    0.13430E+04    0.36064E-01    0.54255E-03    0.25243E+01
    33    0.13636E+04    0.40090E-01    0.57683E-03    0.25399E+01
    34    0.13845E+04    0.44407E-01    0.61218E-03    0.25452E+01
