#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.90868E+03    0.11829E-05    0.00000E+00    0.26032E-01    0.48195E-07    0.26018E-02   -0.40257E-07
     3    0.88322E+03    0.56019E-05    0.00000E+00    0.58908E-01    0.58576E-07    0.25953E-02   -0.68333E-07
     4    0.85706E+03    0.16157E-04    0.00000E+00    0.10053E+00    0.67508E-07    0.25316E-02   -0.95938E-07
     5    0.83845E+03    0.36486E-04    0.00000E+00    0.15012E+00    0.75263E-07    0.24478E-02   -0.12347E-06
     6    0.82701E+03    0.70908E-04    0.00000E+00    0.20703E+00    0.82027E-07    0.23585E-02   -0.15069E-06
     7    0.82116E+03    0.12437E-03    0.00000E+00    0.27061E+00    0.87977E-07    0.22693E-02   -0.17768E-06
     8    0.81913E+03    0.20234E-03    0.00000E+00    0.34006E+00    0.93244E-07    0.21828E-02   -0.20467E-06
     9    0.82030E+03    0.31093E-03    0.00000E+00    0.41483E+00    0.97933E-07    0.20996E-02   -0.23184E-06
    10    0.82387E+03    0.45643E-03    0.00000E+00    0.49406E+00    0.10211E-06    0.20202E-02   -0.25879E-06
    11    0.82929E+03    0.64607E-03    0.00000E+00    0.57724E+00    0.10586E-06    0.19458E-02   -0.28538E-06
    12    0.83673E+03    0.88702E-03    0.00000E+00    0.66415E+00    0.10920E-06    0.18750E-02   -0.31115E-06
    13    0.84519E+03    0.11869E-02    0.00000E+00    0.75322E+00    0.11222E-06    0.18096E-02   -0.33673E-06
    14    0.85459E+03    0.15532E-02    0.00000E+00    0.84404E+00    0.11490E-06    0.17473E-02   -0.36204E-06
    15    0.86477E+03    0.19947E-02    0.00000E+00    0.93587E+00    0.11734E-06    0.16889E-02   -0.38748E-06
    16    0.87604E+03    0.25204E-02    0.00000E+00    0.10290E+01    0.11952E-06    0.16332E-02   -0.41277E-06
    17    0.88791E+03    0.31391E-02    0.00000E+00    0.11220E+01    0.12147E-06    0.15808E-02   -0.43778E-06
    18    0.89998E+03    0.38578E-02    0.00000E+00    0.12137E+01    0.12322E-06    0.15313E-02   -0.46241E-06
    19    0.91340E+03    0.46902E-02    0.00000E+00    0.13051E+01    0.12480E-06    0.14849E-02   -0.48698E-06
    20    0.92699E+03    0.56405E-02    0.00000E+00    0.13945E+01    0.12619E-06    0.14405E-02   -0.51091E-06
    21    0.94096E+03    0.67196E-02    0.00000E+00    0.14813E+01    0.12743E-06    0.13985E-02   -0.53447E-06
    22    0.95527E+03    0.79370E-02    0.00000E+00    0.15650E+01    0.12854E-06    0.13587E-02   -0.55781E-06
