#    L    TT             EE             BB             TE          
     2    0.11028E+04    0.39156E-05    0.25753E-05    0.29591E-01
     3    0.10621E+04    0.11490E-04    0.51513E-05    0.67242E-01
     4    0.10240E+04    0.26849E-04    0.85871E-05    0.11486E+00
     5    0.99703E+03    0.54094E-04    0.12884E-04    0.17154E+00
     6    0.97990E+03    0.98083E-04    0.18042E-04    0.23649E+00
     7    0.97031E+03    0.16438E-03    0.24064E-04    0.30898E+00
     8    0.96591E+03    0.25914E-03    0.30950E-04    0.38807E+00
     9    0.96573E+03    0.38923E-03    0.38702E-04    0.47313E+00
    10    0.96877E+03    0.56170E-03    0.47323E-04    0.56320E+00
    11    0.97423E+03    0.78469E-03    0.56813E-04    0.65764E+00
    12    0.98229E+03    0.10663E-02    0.67175E-04    0.75623E+00
    13    0.99174E+03    0.14150E-02    0.78412E-04    0.85717E+00
    14    0.10025E+04    0.18392E-02    0.90524E-04    0.96001E+00
    15    0.10143E+04    0.23489E-02    0.10351E-03    0.10639E+01
    16    0.10274E+04    0.29541E-02    0.11739E-03    0.11691E+01
    17    0.10414E+04    0.36647E-02    0.13214E-03    0.12740E+01
    18    0.10556E+04    0.44886E-02    0.14778E-03    0.13774E+01
    19    0.10716E+04    0.54411E-02    0.16430E-03    0.14803E+01
    20    0.10878E+04    0.65272E-02    0.18172E-03    0.15808E+01
    21    0.11045E+04    0.77588E-02    0.20002E-03    0.16782E+01
    22    0.11217E+04    0.91469E-02    0.21922E-03    0.17720E+01
    23    0.11393E+04    0.10702E-01    0.23931E-03    0.18615E+01
    24    0.11573E+04    0.12434E-01    0.26030E-03    0.19453E+01
    25    0.11757E+04    0.14355E-01    0.28219E-03    0.20236E+01
    26    0.11945E+04    0.16473E-01    0.30498E-03    0.20963E+01
    27    0.12136E+04    0.18800E-01    0.32867E-03    0.21624E+01
    28    0.12330E+04    0.21347E-01    0.35327E-03    0.22204E+01
    29    0.12528E+04    0.24122E-01    0.37877E-03    0.22699E+01
