#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.615299E+06   0.615298E+06   0.819896E+06   0.819869E+06   0.661025E+06   0.616088E+06   0.615298E+06   0.624991E+06  -0.603183E+00   0.612873E+06   0.612873E+06   0.188358E+01
   0.798228E-04   0.615294E+06   0.615294E+06   0.819765E+06   0.819732E+06   0.660961E+06   0.616083E+06   0.615294E+06   0.624984E+06  -0.603176E+00   0.612869E+06   0.612869E+06   0.210491E+01
   0.892035E-04   0.615289E+06   0.615288E+06   0.819602E+06   0.819561E+06   0.660880E+06   0.616077E+06   0.615289E+06   0.624976E+06  -0.603167E+00   0.612863E+06   0.612863E+06   0.235224E+01
   0.996866E-04   0.615283E+06   0.615281E+06   0.819399E+06   0.819347E+06   0.660780E+06   0.616068E+06   0.615282E+06   0.624966E+06  -0.603157E+00   0.612856E+06   0.612856E+06   0.262862E+01
   0.111402E-03   0.615274E+06   0.615273E+06   0.819145E+06   0.819080E+06   0.660654E+06   0.616058E+06   0.615274E+06   0.624953E+06  -0.603144E+00   0.612848E+06   0.612848E+06   0.293746E+01
   0.124493E-03   0.615264E+06   0.615262E+06   0.818827E+06   0.818747E+06   0.660498E+06   0.616045E+06   0.615264E+06   0.624936E+06  -0.603127E+00   0.612837E+06   0.612837E+06   0.328257E+01
   0.139124E-03   0.615252E+06   0.615249E+06   0.818431E+06   0.818331E+06   0.660302E+06   0.616029E+06   0.615251E+06   0.624916E+06  -0.603106E+00   0.612824E+06   0.612823E+06   0.366820E+01
   0.155474E-03   0.615236E+06   0.615232E+06   0.817937E+06   0.817811E+06   0.660057E+06   0.616009E+06   0.615235E+06   0.624891E+06  -0.603080E+00   0.612807E+06   0.612807E+06   0.409909E+01
   0.173745E-03   0.615216E+06   0.615212E+06   0.817320E+06   0.817163E+06   0.659752E+06   0.615984E+06   0.615215E+06   0.624859E+06  -0.603048E+00   0.612786E+06   0.612786E+06   0.458054E+01
   0.194163E-03   0.615191E+06   0.615186E+06   0.816550E+06   0.816354E+06   0.659372E+06   0.615953E+06   0.615190E+06   0.624820E+06  -0.603008E+00   0.612760E+06   0.612759E+06   0.511847E+01
   0.216981E-03   0.615160E+06   0.615154E+06   0.815589E+06   0.815346E+06   0.658897E+06   0.615915E+06   0.615159E+06   0.624770E+06  -0.602958E+00   0.612728E+06   0.612727E+06   0.571947E+01
