#           k/h    P           
    0.10000E-03    0.27442E+00
    0.10202E-03    0.27979E+00
    0.10408E-03    0.28527E+00
    0.10618E-03    0.29086E+00
    0.10833E-03    0.29656E+00
    0.11052E-03    0.30237E+00
    0.11275E-03    0.30829E+00
    0.11503E-03    0.31433E+00
    0.11735E-03    0.32048E+00
    0.11972E-03    0.32676E+00
    0.12214E-03    0.33316E+00
    0.12461E-03    0.33968E+00
    0.12712E-03    0.34634E+00
    0.12969E-03    0.35312E+00
    0.13231E-03    0.36003E+00
    0.13499E-03    0.36709E+00
    0.13771E-03    0.37427E+00
    0.14049E-03    0.38160E+00
    0.14333E-03    0.38908E+00
    0.14623E-03    0.39670E+00
    0.14918E-03    0.40446E+00
    0.15220E-03    0.41238E+00
    0.15527E-03    0.42046E+00
    0.15841E-03    0.42869E+00
    0.16161E-03    0.43709E+00
    0.16487E-03    0.44565E+00
    0.16820E-03    0.45437E+00
    0.17160E-03    0.46327E+00
    0.17507E-03    0.47234E+00
    0.17860E-03    0.48159E+00
    0.18221E-03    0.49102E+00
    0.18589E-03    0.50063E+00
    0.18965E-03    0.51043E+00
    0.19348E-03    0.52043E+00
    0.19739E-03    0.53062E+00
    0.20138E-03    0.54100E+00
    0.20544E-03    0.55160E+00
    0.20959E-03    0.56239E+00
    0.21383E-03    0.57340E+00
    0.21815E-03    0.58463E+00
    0.22255E-03    0.59607E+00
    0.22705E-03    0.60774E+00
    0.23164E-03    0.61964E+00
    0.23632E-03    0.63176E+00
    0.24109E-03    0.64413E+00
    0.24596E-03    0.65673E+00
    0.25093E-03    0.66959E+00
    0.25600E-03    0.68269E+00
    0.26117E-03    0.69605E+00
    0.26645E-03    0.70967E+00
    0.27183E-03    0.72356E+00
    0.27732E-03    0.73772E+00
    0.28292E-03    0.75215E+00
    0.28864E-03    0.76687E+00
    0.29447E-03    0.78187E+00
    0.30042E-03    0.79716E+00
    0.30649E-03    0.81276E+00
    0.31268E-03    0.82866E+00
