#    L    TT             EE             TE             PP             TP          
     2    0.95499E+03    0.12245E-05    0.26965E-01    0.10320E+07    0.25737E+05
     3    0.92635E+03    0.57967E-05    0.61076E-01    0.15876E+07    0.30585E+05
     4    0.89761E+03    0.16715E-04    0.10425E+00    0.20819E+07    0.32838E+05
     5    0.87719E+03    0.37739E-04    0.15568E+00    0.25187E+07    0.33738E+05
     6    0.86452E+03    0.73334E-04    0.21469E+00    0.29042E+07    0.33898E+05
     7    0.85789E+03    0.12861E-03    0.28060E+00    0.32461E+07    0.33633E+05
     8    0.85539E+03    0.20922E-03    0.35256E+00    0.35505E+07    0.33119E+05
     9    0.85631E+03    0.32148E-03    0.43003E+00    0.38230E+07    0.32453E+05
    10    0.85980E+03    0.47188E-03    0.51210E+00    0.40670E+07    0.31700E+05
    11    0.86528E+03    0.66788E-03    0.59824E+00    0.42871E+07    0.30916E+05
    12    0.87292E+03    0.91691E-03    0.68822E+00    0.44844E+07    0.30104E+05
    13    0.88164E+03    0.12268E-02    0.78042E+00    0.46634E+07    0.29315E+05
    14    0.89140E+03    0.16054E-02    0.87441E+00    0.48243E+07    0.28526E+05
    15    0.90198E+03    0.20617E-02    0.96941E+00    0.49706E+07    0.27759E+05
    16    0.91373E+03    0.26049E-02    0.10658E+01    0.51032E+07    0.27005E+05
    17    0.92612E+03    0.32442E-02    0.11619E+01    0.52223E+07    0.26275E+05
    18    0.93874E+03    0.39869E-02    0.12567E+01    0.53308E+07    0.25573E+05
    19    0.95278E+03    0.48470E-02    0.13511E+01    0.54290E+07    0.24904E+05
    20    0.96702E+03    0.58290E-02    0.14435E+01    0.55174E+07    0.24252E+05
    21    0.98166E+03    0.69440E-02    0.15331E+01    0.55971E+07    0.23627E+05
    22    0.99667E+03    0.82020E-02    0.16195E+01    0.56692E+07    0.23027E+05
    23    0.10120E+04    0.96129E-02    0.17022E+01    0.57342E+07    0.22450E+05
    24    0.10277E+04    0.11185E-01    0.17796E+01    0.57920E+07    0.21900E+05
    25    0.10438E+04    0.12930E-01    0.18522E+01    0.58440E+07    0.21373E+05
    26    0.10601E+04    0.14855E-01    0.19197E+01    0.58904E+07    0.20863E+05
    27    0.10767E+04    0.16972E-01    0.19812E+01    0.59313E+07    0.20373E+05
    28    0.10935E+04    0.19290E-01    0.20356E+01    0.59675E+07    0.19904E+05
    29    0.11107E+04    0.21817E-01    0.20822E+01    0.59991E+07    0.19457E+05
    30    0.11281E+04    0.24561E-01    0.21220E+01    0.60266E+07    0.19023E+05
    31    0.11456E+04    0.27534E-01    0.21537E+01    0.60499E+07    0.18604E+05
    32    0.11634E+04    0.30743E-01    0.21767E+01    0.60698E+07    0.18202E+05
    33    0.11814E+04    0.34197E-01    0.21894E+01    0.60864E+07    0.17819E+05
    34    0.11996E+04    0.37902E-01    0.21932E+01    0.60998E+07    0.17448E+05
    35    0.12180E+04    0.41868E-01    0.21875E+01    0.61102E+07    0.17089E+05
    36    0.12365E+04    0.46103E-01    0.21712E+01    0.61179E+07    0.16743E+05
    37    0.12553E+04    0.50614E-01    0.21436E+01    0.61231E+07    0.16411E+05
    38    0.12743E+04    0.55409E-01    0.21050E+01    0.61259E+07    0.16091E+05
    39    0.12934E+04    0.60489E-01    0.20550E+01    0.61265E+07    0.15781E+05
    40    0.13127E+04    0.65863E-01    0.19926E+01    0.61250E+07    0.15483E+05
    41    0.13323E+04    0.71540E-01    0.19171E+01    0.61215E+07    0.15196E+05
    42    0.13519E+04    0.77526E-01    0.18296E+01    0.61163E+07    0.14918E+05
    43    0.13718E+04    0.83823E-01    0.17304E+01    0.61094E+07    0.14647E+05
    44    0.13917E+04    0.90430E-01    0.16180E+01    0.61009E+07    0.14385E+05
    45    0.14119E+04    0.97357E-01    0.14908E+01    0.60909E+07    0.14134E+05
    46    0.14324E+04    0.10462E+00    0.13500E+01    0.60795E+07    0.13891E+05
    47    0.14529E+04    0.11220E+00    0.11965E+01    0.60668E+07    0.13654E+05
    48    0.14736E+04    0.12010E+00    0.10289E+01    0.60530E+07    0.13423E+05
    49    0.14945E+04    0.12834E+00    0.84614E+00    0.60379E+07    0.13202E+05
    50    0.15157E+04    0.13692E+00    0.64885E+00    0.60218E+07    0.12987E+05
    51    0.15369E+04    0.14584E+00    0.43805E+00    0.60048E+07    0.12778E+05
    52    0.15585E+04    0.15507E+00    0.21262E+00    0.59869E+07    0.12575E+05
    53    0.15803E+04    0.16466E+00   -0.28686E-01    0.59681E+07    0.12379E+05
    54    0.16022E+04    0.17457E+00   -0.28487E+00    0.59485E+07    0.12188E+05
    55    0.16242E+04    0.18481E+00   -0.55495E+00    0.59281E+07    0.12002E+05
    56    0.16465E+04    0.19539E+00   -0.83991E+00    0.59070E+07    0.11821E+05
    57    0.16691E+04    0.20629E+00   -0.11408E+01    0.58853E+07    0.11647E+05
    58    0.16919E+04    0.21753E+00   -0.14570E+01    0.58630E+07    0.11477E+05
    59    0.17148E+04    0.22911E+00   -0.17876E+01    0.58402E+07    0.11311E+05
    60    0.17379E+04    0.24097E+00   -0.21314E+01    0.58168E+07    0.11148E+05
    61    0.17616E+04    0.25314E+00   -0.24878E+01    0.57930E+07    0.10991E+05
    62    0.17852E+04    0.26560E+00   -0.28583E+01    0.57687E+07    0.10837E+05
    63    0.18090E+04    0.27836E+00   -0.32443E+01    0.57440E+07    0.10688E+05
    64    0.18332E+04    0.29146E+00   -0.36477E+01    0.57190E+07    0.10543E+05
    65    0.18575E+04    0.30490E+00   -0.40697E+01    0.56936E+07    0.10402E+05
    66    0.18820E+04    0.31865E+00   -0.45088E+01    0.56679E+07    0.10265E+05
    67    0.19067E+04    0.33268E+00   -0.49629E+01    0.56419E+07    0.10130E+05
    68    0.19318E+04    0.34701E+00   -0.54301E+01    0.56156E+07    0.99994E+04
    69    0.19570E+04    0.36157E+00   -0.59078E+01    0.55892E+07    0.98713E+04
    70    0.19826E+04    0.37638E+00   -0.63962E+01    0.55625E+07    0.97462E+04
    71    0.20084E+04    0.39141E+00   -0.68966E+01    0.55356E+07    0.96239E+04
    72    0.20345E+04    0.40663E+00   -0.74103E+01    0.55085E+07    0.95044E+04
    73    0.20608E+04    0.42202E+00   -0.79380E+01    0.54813E+07    0.93875E+04
    74    0.20872E+04    0.43761E+00   -0.84787E+01    0.54540E+07    0.92732E+04
    75    0.21140E+04    0.45341E+00   -0.90315E+01    0.54265E+07    0.91614E+04
    76    0.21409E+04    0.46943E+00   -0.95963E+01    0.53990E+07    0.90519E+04
    77    0.21682E+04    0.48566E+00   -0.10173E+02    0.53713E+07    0.89448E+04
    78    0.21958E+04    0.50212E+00   -0.10763E+02    0.53436E+07    0.88401E+04
    79    0.22235E+04    0.51874E+00   -0.11362E+02    0.53158E+07    0.87375E+04
    80    0.22516E+04    0.53551E+00   -0.11971E+02    0.52880E+07    0.86372E+04
    81    0.22800E+04    0.55236E+00   -0.12591E+02    0.52602E+07    0.85390E+04
