#    L    TT             EE             BB             TE          
     2    0.78989E+03    0.27466E-05    0.16876E-05    0.23339E-01
     3    0.77151E+03    0.83938E-05    0.33757E-05    0.52693E-01
     4    0.75126E+03    0.20106E-04    0.56272E-05    0.89868E-01
     5    0.73681E+03    0.41151E-04    0.84427E-05    0.13419E+00
     6    0.72813E+03    0.75408E-04    0.11823E-04    0.18509E+00
     7    0.72401E+03    0.12732E-03    0.15769E-04    0.24197E+00
     8    0.72299E+03    0.20181E-03    0.20281E-04    0.30414E+00
     9    0.72462E+03    0.30437E-03    0.25360E-04    0.37111E+00
    10    0.72822E+03    0.44064E-03    0.31008E-04    0.44210E+00
    11    0.73335E+03    0.61714E-03    0.37226E-04    0.51667E+00
    12    0.74018E+03    0.84031E-03    0.44015E-04    0.59462E+00
    13    0.74783E+03    0.11170E-02    0.51376E-04    0.67457E+00
    14    0.75626E+03    0.14540E-02    0.59311E-04    0.75613E+00
    15    0.76532E+03    0.18591E-02    0.67820E-04    0.83864E+00
    16    0.77532E+03    0.23405E-02    0.76906E-04    0.92239E+00
    17    0.78580E+03    0.29060E-02    0.86569E-04    0.10061E+01
    18    0.79643E+03    0.35621E-02    0.96812E-04    0.10887E+01
    19    0.80821E+03    0.43209E-02    0.10763E-03    0.11711E+01
    20    0.82012E+03    0.51863E-02    0.11904E-03    0.12518E+01
    21    0.83234E+03    0.61680E-02    0.13102E-03    0.13301E+01
    22    0.84483E+03    0.72747E-02    0.14359E-03    0.14058E+01
    23    0.85760E+03    0.85151E-02    0.15675E-03    0.14784E+01
    24    0.87061E+03    0.98966E-02    0.17049E-03    0.15466E+01
    25    0.88388E+03    0.11428E-01    0.18482E-03    0.16106E+01
    26    0.89738E+03    0.13118E-01    0.19974E-03    0.16704E+01
    27    0.91112E+03    0.14975E-01    0.21525E-03    0.17252E+01
    28    0.92498E+03    0.17007E-01    0.23134E-03    0.17739E+01
    29    0.93912E+03    0.19221E-01    0.24803E-03    0.18159E+01
    30    0.95342E+03    0.21626E-01    0.26531E-03    0.18521E+01
    31    0.96784E+03    0.24229E-01    0.28318E-03    0.18815E+01
    32    0.98246E+03    0.27039E-01    0.30165E-03    0.19034E+01
    33    0.99722E+03    0.30062E-01    0.32071E-03    0.19168E+01
    34    0.10122E+04    0.33303E-01    0.34036E-03    0.19222E+01
    35    0.10273E+04    0.36773E-01    0.36060E-03    0.19197E+01
    36    0.10424E+04    0.40476E-01    0.38145E-03    0.19082E+01
    37    0.10578E+04    0.44420E-01    0.40288E-03    0.18870E+01
    38    0.10733E+04    0.48611E-01    0.42491E-03    0.18565E+01
    39    0.10890E+04    0.53050E-01    0.44754E-03    0.18161E+01
    40    0.11048E+04    0.57745E-01    0.47076E-03    0.17651E+01
    41    0.11208E+04    0.62703E-01    0.49457E-03    0.17030E+01
    42    0.11369E+04    0.67930E-01    0.51898E-03    0.16306E+01
    43    0.11531E+04    0.73428E-01    0.54398E-03    0.15483E+01
    44    0.11694E+04    0.79194E-01    0.56958E-03    0.14545E+01
    45    0.11859E+04    0.85239E-01    0.59577E-03    0.13483E+01
    46    0.12026E+04    0.91573E-01    0.62255E-03    0.12303E+01
    47    0.12194E+04    0.98184E-01    0.64993E-03    0.11014E+01
    48    0.12363E+04    0.10508E+00    0.67790E-03    0.96054E+00
    49    0.12533E+04    0.11226E+00    0.70646E-03    0.80675E+00
    50    0.12707E+04    0.11974E+00    0.73562E-03    0.64055E+00
    51    0.12880E+04    0.12752E+00    0.76536E-03    0.46263E+00
    52    0.13057E+04    0.13556E+00    0.79570E-03    0.27220E+00
    53    0.13235E+04    0.14391E+00    0.82662E-03    0.68361E-01
    54    0.13413E+04    0.15254E+00    0.85814E-03   -0.14820E+00
    55    0.13593E+04    0.16146E+00    0.89024E-03   -0.37680E+00
    56    0.13776E+04    0.17067E+00    0.92293E-03   -0.61809E+00
    57    0.13960E+04    0.18016E+00    0.95621E-03   -0.87282E+00
    58    0.14147E+04    0.18995E+00    0.99008E-03   -0.11407E+01
    59    0.14334E+04    0.20002E+00    0.10245E-02   -0.14211E+01
    60    0.14523E+04    0.21033E+00    0.10596E-02   -0.17127E+01
    61    0.14718E+04    0.22091E+00    0.10952E-02   -0.20147E+01
    62    0.14911E+04    0.23175E+00    0.11314E-02   -0.23284E+01
    63    0.15106E+04    0.24283E+00    0.11682E-02   -0.26554E+01
    64    0.15304E+04    0.25421E+00    0.12056E-02   -0.29976E+01
    65    0.15502E+04    0.26590E+00    0.12435E-02   -0.33562E+01
    66    0.15703E+04    0.27784E+00    0.12821E-02   -0.37298E+01
    67    0.15905E+04    0.29003E+00    0.13212E-02   -0.41162E+01
    68    0.16110E+04    0.30249E+00    0.13609E-02   -0.45137E+01
    69    0.16317E+04    0.31514E+00    0.14012E-02   -0.49197E+01
    70    0.16527E+04    0.32799E+00    0.14421E-02   -0.53344E+01
    71    0.16739E+04    0.34103E+00    0.14836E-02   -0.57591E+01
    72    0.16953E+04    0.35422E+00    0.15256E-02   -0.61952E+01
    73    0.17168E+04    0.36757E+00    0.15683E-02   -0.66434E+01
    74    0.17385E+04    0.38106E+00    0.16115E-02   -0.71028E+01
    75    0.17605E+04    0.39474E+00    0.16553E-02   -0.75724E+01
    76    0.17826E+04    0.40862E+00    0.16997E-02   -0.80523E+01
    77    0.18050E+04    0.42267E+00    0.17447E-02   -0.85424E+01
    78    0.18277E+04    0.43693E+00    0.17903E-02   -0.90439E+01
    79    0.18505E+04    0.45132E+00    0.18364E-02   -0.95528E+01
    80    0.18736E+04    0.46583E+00    0.18832E-02   -0.10070E+02
    81    0.18969E+04    0.48042E+00    0.19305E-02   -0.10597E+02
    82    0.19205E+04    0.49509E+00    0.19785E-02   -0.11132E+02
    83    0.19443E+04    0.50983E+00    0.20270E-02   -0.11675E+02
    84    0.19683E+04    0.52463E+00    0.20761E-02   -0.12226E+02
    85    0.19925E+04    0.53947E+00    0.21258E-02   -0.12784E+02
    86    0.20169E+04    0.55436E+00    0.21762E-02   -0.13350E+02
    87    0.20417E+04    0.56928E+00    0.22271E-02   -0.13921E+02
    88    0.20665E+04    0.58422E+00    0.22786E-02   -0.14499E+02
    89    0.20916E+04    0.59918E+00    0.23308E-02   -0.15083E+02
    90    0.21170E+04    0.61412E+00    0.23835E-02   -0.15672E+02
    91    0.21425E+04    0.62903E+00    0.24369E-02   -0.16265E+02
    92    0.21683E+04    0.64389E+00    0.24908E-02   -0.16862E+02
    93    0.21944E+04    0.65870E+00    0.25454E-02   -0.17463E+02
    94    0.22205E+04    0.67342E+00    0.26006E-02   -0.18066E+02
    95    0.22469E+04    0.68805E+00    0.26565E-02   -0.18674E+02
    96    0.22733E+04    0.70257E+00    0.27129E-02   -0.19283E+02
    97    0.23001E+04    0.71698E+00    0.27700E-02   -0.19895E+02
    98    0.23271E+04    0.73127E+00    0.28277E-02   -0.20506E+02
    99    0.23542E+04    0.74539E+00    0.28861E-02   -0.21120E+02
   100    0.23816E+04    0.75935E+00    0.29450E-02   -0.21733E+02
   101    0.24091E+04    0.77320E+00    0.30047E-02   -0.22347E+02
   102    0.24370E+04    0.78681E+00    0.30650E-02   -0.22960E+02
   103    0.24649E+04    0.80023E+00    0.31259E-02   -0.23572E+02
   104    0.24930E+04    0.81348E+00    0.31875E-02   -0.24182E+02
   105    0.25213E+04    0.82647E+00    0.32497E-02   -0.24790E+02
   106    0.25497E+04    0.83929E+00    0.33126E-02   -0.25396E+02
   107    0.25780E+04    0.85177E+00    0.33762E-02   -0.25997E+02
   108    0.26067E+04    0.86401E+00    0.34405E-02   -0.26596E+02
   109    0.26355E+04    0.87591E+00    0.35054E-02   -0.27190E+02
   110    0.26644E+04    0.88749E+00    0.35710E-02   -0.27779E+02
   111    0.26934E+04    0.89881E+00    0.36373E-02   -0.28362E+02
   112    0.27226E+04    0.90981E+00    0.37043E-02   -0.28941E+02
   113    0.27519E+04    0.92048E+00    0.37720E-02   -0.29513E+02
   114    0.27813E+04    0.93074E+00    0.38404E-02   -0.30077E+02
   115    0.28110E+04    0.94075E+00    0.39095E-02   -0.30634E+02
   116    0.28406E+04    0.95028E+00    0.39793E-02   -0.31183E+02
   117    0.28704E+04    0.95941E+00    0.40498E-02   -0.31723E+02
   118    0.29005E+04    0.96829E+00    0.41211E-02   -0.32255E+02
   119    0.29305E+04    0.97677E+00    0.41930E-02   -0.32776E+02
   120    0.29606E+04    0.98471E+00    0.42657E-02   -0.33287E+02
   121    0.29907E+04    0.99240E+00    0.43392E-02   -0.33787E+02
   122    0.30209E+04    0.99954E+00    0.44134E-02   -0.34276E+02
   123    0.30511E+04    0.10062E+01    0.44883E-02   -0.34754E+02
