#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.91581E+03    0.25922E-01    0.10867E-02    0.25922E-01    0.11895E-05   -0.16407E-07    0.10867E-02   -0.16407E-07    0.78103E-08
     3    0.88705E+03    0.58755E-01    0.76369E-03    0.58755E-01    0.56328E-05   -0.19701E-07    0.76369E-03   -0.19701E-07    0.47409E-08
     4    0.85861E+03    0.10031E+00    0.57531E-03    0.10031E+00    0.16244E-04   -0.21429E-07    0.57531E-03   -0.21429E-07    0.32745E-08
     5    0.83842E+03    0.14983E+00    0.45297E-03    0.14983E+00    0.36680E-04   -0.22520E-07    0.45297E-03   -0.22520E-07    0.24309E-08
     6    0.82586E+03    0.20663E+00    0.36789E-03    0.20663E+00    0.71280E-04   -0.23231E-07    0.36789E-03   -0.23231E-07    0.18901E-08
     7    0.81921E+03    0.27008E+00    0.30576E-03    0.27008E+00    0.12501E-03   -0.23722E-07    0.30576E-03   -0.23722E-07    0.15186E-08
     8    0.81660E+03    0.33937E+00    0.25870E-03    0.33937E+00    0.20337E-03   -0.24099E-07    0.25870E-03   -0.24099E-07    0.12503E-08
     9    0.81734E+03    0.41396E+00    0.22201E-03    0.41396E+00    0.31249E-03   -0.24418E-07    0.22201E-03   -0.24418E-07    0.10492E-08
    10    0.82060E+03    0.49298E+00    0.19273E-03    0.49298E+00    0.45868E-03   -0.24654E-07    0.19273E-03   -0.24654E-07    0.89390E-09
    11    0.82578E+03    0.57591E+00    0.16904E-03    0.57591E+00    0.64920E-03   -0.24819E-07    0.16904E-03   -0.24819E-07    0.77132E-09
    12    0.83305E+03    0.66253E+00    0.14945E-03    0.66253E+00    0.89125E-03   -0.24892E-07    0.14945E-03   -0.24892E-07    0.67236E-09
    13    0.84138E+03    0.75128E+00    0.13321E-03    0.75128E+00    0.11925E-02   -0.24940E-07    0.13321E-03   -0.24940E-07    0.59147E-09
    14    0.85070E+03    0.84174E+00    0.11945E-03    0.84174E+00    0.15603E-02   -0.24963E-07    0.11945E-03   -0.24963E-07    0.52422E-09
    15    0.86082E+03    0.93314E+00    0.10774E-03    0.93314E+00    0.20038E-02   -0.24991E-07    0.10774E-03   -0.24991E-07    0.46781E-09
    16    0.87207E+03    0.10258E+01    0.97641E-04    0.10258E+01    0.25317E-02   -0.25007E-07    0.97641E-04   -0.25007E-07    0.41993E-09
    17    0.88394E+03    0.11183E+01    0.88893E-04    0.11183E+01    0.31529E-02   -0.25005E-07    0.88893E-04   -0.25005E-07    0.37885E-09
    18    0.89604E+03    0.12094E+01    0.81267E-04    0.12094E+01    0.38745E-02   -0.24983E-07    0.81267E-04   -0.24983E-07    0.34344E-09
    19    0.90949E+03    0.13001E+01    0.74600E-04    0.13001E+01    0.47101E-02   -0.24960E-07    0.74600E-04   -0.24960E-07    0.31265E-09
    20    0.92314E+03    0.13888E+01    0.68688E-04    0.13888E+01    0.56641E-02   -0.24908E-07    0.68688E-04   -0.24908E-07    0.28567E-09
    21    0.93719E+03    0.14747E+01    0.63450E-04    0.14747E+01    0.67471E-02   -0.24844E-07    0.63450E-04   -0.24844E-07    0.26193E-09
    22    0.95158E+03    0.15575E+01    0.58783E-04    0.15575E+01    0.79690E-02   -0.24775E-07    0.58783E-04   -0.24775E-07    0.24093E-09
