#    L    TT             EE             BB             TE          
     2    0.92921E+03    0.26154E-05    0.15402E-05    0.23740E-01
     3    0.88844E+03    0.81605E-05    0.30808E-05    0.54120E-01
     4    0.85209E+03    0.19762E-04    0.51356E-05    0.92518E-01
     5    0.82642E+03    0.40692E-04    0.77053E-05    0.13817E+00
     6    0.80985E+03    0.74831E-04    0.10791E-04    0.19046E+00
     7    0.80014E+03    0.12662E-03    0.14392E-04    0.24876E+00
     8    0.79515E+03    0.20096E-03    0.18511E-04    0.31233E+00
     9    0.79396E+03    0.30333E-03    0.23149E-04    0.38065E+00
    10    0.79567E+03    0.43936E-03    0.28306E-04    0.45295E+00
    11    0.79955E+03    0.61553E-03    0.33983E-04    0.52870E+00
    12    0.80570E+03    0.83826E-03    0.40183E-04    0.60773E+00
    13    0.81314E+03    0.11144E-02    0.46905E-04    0.68860E+00
    14    0.82172E+03    0.14505E-02    0.54153E-04    0.77093E+00
    15    0.83125E+03    0.18547E-02    0.61926E-04    0.85401E+00
    16    0.84197E+03    0.23348E-02    0.70227E-04    0.93816E+00
    17    0.85339E+03    0.28989E-02    0.79057E-04    0.10219E+01
    18    0.86514E+03    0.35531E-02    0.88416E-04    0.11044E+01
    19    0.87831E+03    0.43097E-02    0.98307E-04    0.11863E+01
    20    0.89175E+03    0.51726E-02    0.10873E-03    0.12664E+01
    21    0.90563E+03    0.61514E-02    0.11969E-03    0.13438E+01
    22    0.91991E+03    0.72548E-02    0.13118E-03    0.14182E+01
    23    0.93458E+03    0.84915E-02    0.14321E-03    0.14892E+01
    24    0.94964E+03    0.98688E-02    0.15578E-03    0.15554E+01
    25    0.96506E+03    0.11396E-01    0.16889E-03    0.16171E+01
    26    0.98079E+03    0.13081E-01    0.18254E-03    0.16743E+01
    27    0.99685E+03    0.14933E-01    0.19673E-03    0.17259E+01
    28    0.10131E+04    0.16959E-01    0.21146E-03    0.17710E+01
    29    0.10298E+04    0.19168E-01    0.22674E-03    0.18092E+01
    30    0.10466E+04    0.21566E-01    0.24256E-03    0.18412E+01
    31    0.10637E+04    0.24164E-01    0.25892E-03    0.18659E+01
    32    0.10810E+04    0.26967E-01    0.27584E-03    0.18825E+01
    33    0.10986E+04    0.29984E-01    0.29329E-03    0.18900E+01
    34    0.11163E+04    0.33220E-01    0.31130E-03    0.18895E+01
    35    0.11343E+04    0.36684E-01    0.32985E-03    0.18805E+01
    36    0.11524E+04    0.40382E-01    0.34895E-03    0.18618E+01
    37    0.11708E+04    0.44322E-01    0.36860E-03    0.18327E+01
    38    0.11894E+04    0.48509E-01    0.38880E-03    0.17940E+01
    39    0.12082E+04    0.52946E-01    0.40954E-03    0.17451E+01
    40    0.12271E+04    0.57639E-01    0.43084E-03    0.16851E+01
    41    0.12463E+04    0.62598E-01    0.45268E-03    0.16133E+01
    42    0.12656E+04    0.67826E-01    0.47508E-03    0.15305E+01
    43    0.12851E+04    0.73328E-01    0.49802E-03    0.14374E+01
    44    0.13047E+04    0.79101E-01    0.52152E-03    0.13323E+01
    45    0.13246E+04    0.85154E-01    0.54556E-03    0.12139E+01
    46    0.13447E+04    0.91499E-01    0.57015E-03    0.10832E+01
    47    0.13649E+04    0.98125E-01    0.59529E-03    0.94136E+00
    48    0.13852E+04    0.10504E+00    0.62098E-03    0.78684E+00
    49    0.14058E+04    0.11224E+00    0.64722E-03    0.61834E+00
    50    0.14267E+04    0.11975E+00    0.67401E-03    0.43684E+00
    51    0.14476E+04    0.12755E+00    0.70134E-03    0.24352E+00
    52    0.14688E+04    0.13563E+00    0.72922E-03    0.37061E-01
    53    0.14903E+04    0.14403E+00    0.75765E-03   -0.18400E+00
    54    0.15119E+04    0.15270E+00    0.78663E-03   -0.41847E+00
    55    0.15335E+04    0.16167E+00    0.81615E-03   -0.66517E+00
    56    0.15555E+04    0.17094E+00    0.84622E-03   -0.92525E+00
    57    0.15777E+04    0.18050E+00    0.87684E-03   -0.12000E+01
    58    0.16002E+04    0.19036E+00    0.90800E-03   -0.14886E+01
    59    0.16227E+04    0.20051E+00    0.93970E-03   -0.17897E+01
    60    0.16454E+04    0.21092E+00    0.97196E-03   -0.21025E+01
    61    0.16687E+04    0.22160E+00    0.10048E-02   -0.24266E+01
    62    0.16919E+04    0.23254E+00    0.10381E-02   -0.27632E+01
    63    0.17152E+04    0.24375E+00    0.10720E-02   -0.31141E+01
    64    0.17390E+04    0.25526E+00    0.11064E-02   -0.34810E+01
    65    0.17628E+04    0.26709E+00    0.11414E-02   -0.38650E+01
    66    0.17869E+04    0.27918E+00    0.11769E-02   -0.42650E+01
    67    0.18111E+04    0.29154E+00    0.12130E-02   -0.46784E+01
    68    0.18357E+04    0.30417E+00    0.12496E-02   -0.51038E+01
    69    0.18605E+04    0.31701E+00    0.12867E-02   -0.55382E+01
    70    0.18856E+04    0.33007E+00    0.13244E-02   -0.59822E+01
    71    0.19109E+04    0.34333E+00    0.13627E-02   -0.64369E+01
    72    0.19364E+04    0.35676E+00    0.14014E-02   -0.69037E+01
    73    0.19621E+04    0.37035E+00    0.14408E-02   -0.73833E+01
    74    0.19880E+04    0.38411E+00    0.14807E-02   -0.78749E+01
    75    0.20141E+04    0.39807E+00    0.15211E-02   -0.83773E+01
    76    0.20404E+04    0.41224E+00    0.15621E-02   -0.88908E+01
    77    0.20670E+04    0.42662E+00    0.16036E-02   -0.94152E+01
    78    0.20939E+04    0.44120E+00    0.16457E-02   -0.99517E+01
    79    0.21210E+04    0.45595E+00    0.16883E-02   -0.10496E+02
    80    0.21484E+04    0.47083E+00    0.17315E-02   -0.11050E+02
    81    0.21760E+04    0.48580E+00    0.17752E-02   -0.11614E+02
    82    0.22039E+04    0.50088E+00    0.18195E-02   -0.12187E+02
    83    0.22320E+04    0.51605E+00    0.18643E-02   -0.12770E+02
    84    0.22604E+04    0.53130E+00    0.19097E-02   -0.13360E+02
    85    0.22889E+04    0.54661E+00    0.19557E-02   -0.13959E+02
    86    0.23177E+04    0.56199E+00    0.20022E-02   -0.14565E+02
