# L    TT    EE    TE    PP    TP
2 6.10009E+02 8.78093E-07 1.96868E-02 8.26199E+05 1.40009E+04
3 6.05125E+02 4.16762E-06 4.40930E-02 1.27472E+06 1.71319E+04
4 5.95890E+02 1.20394E-05 7.50346E-02 1.67679E+06 1.87459E+04
5 5.89214E+02 2.72254E-05 1.11991E-01 2.03507E+06 1.95378E+04
6 5.85758E+02 5.29703E-05 1.54493E-01 2.35439E+06 1.98633E+04
7 5.85017E+02 9.29978E-05 2.02071E-01 2.64024E+06 1.99099E+04
8 5.86105E+02 1.51430E-04 2.54148E-01 2.89738E+06 1.97819E+04
9 5.88876E+02 2.32888E-04 3.10349E-01 3.12983E+06 1.95396E+04
10 5.92836E+02 3.42117E-04 3.70016E-01 3.34024E+06 1.92241E+04
11 5.97783E+02 4.84567E-04 4.32810E-01 3.53209E+06 1.88721E+04
12 6.03900E+02 6.65670E-04 4.98576E-01 3.70610E+06 1.84880E+04
13 6.10484E+02 8.91215E-04 5.66171E-01 3.86576E+06 1.81058E+04
14 6.17543E+02 1.16682E-03 6.35274E-01 4.01125E+06 1.77098E+04
15 6.24987E+02 1.49930E-03 7.05375E-01 4.14512E+06 1.73175E+04
16 6.33080E+02 1.89516E-03 7.76700E-01 4.26802E+06 1.69207E+04
17 6.41483E+02 2.36134E-03 8.48200E-01 4.38013E+06 1.65320E+04
18 6.49914E+02 2.90314E-03 9.19096E-01 4.48374E+06 1.61525E+04
19 6.59187E+02 3.53081E-03 9.89964E-01 4.57902E+06 1.57877E+04
20 6.68486E+02 4.24763E-03 1.05974E+00 4.66626E+06 1.54256E+04
21 6.77969E+02 5.06184E-03 1.12777E+00 4.74636E+06 1.50744E+04
22 6.87598E+02 5.98066E-03 1.19388E+00 4.82034E+06 1.47342E+04
23 6.97392E+02 7.01150E-03 1.25771E+00 4.88828E+06 1.44032E+04
24 7.07304E+02 8.16067E-03 1.31815E+00 4.95028E+06 1.40868E+04
25 7.17363E+02 9.43603E-03 1.37540E+00 5.00743E+06 1.37805E+04
26 7.27568E+02 1.08433E-02 1.42944E+00 5.05983E+06 1.34815E+04
27 7.37910E+02 1.23915E-02 1.47955E+00 5.10756E+06 1.31916E+04
28 7.48280E+02 1.40859E-02 1.52500E+00 5.15136E+06 1.29118E+04
29 7.58823E+02 1.59349E-02 1.56523E+00 5.19105E+06 1.26439E+04
30 7.69449E+02 1.79421E-02 1.60080E+00 5.22735E+06 1.23823E+04
31 7.80120E+02 2.01166E-02 1.63116E+00 5.25991E+06 1.21281E+04
32 7.90911E+02 2.24649E-02 1.65567E+00 5.28953E+06 1.18830E+04
33 8.01756E+02 2.49923E-02 1.67332E+00 5.31623E+06 1.16471E+04
