#           k/h    P           
    0.10000E-03    0.22380E+03
    0.10202E-03    0.22818E+03
    0.10408E-03    0.23265E+03
    0.10618E-03    0.23720E+03
    0.10833E-03    0.24185E+03
    0.11052E-03    0.24658E+03
    0.11275E-03    0.25141E+03
    0.11503E-03    0.25633E+03
    0.11735E-03    0.26134E+03
    0.11972E-03    0.26646E+03
    0.12214E-03    0.27168E+03
    0.12461E-03    0.27699E+03
    0.12712E-03    0.28241E+03
    0.12969E-03    0.28794E+03
    0.13231E-03    0.29357E+03
    0.13499E-03    0.29932E+03
    0.13771E-03    0.30518E+03
    0.14049E-03    0.31115E+03
    0.14333E-03    0.31723E+03
    0.14623E-03    0.32344E+03
    0.14918E-03    0.32977E+03
    0.15220E-03    0.33622E+03
    0.15527E-03    0.34280E+03
    0.15841E-03    0.34950E+03
    0.16161E-03    0.35634E+03
    0.16487E-03    0.36331E+03
    0.16820E-03    0.37041E+03
    0.17160E-03    0.37766E+03
    0.17507E-03    0.38504E+03
    0.17860E-03    0.39257E+03
    0.18221E-03    0.40024E+03
    0.18589E-03    0.40807E+03
    0.18965E-03    0.41605E+03
    0.19348E-03    0.42418E+03
    0.19739E-03    0.43247E+03
    0.20138E-03    0.44092E+03
    0.20544E-03    0.44953E+03
    0.20959E-03    0.45832E+03
    0.21383E-03    0.46727E+03
    0.21815E-03    0.47640E+03
    0.22255E-03    0.48570E+03
    0.22705E-03    0.49519E+03
    0.23164E-03    0.50486E+03
    0.23632E-03    0.51472E+03
    0.24109E-03    0.52477E+03
    0.24596E-03    0.53501E+03
    0.25093E-03    0.54545E+03
    0.25600E-03    0.55610E+03
    0.26117E-03    0.56695E+03
    0.26645E-03    0.57801E+03
    0.27183E-03    0.58928E+03
    0.27732E-03    0.60077E+03
    0.28292E-03    0.61248E+03
    0.28864E-03    0.62442E+03
    0.29447E-03    0.63660E+03
    0.30042E-03    0.64900E+03
    0.30649E-03    0.66164E+03
    0.31268E-03    0.67453E+03
    0.31899E-03    0.68767E+03
    0.32544E-03    0.70106E+03
    0.33201E-03    0.71470E+03
    0.33872E-03    0.72861E+03
    0.34556E-03    0.74279E+03
    0.35254E-03    0.75723E+03
    0.35966E-03    0.77196E+03
    0.36693E-03    0.78696E+03
    0.37434E-03    0.80225E+03
    0.38190E-03    0.81784E+03
    0.38962E-03    0.83372E+03
    0.39749E-03    0.84991E+03
    0.40552E-03    0.86640E+03
    0.41371E-03    0.88321E+03
    0.42207E-03    0.90034E+03
    0.43060E-03    0.91779E+03
    0.43929E-03    0.93557E+03
