#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.87559E+03    0.26785E-01    0.95412E-03    0.26785E-01    0.12021E-05   -0.16729E-07    0.95412E-03   -0.16729E-07    0.87154E-08
     3    0.86125E+03    0.60266E-01    0.68266E-03    0.60266E-01    0.56993E-05   -0.20050E-07    0.68266E-03   -0.20050E-07    0.53071E-08
     4    0.84287E+03    0.10268E+00    0.52092E-03    0.10268E+00    0.16452E-04   -0.21794E-07    0.52092E-03   -0.21794E-07    0.36776E-08
     5    0.82967E+03    0.15329E+00    0.41452E-03    0.15329E+00    0.37179E-04   -0.22898E-07    0.41452E-03   -0.22898E-07    0.27394E-08
     6    0.82204E+03    0.21143E+00    0.33986E-03    0.21143E+00    0.72301E-04   -0.23620E-07    0.33986E-03   -0.23620E-07    0.21373E-08
     7    0.81896E+03    0.27646E+00    0.28494E-03    0.27646E+00    0.12688E-03   -0.24118E-07    0.28494E-03   -0.24118E-07    0.17231E-08
     8    0.81896E+03    0.34756E+00    0.24307E-03    0.34756E+00    0.20653E-03   -0.24502E-07    0.24307E-03   -0.24502E-07    0.14236E-08
     9    0.82165E+03    0.42421E+00    0.21020E-03    0.42421E+00    0.31750E-03   -0.24830E-07    0.21020E-03   -0.24830E-07    0.11988E-08
    10    0.82632E+03    0.50553E+00    0.18382E-03    0.50553E+00    0.46626E-03   -0.25076E-07    0.18382E-03   -0.25076E-07    0.10249E-08
    11    0.83256E+03    0.59101E+00    0.16234E-03    0.59101E+00    0.66022E-03   -0.25247E-07    0.16234E-03   -0.25247E-07    0.88737E-09
    12    0.84061E+03    0.68044E+00    0.14450E-03    0.68044E+00    0.90675E-03   -0.25323E-07    0.14450E-03   -0.25323E-07    0.77616E-09
    13    0.84946E+03    0.77225E+00    0.12962E-03    0.77225E+00    0.12137E-02   -0.25375E-07    0.12962E-03   -0.25375E-07    0.68509E-09
    14    0.85911E+03    0.86601E+00    0.11695E-03    0.86601E+00    0.15887E-02   -0.25407E-07    0.11695E-03   -0.25407E-07    0.60923E-09
    15    0.86939E+03    0.96099E+00    0.10611E-03    0.96099E+00    0.20409E-02   -0.25444E-07    0.10611E-03   -0.25444E-07    0.54547E-09
    16    0.88065E+03    0.10575E+01    0.96692E-04    0.10575E+01    0.25794E-02   -0.25466E-07    0.96692E-04   -0.25466E-07    0.49125E-09
    17    0.89242E+03    0.11541E+01    0.88499E-04    0.11541E+01    0.32133E-02   -0.25466E-07    0.88499E-04   -0.25466E-07    0.44464E-09
    18    0.90430E+03    0.12497E+01    0.81319E-04    0.12497E+01    0.39499E-02   -0.25447E-07    0.81319E-04   -0.25447E-07    0.40438E-09
    19    0.91742E+03    0.13451E+01    0.75012E-04    0.13451E+01    0.48032E-02   -0.25432E-07    0.75012E-04   -0.25432E-07    0.36929E-09
    20    0.93065E+03    0.14388E+01    0.69386E-04    0.14388E+01    0.57776E-02   -0.25388E-07    0.69386E-04   -0.25388E-07    0.33850E-09
    21    0.94417E+03    0.15299E+01    0.64376E-04    0.15299E+01    0.68841E-02   -0.25331E-07    0.64376E-04   -0.25331E-07    0.31133E-09
    22    0.95796E+03    0.16183E+01    0.59888E-04    0.16183E+01    0.81328E-02   -0.25267E-07    0.59888E-04   -0.25267E-07    0.28725E-09
    23    0.97201E+03    0.17034E+01    0.55849E-04    0.17034E+01    0.95335E-02   -0.25199E-07    0.55849E-04   -0.25199E-07    0.26580E-09
    24    0.98630E+03    0.17836E+01    0.52216E-04    0.17836E+01    0.11095E-01   -0.25118E-07    0.52216E-04   -0.25118E-07    0.24658E-09
