#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.99894E+03    0.11535E-05    0.00000E+00    0.25425E-01    0.45480E-07    0.30439E-02   -0.39989E-07
     3    0.95423E+03    0.54486E-05    0.00000E+00    0.57988E-01    0.55315E-07    0.30020E-02   -0.67990E-07
     4    0.91466E+03    0.15687E-04    0.00000E+00    0.99145E-01    0.63762E-07    0.29092E-02   -0.95497E-07
     5    0.88675E+03    0.35377E-04    0.00000E+00    0.14808E+00    0.71083E-07    0.28009E-02   -0.12290E-06
     6    0.86874E+03    0.68677E-04    0.00000E+00    0.20410E+00    0.77458E-07    0.26904E-02   -0.14997E-06
     7    0.85817E+03    0.12035E-03    0.00000E+00    0.26658E+00    0.83057E-07    0.25827E-02   -0.17678E-06
     8    0.85272E+03    0.19564E-03    0.00000E+00    0.33468E+00    0.88005E-07    0.24797E-02   -0.20355E-06
     9    0.85137E+03    0.30042E-03    0.00000E+00    0.40786E+00    0.92402E-07    0.23819E-02   -0.23049E-06
    10    0.85316E+03    0.44074E-03    0.00000E+00    0.48529E+00    0.96311E-07    0.22891E-02   -0.25717E-06
    11    0.85730E+03    0.62351E-03    0.00000E+00    0.56641E+00    0.99817E-07    0.22025E-02   -0.28348E-06
    12    0.86389E+03    0.85564E-03    0.00000E+00    0.65102E+00    0.10293E-06    0.21204E-02   -0.30897E-06
    13    0.87186E+03    0.11444E-02    0.00000E+00    0.73757E+00    0.10573E-06    0.20446E-02   -0.33423E-06
    14    0.88109E+03    0.14970E-02    0.00000E+00    0.82567E+00    0.10822E-06    0.19725E-02   -0.35921E-06
    15    0.89134E+03    0.19219E-02    0.00000E+00    0.91456E+00    0.11047E-06    0.19050E-02   -0.38428E-06
    16    0.90287E+03    0.24277E-02    0.00000E+00    0.10046E+01    0.11249E-06    0.18406E-02   -0.40921E-06
    17    0.91517E+03    0.30227E-02    0.00000E+00    0.10941E+01    0.11427E-06    0.17800E-02   -0.43382E-06
    18    0.92782E+03    0.37139E-02    0.00000E+00    0.11823E+01    0.11587E-06    0.17227E-02   -0.45805E-06
    19    0.94202E+03    0.45142E-02    0.00000E+00    0.12698E+01    0.11731E-06    0.16690E-02   -0.48219E-06
    20    0.95649E+03    0.54279E-02    0.00000E+00    0.13554E+01    0.11857E-06    0.16175E-02   -0.50570E-06
    21    0.97146E+03    0.64652E-02    0.00000E+00    0.14380E+01    0.11968E-06    0.15687E-02   -0.52884E-06
    22    0.98686E+03    0.76354E-02    0.00000E+00    0.15174E+01    0.12067E-06    0.15224E-02   -0.55175E-06
    23    0.10027E+04    0.89478E-02    0.00000E+00    0.15931E+01    0.12153E-06    0.14784E-02   -0.57445E-06
    24    0.10189E+04    0.10410E-01    0.00000E+00    0.16637E+01    0.12227E-06    0.14367E-02   -0.59663E-06
    25    0.10356E+04    0.12033E-01    0.00000E+00    0.17294E+01    0.12292E-06    0.13970E-02   -0.61855E-06
    26    0.10525E+04    0.13824E-01    0.00000E+00    0.17902E+01    0.12347E-06    0.13588E-02   -0.64012E-06
    27    0.10699E+04    0.15793E-01    0.00000E+00    0.18450E+01    0.12392E-06    0.13224E-02   -0.66144E-06
    28    0.10874E+04    0.17949E-01    0.00000E+00    0.18929E+01    0.12430E-06    0.12878E-02   -0.68246E-06
    29    0.11054E+04    0.20300E-01    0.00000E+00    0.19332E+01    0.12460E-06    0.12548E-02   -0.70308E-06
    30    0.11236E+04    0.22853E-01    0.00000E+00    0.19669E+01    0.12483E-06    0.12230E-02   -0.72332E-06
    31    0.11420E+04    0.25619E-01    0.00000E+00    0.19928E+01    0.12499E-06    0.11925E-02   -0.74325E-06
    32    0.11607E+04    0.28604E-01    0.00000E+00    0.20100E+01    0.12509E-06    0.11633E-02   -0.76296E-06
    33    0.11797E+04    0.31819E-01    0.00000E+00    0.20173E+01    0.12513E-06    0.11355E-02   -0.78239E-06
    34    0.11989E+04    0.35267E-01    0.00000E+00    0.20161E+01    0.12513E-06    0.11087E-02   -0.80134E-06
    35    0.12183E+04    0.38959E-01    0.00000E+00    0.20057E+01    0.12507E-06    0.10828E-02   -0.81996E-06
    36    0.12378E+04    0.42901E-01    0.00000E+00    0.19849E+01    0.12497E-06    0.10580E-02   -0.83836E-06
    37    0.12577E+04    0.47102E-01    0.00000E+00    0.19530E+01    0.12482E-06    0.10342E-02   -0.85651E-06
    38    0.12778E+04    0.51567E-01    0.00000E+00    0.19106E+01    0.12464E-06    0.10113E-02   -0.87426E-06
    39    0.12981E+04    0.56299E-01    0.00000E+00    0.18574E+01    0.12442E-06    0.98917E-03   -0.89163E-06
    40    0.13185E+04    0.61305E-01    0.00000E+00    0.17922E+01    0.12416E-06    0.96791E-03   -0.90870E-06
    41    0.13392E+04    0.66596E-01    0.00000E+00    0.17143E+01    0.12388E-06    0.94752E-03   -0.92554E-06
    42    0.13601E+04    0.72174E-01    0.00000E+00    0.16246E+01    0.12356E-06    0.92783E-03   -0.94207E-06
    43    0.13812E+04    0.78045E-01    0.00000E+00    0.15239E+01    0.12322E-06    0.90868E-03   -0.95823E-06
    44    0.14023E+04    0.84205E-01    0.00000E+00    0.14102E+01    0.12285E-06    0.89018E-03   -0.97408E-06
    45    0.14238E+04    0.90666E-01    0.00000E+00    0.12822E+01    0.12246E-06    0.87246E-03   -0.98969E-06
    46    0.14456E+04    0.97438E-01    0.00000E+00    0.11411E+01    0.12204E-06    0.85535E-03   -0.10050E-05
    47    0.14674E+04    0.10451E+00    0.00000E+00    0.98803E+00    0.12161E-06    0.83869E-03   -0.10199E-05
    48    0.14894E+04    0.11189E+00    0.00000E+00    0.82130E+00    0.12116E-06    0.82256E-03   -0.10345E-05
    49    0.15116E+04    0.11958E+00    0.00000E+00    0.63955E+00    0.12068E-06    0.80705E-03   -0.10489E-05
