#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.79937E+03    0.24269E-01    0.87878E-03    0.24269E-01    0.10880E-05   -0.15160E-07    0.87878E-03   -0.15160E-07    0.78747E-08
     3    0.78567E+03    0.54626E-01    0.62903E-03    0.54626E-01    0.51576E-05   -0.18173E-07    0.62903E-03   -0.18173E-07    0.48083E-08
     4    0.76797E+03    0.93059E-01    0.47940E-03    0.93059E-01    0.14886E-04   -0.19808E-07    0.47940E-03   -0.19808E-07    0.33333E-08
     5    0.75540E+03    0.13893E+00    0.38118E-03    0.13893E+00    0.33638E-04   -0.20841E-07    0.38118E-03   -0.20841E-07    0.24833E-08
     6    0.74804E+03    0.19160E+00    0.31266E-03    0.19160E+00    0.65399E-04   -0.21405E-07    0.31266E-03   -0.21405E-07    0.19380E-08
     7    0.74484E+03    0.25045E+00    0.26260E-03    0.25045E+00    0.11475E-03   -0.21720E-07    0.26260E-03   -0.21720E-07    0.15630E-08
     8    0.74460E+03    0.31483E+00    0.22420E-03    0.31483E+00    0.18679E-03   -0.22088E-07    0.22420E-03   -0.22088E-07    0.12917E-08
     9    0.74689E+03    0.38421E+00    0.19363E-03    0.38421E+00    0.28702E-03   -0.22584E-07    0.19363E-03   -0.22584E-07    0.10880E-08
    10    0.75089E+03    0.45774E+00    0.16893E-03    0.45774E+00    0.42135E-03   -0.23023E-07    0.16893E-03   -0.23023E-07    0.93040E-09
    11    0.75598E+03    0.53490E+00    0.14898E-03    0.53490E+00    0.59651E-03   -0.23183E-07    0.14898E-03   -0.23183E-07    0.80576E-09
    12    0.76335E+03    0.61576E+00    0.13268E-03    0.61576E+00    0.92336E-03   -0.23046E-07    0.13268E-03   -0.23046E-07    0.70493E-09
    13    0.77147E+03    0.69901E+00    0.11913E-03    0.69901E+00    0.10959E-02   -0.22829E-07    0.11913E-03   -0.22829E-07    0.62234E-09
    14    0.77951E+03    0.78212E+00    0.10758E-03    0.78212E+00    0.14044E-02   -0.22742E-07    0.10758E-03   -0.22742E-07    0.55354E-09
    15    0.78804E+03    0.86620E+00    0.97598E-04    0.86620E+00    0.18367E-02   -0.22779E-07    0.97598E-04   -0.22779E-07    0.49566E-09
    16    0.79777E+03    0.95315E+00    0.88864E-04    0.95315E+00    0.22993E-02   -0.22881E-07    0.88864E-04   -0.22881E-07    0.44639E-09
