# L    TT    EE    TE    PP    TP
2 8.75719E+02 1.01870E-06 2.21974E-02 8.00780E+05 2.49551E+04
3 8.34016E+02 4.81238E-06 5.06922E-02 1.23012E+06 2.92408E+04
4 7.97761E+02 1.38550E-05 8.67096E-02 1.61013E+06 3.10882E+04
5 7.72289E+02 3.12452E-05 1.29530E-01 1.94379E+06 3.16902E+04
6 7.55837E+02 6.06540E-05 1.78554E-01 2.23636E+06 3.16246E+04
7 7.46124E+02 1.06283E-04 2.33219E-01 2.49404E+06 3.11879E+04
8 7.41046E+02 1.72756E-04 2.92805E-01 2.72171E+06 3.05416E+04
9 7.39662E+02 2.65274E-04 3.56822E-01 2.92380E+06 2.97763E+04
10 7.41083E+02 3.89136E-04 4.24533E-01 3.10328E+06 2.89472E+04
11 7.44629E+02 5.50472E-04 4.95447E-01 3.26383E+06 2.81043E+04
12 7.50343E+02 7.55347E-04 5.69389E-01 3.40620E+06 2.72503E+04
13 7.57305E+02 1.01021E-03 6.44983E-01 3.53416E+06 2.64295E+04
14 7.65392E+02 1.32134E-03 7.21871E-01 3.64790E+06 2.56199E+04
15 7.74385E+02 1.69627E-03 7.99395E-01 3.75019E+06 2.48406E+04
16 7.84531E+02 2.14237E-03 8.77815E-01 3.84169E+06 2.40808E+04
17 7.95360E+02 2.66733E-03 9.55736E-01 3.92275E+06 2.33533E+04
18 8.06532E+02 3.27703E-03 1.03236E+00 3.99559E+06 2.26581E+04
19 8.19060E+02 3.98285E-03 1.10844E+00 4.06049E+06 2.19989E+04
20 8.31856E+02 4.78847E-03 1.18258E+00 4.11773E+06 2.13619E+04
21 8.45114E+02 5.70312E-03 1.25403E+00 4.16842E+06 2.07535E+04
22 8.58768E+02 6.73484E-03 1.32263E+00 4.21338E+06 2.01737E+04
23 8.72811E+02 7.89175E-03 1.38772E+00 4.25280E+06 1.96197E+04
24 8.87260E+02 9.18096E-03 1.44819E+00 4.28696E+06 1.90935E+04
25 9.02068E+02 1.06108E-02 1.50442E+00 4.31669E+06 1.85912E+04
26 9.17209E+02 1.21895E-02 1.55603E+00 4.34217E+06 1.81084E+04
27 9.32655E+02 1.39243E-02 1.60237E+00 4.36369E+06 1.76468E+04
28 9.48350E+02 1.58234E-02 1.64235E+00 4.38169E+06 1.72073E+04
29 9.64507E+02 1.78942E-02 1.67559E+00 4.39628E+06 1.67891E+04
30 9.80756E+02 2.01432E-02 1.70291E+00 4.40791E+06 1.63856E+04
31 9.97282E+02 2.25787E-02 1.72313E+00 4.41649E+06 1.59969E+04
32 1.01418E+03 2.52081E-02 1.73560E+00 4.42259E+06 1.56267E+04
33 1.03116E+03 2.80387E-02 1.73920E+00 4.42637E+06 1.52750E+04
