# L    TT    EE    BB    TE
2 1.10722E+03 4.03994E-06 2.69904E-06 2.94357E-02
3 1.06371E+03 1.17391E-05 5.39885E-06 6.69667E-02
4 1.02373E+03 2.72661E-05 8.99995E-06 1.14436E-01
5 9.95466E+02 5.47175E-05 1.35029E-05 1.70909E-01
6 9.77458E+02 9.89521E-05 1.89098E-05 2.35636E-01
7 9.67290E+02 1.65523E-04 2.52205E-05 3.07860E-01
8 9.62465E+02 2.60589E-04 3.24386E-05 3.86640E-01
9 9.61948E+02 3.91000E-04 4.05648E-05 4.71349E-01
10 9.64792E+02 5.63813E-04 4.96018E-05 5.61030E-01
11 9.70134E+02 7.87136E-04 5.95505E-05 6.55028E-01
12 9.78061E+02 1.06905E-03 7.04133E-05 7.53118E-01
13 9.87453E+02 1.41802E-03 8.21930E-05 8.53518E-01
14 9.98224E+02 1.84247E-03 9.48937E-05 9.55744E-01
15 1.00994E+03 2.35240E-03 1.08508E-04 1.05897E+00
16 1.02313E+03 2.95762E-03 1.23052E-04 1.16349E+00
17 1.03717E+03 3.66822E-03 1.38528E-04 1.26749E+00
18 1.05147E+03 4.49196E-03 1.54925E-04 1.37003E+00
19 1.06759E+03 5.44417E-03 1.72253E-04 1.47187E+00
20 1.08387E+03 6.52977E-03 1.90511E-04 1.57139E+00
21 1.10076E+03 7.76064E-03 2.09709E-04 1.66764E+00
22 1.11808E+03 9.14816E-03 2.29846E-04 1.76018E+00
23 1.13583E+03 1.07017E-02 2.50922E-04 1.84842E+00
24 1.15410E+03 1.24328E-02 2.72937E-04 1.93079E+00
25 1.17271E+03 1.43508E-02 2.95900E-04 2.00748E+00
26 1.19175E+03 1.64670E-02 3.19802E-04 2.07856E+00
27 1.21122E+03 1.87918E-02 3.44661E-04 2.14293E+00
28 1.23087E+03 2.13345E-02 3.70459E-04 2.19911E+00
29 1.25103E+03 2.41064E-02 3.97213E-04 2.24658E+00
30 1.27137E+03 2.71162E-02 4.24924E-04 2.28639E+00
31 1.29196E+03 3.03732E-02 4.53582E-04 2.31724E+00
32 1.31290E+03 3.38888E-02 4.83188E-04 2.33809E+00
33 1.33410E+03 3.76723E-02 5.13760E-04 2.34748E+00
34 1.35564E+03 4.17289E-02 5.45288E-04 2.34705E+00
35 1.37726E+03 4.60699E-02 5.77772E-04 2.33594E+00
36 1.39915E+03 5.07048E-02 6.11213E-04 2.31293E+00
37 1.42138E+03 5.56403E-02 6.45610E-04 2.27717E+00
38 1.44387E+03 6.08843E-02 6.80972E-04 2.22927E+00
39 1.46653E+03 6.64411E-02 7.17291E-04 2.16869E+00
40 1.48937E+03 7.23184E-02 7.54566E-04 2.09433E+00
41 1.51254E+03 7.85266E-02 7.92806E-04 2.00541E+00
42 1.53589E+03 8.50700E-02 8.32002E-04 1.90287E+00
43 1.55942E+03 9.19555E-02 8.72164E-04 1.78750E+00
44 1.58311E+03 9.91761E-02 9.13265E-04 1.65730E+00
45 1.60715E+03 1.06750E-01 9.55400E-04 1.51065E+00
46 1.63145E+03 1.14686E-01 9.98396E-04 1.34874E+00
47 1.65584E+03 1.22966E-01 1.04243E-03 1.17297E+00
48 1.68039E+03 1.31617E-01 1.08732E-03 9.81594E-01
49 1.70530E+03 1.40613E-01 1.13324E-03 7.72928E-01
50 1.73054E+03 1.49996E-01 1.18012E-03 5.48209E-01
51 1.75579E+03 1.59742E-01 1.22794E-03 3.08704E-01
52 1.78138E+03 1.69832E-01 1.27671E-03 5.29201E-02
53 1.80731E+03 1.80309E-01 1.32643E-03 -2.20738E-01
54 1.83342E+03 1.91140E-01 1.37718E-03 -5.10942E-01
55 1.85953E+03 2.02342E-01 1.42879E-03 -8.16389E-01
56 1.88616E+03 2.13905E-01 1.48135E-03 -1.13841E+00
57 1.91295E+03 2.25830E-01 1.53495E-03 -1.47842E+00
58 1.94010E+03 2.38126E-01 1.58940E-03 -1.83532E+00
59 1.96732E+03 2.50775E-01 1.64489E-03 -2.20781E+00
60 1.99481E+03 2.63752E-01 1.70125E-03 -2.59521E+00
61 2.02281E+03 2.77073E-01 1.75863E-03 -2.99734E+00
62 2.05082E+03 2.90721E-01 1.81697E-03 -3.41550E+00
63 2.07917E+03 3.04697E-01 1.87616E-03 -3.85081E+00
64 2.10786E+03 3.19035E-01 1.93639E-03 -4.30498E+00
65 2.13672E+03 3.33735E-01 1.99757E-03 -4.77872E+00
66 2.16585E+03 3.48771E-01 2.05961E-03 -5.27107E+00
67 2.19514E+03 3.64117E-01 2.12268E-03 -5.77962E+00
68 2.22487E+03 3.79799E-01 2.18670E-03 -6.30316E+00
69 2.25486E+03 3.95731E-01 2.25167E-03 -6.83910E+00
70 2.28519E+03 4.11947E-01 2.31750E-03 -7.38772E+00
71 2.31578E+03 4.28405E-01 2.38436E-03 -7.94994E+00
72 2.34671E+03 4.45095E-01 2.45217E-03 -8.52691E+00
73 2.37773E+03 4.61992E-01 2.52093E-03 -9.11886E+00
74 2.40909E+03 4.79104E-01 2.59064E-03 -9.72546E+00
75 2.44071E+03 4.96449E-01 2.66130E-03 -1.03450E+01
76 2.47260E+03 5.14044E-01 2.73290E-03 -1.09783E+01
77 2.50482E+03 5.31863E-01 2.80545E-03 -1.16254E+01
78 2.53731E+03 5.49923E-01 2.87895E-03 -1.22854E+01
79 2.57014E+03 5.68156E-01 2.95348E-03 -1.29567E+01
80 2.60322E+03 5.86561E-01 3.02896E-03 -1.36391E+01
81 2.63665E+03 6.05078E-01 3.10531E-03 -1.43336E+01
82 2.67043E+03 6.23724E-01 3.18268E-03 -1.50401E+01
83 2.70447E+03 6.42465E-01 3.26109E-03 -1.57570E+01
84 2.73885E+03 6.61309E-01 3.34037E-03 -1.64825E+01
85 2.77348E+03 6.80222E-01 3.42067E-03 -1.72193E+01
86 2.80838E+03 6.99213E-01 3.50201E-03 -1.79654E+01
87 2.84371E+03 7.18247E-01 3.58421E-03 -1.87194E+01
88 2.87912E+03 7.37324E-01 3.66745E-03 -1.94811E+01
89 2.91497E+03 7.56436E-01 3.75172E-03 -2.02523E+01
90 2.95107E+03 7.75538E-01 3.83694E-03 -2.10286E+01
