#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.85139E+03    0.23108E-01    0.10283E-02    0.23108E-01    0.10457E-05   -0.14697E-07    0.10283E-02   -0.14697E-07    0.70779E-08
     3    0.82158E+03    0.52466E-01    0.72210E-03    0.52466E-01    0.49460E-05   -0.17652E-07    0.72210E-03   -0.17652E-07    0.43055E-08
     4    0.79316E+03    0.89602E-01    0.54452E-03    0.89602E-01    0.14253E-04   -0.19200E-07    0.54452E-03   -0.19200E-07    0.29794E-08
     5    0.77299E+03    0.13381E+00    0.42952E-03    0.13381E+00    0.32168E-04   -0.20174E-07    0.42952E-03   -0.20174E-07    0.22158E-08
     6    0.76025E+03    0.18448E+00    0.34968E-03    0.18448E+00    0.62486E-04   -0.20808E-07    0.34968E-03   -0.20808E-07    0.17259E-08
     7    0.75321E+03    0.24105E+00    0.29141E-03    0.24105E+00    0.10955E-03   -0.21244E-07    0.29141E-03   -0.21244E-07    0.13891E-08
     8    0.75008E+03    0.30278E+00    0.24728E-03    0.30278E+00    0.17817E-03   -0.21577E-07    0.24728E-03   -0.21577E-07    0.11456E-08
     9    0.75016E+03    0.36918E+00    0.21285E-03    0.36918E+00    0.27371E-03   -0.21857E-07    0.21285E-03   -0.21857E-07    0.96304E-09
    10    0.75267E+03    0.43951E+00    0.18536E-03    0.43951E+00    0.40169E-03   -0.22063E-07    0.18536E-03   -0.22063E-07    0.82191E-09
    11    0.75703E+03    0.51326E+00    0.16308E-03    0.51326E+00    0.56844E-03   -0.22206E-07    0.16308E-03   -0.22206E-07    0.71041E-09
    12    0.76337E+03    0.59028E+00    0.14464E-03    0.59028E+00    0.78029E-03   -0.22268E-07    0.14464E-03   -0.22268E-07    0.62031E-09
    13    0.77076E+03    0.66915E+00    0.12931E-03    0.66915E+00    0.10439E-02   -0.22306E-07    0.12931E-03   -0.22306E-07    0.54661E-09
    14    0.77912E+03    0.74953E+00    0.11630E-03    0.74953E+00    0.13658E-02   -0.22322E-07    0.11630E-03   -0.22322E-07    0.48527E-09
    15    0.78826E+03    0.83073E+00    0.10520E-03    0.83073E+00    0.17539E-02   -0.22343E-07    0.10520E-03   -0.22343E-07    0.43376E-09
    16    0.79847E+03    0.91305E+00    0.95604E-04    0.91305E+00    0.22159E-02   -0.22354E-07    0.95604E-04   -0.22354E-07    0.39000E-09
    17    0.80927E+03    0.99511E+00    0.87272E-04    0.99511E+00    0.27595E-02   -0.22348E-07    0.87272E-04   -0.22348E-07    0.35243E-09
    18    0.82031E+03    0.10760E+01    0.79990E-04    0.10760E+01    0.33910E-02   -0.22325E-07    0.79990E-04   -0.22325E-07    0.32000E-09
    19    0.83263E+03    0.11566E+01    0.73605E-04    0.11566E+01    0.41224E-02   -0.22300E-07    0.73605E-04   -0.22300E-07    0.29177E-09
    20    0.84515E+03    0.12354E+01    0.67927E-04    0.12354E+01    0.49573E-02   -0.22251E-07    0.67927E-04   -0.22251E-07    0.26701E-09
    21    0.85805E+03    0.13117E+01    0.62881E-04    0.13117E+01    0.59054E-02   -0.22191E-07    0.62881E-04   -0.22191E-07    0.24520E-09
    22    0.87128E+03    0.13852E+01    0.58374E-04    0.13852E+01    0.69750E-02   -0.22127E-07    0.58374E-04   -0.22127E-07    0.22589E-09
    23    0.88483E+03    0.14555E+01    0.54327E-04    0.14555E+01    0.81747E-02   -0.22060E-07    0.54327E-04   -0.22060E-07    0.20870E-09
    24    0.89872E+03    0.15214E+01    0.50690E-04    0.15214E+01    0.95118E-02   -0.21982E-07    0.50690E-04   -0.21982E-07    0.19331E-09
    25    0.91290E+03    0.15829E+01    0.47402E-04    0.15829E+01    0.10995E-01   -0.21900E-07    0.47402E-04   -0.21900E-07    0.17951E-09
    26    0.92735E+03    0.16402E+01    0.44411E-04    0.16402E+01    0.12633E-01   -0.21813E-07    0.44411E-04   -0.21813E-07    0.16707E-09
    27    0.94207E+03    0.16923E+01    0.41687E-04    0.16923E+01    0.14433E-01   -0.21723E-07    0.41687E-04   -0.21723E-07    0.15582E-09
    28    0.95696E+03    0.17382E+01    0.39206E-04    0.17382E+01    0.16404E-01   -0.21630E-07    0.39206E-04   -0.21630E-07    0.14562E-09
    29    0.97219E+03    0.17774E+01    0.36941E-04    0.17774E+01    0.18553E-01   -0.21532E-07    0.36941E-04   -0.21532E-07    0.13633E-09
    30    0.98758E+03    0.18108E+01    0.34856E-04    0.18108E+01    0.20887E-01   -0.21430E-07    0.34856E-04   -0.21430E-07    0.12786E-09
    31    0.10031E+04    0.18372E+01    0.32934E-04    0.18372E+01    0.23415E-01   -0.21325E-07    0.32934E-04   -0.21325E-07    0.12010E-09
    32    0.10189E+04    0.18561E+01    0.31166E-04    0.18561E+01    0.26145E-01   -0.21221E-07    0.31166E-04   -0.21221E-07    0.11299E-09
    33    0.10349E+04    0.18661E+01    0.29538E-04    0.18661E+01    0.29084E-01   -0.21115E-07    0.29538E-04   -0.21115E-07    0.10645E-09
    34    0.10510E+04    0.18685E+01    0.28028E-04    0.18685E+01    0.32236E-01   -0.21003E-07    0.28028E-04   -0.21003E-07    0.10043E-09
    35    0.10673E+04    0.18628E+01    0.26624E-04    0.18628E+01    0.35610E-01   -0.20889E-07    0.26624E-04   -0.20889E-07    0.94872E-10
    36    0.10838E+04    0.18479E+01    0.25321E-04    0.18479E+01    0.39214E-01   -0.20776E-07    0.25321E-04   -0.20776E-07    0.89730E-10
    37    0.11005E+04    0.18232E+01    0.24111E-04    0.18232E+01    0.43053E-01   -0.20663E-07    0.24111E-04   -0.20663E-07    0.84966E-10
    38    0.11173E+04    0.17891E+01    0.22982E-04    0.17891E+01    0.47134E-01   -0.20547E-07    0.22982E-04   -0.20547E-07    0.80543E-10
    39    0.11343E+04    0.17452E+01    0.21927E-04    0.17452E+01    0.51459E-01   -0.20428E-07    0.21927E-04   -0.20428E-07    0.76430E-10
    40    0.11514E+04    0.16908E+01    0.20942E-04    0.16908E+01    0.56033E-01   -0.20308E-07    0.20942E-04   -0.20308E-07    0.72601E-10
    41    0.11688E+04    0.16250E+01    0.20021E-04    0.16250E+01    0.60867E-01   -0.20189E-07    0.20021E-04   -0.20189E-07    0.69030E-10
    42    0.11862E+04    0.15488E+01    0.19158E-04    0.15488E+01    0.65963E-01   -0.20069E-07    0.19158E-04   -0.20069E-07    0.65694E-10
    43    0.12039E+04    0.14627E+01    0.18344E-04    0.14627E+01    0.71327E-01   -0.19947E-07    0.18344E-04   -0.19947E-07    0.62575E-10
    44    0.12215E+04    0.13651E+01    0.17579E-04    0.13651E+01    0.76953E-01   -0.19824E-07    0.17579E-04   -0.19824E-07    0.59653E-10
    45    0.12395E+04    0.12548E+01    0.16862E-04    0.12548E+01    0.82854E-01   -0.19702E-07    0.16862E-04   -0.19702E-07    0.56914E-10
    46    0.12576E+04    0.11327E+01    0.16187E-04    0.11327E+01    0.89039E-01   -0.19578E-07    0.16187E-04   -0.19578E-07    0.54342E-10
    47    0.12759E+04    0.99991E+00    0.15548E-04    0.99991E+00    0.95497E-01   -0.19453E-07    0.15548E-04   -0.19453E-07    0.51925E-10
    48    0.12942E+04    0.85496E+00    0.14945E-04    0.85496E+00    0.10224E+00   -0.19327E-07    0.14945E-04   -0.19327E-07    0.49651E-10
    49    0.13127E+04    0.69676E+00    0.14376E-04    0.69676E+00    0.10926E+00   -0.19203E-07    0.14376E-04   -0.19203E-07    0.47510E-10
    50    0.13316E+04    0.52609E+00    0.13838E-04    0.52609E+00    0.11657E+00   -0.19078E-07    0.13838E-04   -0.19078E-07    0.45491E-10
    51    0.13504E+04    0.34393E+00    0.13328E-04    0.34393E+00    0.12418E+00   -0.18951E-07    0.13328E-04   -0.18951E-07    0.43585E-10
    52    0.13696E+04    0.14918E+00    0.12844E-04    0.14918E+00    0.13205E+00   -0.18824E-07    0.12844E-04   -0.18824E-07    0.41786E-10
    53    0.13889E+04   -0.59387E-01    0.12386E-04   -0.59387E-01    0.14023E+00   -0.18698E-07    0.12386E-04   -0.18698E-07    0.40085E-10
    54    0.14083E+04   -0.28078E+00    0.11952E-04   -0.28078E+00    0.14868E+00   -0.18572E-07    0.11952E-04   -0.18572E-07    0.38475E-10
    55    0.14278E+04   -0.51403E+00    0.11538E-04   -0.51403E+00    0.15742E+00   -0.18444E-07    0.11538E-04   -0.18444E-07    0.36950E-10
    56    0.14477E+04   -0.76010E+00    0.11144E-04   -0.76010E+00    0.16645E+00   -0.18316E-07    0.11144E-04   -0.18316E-07    0.35504E-10
    57    0.14677E+04   -0.10200E+01    0.10770E-04   -0.10200E+01    0.17576E+00   -0.18189E-07    0.10770E-04   -0.18189E-07    0.34134E-10
    58    0.14879E+04   -0.12932E+01    0.10415E-04   -0.12932E+01    0.18535E+00   -0.18063E-07    0.10415E-04   -0.18063E-07    0.32833E-10
    59    0.15082E+04   -0.15787E+01    0.10075E-04   -0.15787E+01    0.19524E+00   -0.17935E-07    0.10075E-04   -0.17935E-07    0.31597E-10
    60    0.15287E+04   -0.18753E+01    0.97502E-05   -0.18753E+01    0.20537E+00   -0.17806E-07    0.97502E-05   -0.17806E-07    0.30421E-10
    61    0.15497E+04   -0.21826E+01    0.94404E-05   -0.21826E+01    0.21576E+00   -0.17677E-07    0.94404E-05   -0.17677E-07    0.29303E-10
    62    0.15707E+04   -0.25018E+01    0.91449E-05   -0.25018E+01    0.22641E+00   -0.17548E-07    0.91449E-05   -0.17548E-07    0.28238E-10
    63    0.15917E+04   -0.28345E+01    0.88628E-05   -0.28345E+01    0.23730E+00   -0.17420E-07    0.88628E-05   -0.17420E-07    0.27224E-10
    64    0.16132E+04   -0.31827E+01    0.85934E-05   -0.31827E+01    0.24850E+00   -0.17292E-07    0.85934E-05   -0.17292E-07    0.26258E-10
    65    0.16347E+04   -0.35475E+01    0.83359E-05   -0.35475E+01    0.26000E+00   -0.17165E-07    0.83359E-05   -0.17165E-07    0.25338E-10
    66    0.16564E+04   -0.39275E+01    0.80896E-05   -0.39275E+01    0.27176E+00   -0.17037E-07    0.80896E-05   -0.17037E-07    0.24459E-10
    67    0.16783E+04   -0.43205E+01    0.78535E-05   -0.43205E+01    0.28378E+00   -0.16910E-07    0.78535E-05   -0.16910E-07    0.23621E-10
    68    0.17005E+04   -0.47248E+01    0.76271E-05   -0.47248E+01    0.29605E+00   -0.16782E-07    0.76271E-05   -0.16782E-07    0.22819E-10
    69    0.17228E+04   -0.51377E+01    0.74097E-05   -0.51377E+01    0.30853E+00   -0.16654E-07    0.74097E-05   -0.16654E-07    0.22052E-10
    70    0.17455E+04   -0.55596E+01    0.72011E-05   -0.55596E+01    0.32122E+00   -0.16527E-07    0.72011E-05   -0.16527E-07    0.21319E-10
    71    0.17684E+04   -0.59917E+01    0.70007E-05   -0.59917E+01    0.33409E+00   -0.16399E-07    0.70007E-05   -0.16399E-07    0.20618E-10
    72    0.17915E+04   -0.64353E+01    0.68083E-05   -0.64353E+01    0.34712E+00   -0.16271E-07    0.68083E-05   -0.16271E-07    0.19947E-10
    73    0.18147E+04   -0.68912E+01    0.66233E-05   -0.68912E+01    0.36031E+00   -0.16143E-07    0.66233E-05   -0.16143E-07    0.19304E-10
    74    0.18381E+04   -0.73585E+01    0.64454E-05   -0.73585E+01    0.37366E+00   -0.16015E-07    0.64454E-05   -0.16015E-07    0.18688E-10
    75    0.18618E+04   -0.78363E+01    0.62742E-05   -0.78363E+01    0.38719E+00   -0.15887E-07    0.62742E-05   -0.15887E-07    0.18097E-10
    76    0.18856E+04   -0.83245E+01    0.61093E-05   -0.83245E+01    0.40093E+00   -0.15760E-07    0.61093E-05   -0.15760E-07    0.17531E-10
    77    0.19097E+04   -0.88232E+01    0.59506E-05   -0.88232E+01    0.41486E+00   -0.15632E-07    0.59506E-05   -0.15632E-07    0.16987E-10
    78    0.19341E+04   -0.93336E+01    0.57978E-05   -0.93336E+01    0.42900E+00   -0.15504E-07    0.57978E-05   -0.15504E-07    0.16465E-10
    79    0.19587E+04   -0.98516E+01    0.56505E-05   -0.98516E+01    0.44328E+00   -0.15377E-07    0.56505E-05   -0.15377E-07    0.15964E-10
    80    0.19835E+04   -0.10378E+02    0.55086E-05   -0.10378E+02    0.45769E+00   -0.15249E-07    0.55086E-05   -0.15249E-07    0.15483E-10
    81    0.20086E+04   -0.10915E+02    0.53718E-05   -0.10915E+02    0.47218E+00   -0.15122E-07    0.53718E-05   -0.15122E-07    0.15021E-10
    82    0.20339E+04   -0.11460E+02    0.52397E-05   -0.11460E+02    0.48677E+00   -0.14995E-07    0.52397E-05   -0.14995E-07    0.14576E-10
    83    0.20595E+04   -0.12014E+02    0.51123E-05   -0.12014E+02    0.50144E+00   -0.14868E-07    0.51123E-05   -0.14868E-07    0.14148E-10
    84    0.20853E+04   -0.12575E+02    0.49894E-05   -0.12575E+02    0.51618E+00   -0.14741E-07    0.49894E-05   -0.14741E-07    0.13736E-10
    85    0.21112E+04   -0.13144E+02    0.48706E-05   -0.13144E+02    0.53098E+00   -0.14614E-07    0.48706E-05   -0.14614E-07    0.13340E-10
    86    0.21374E+04   -0.13721E+02    0.47560E-05   -0.13721E+02    0.54583E+00   -0.14488E-07    0.47560E-05   -0.14488E-07    0.12959E-10
    87    0.21640E+04   -0.14304E+02    0.46452E-05   -0.14304E+02    0.56072E+00   -0.14361E-07    0.46452E-05   -0.14361E-07    0.12591E-10
    88    0.21906E+04   -0.14894E+02    0.45380E-05   -0.14894E+02    0.57566E+00   -0.14235E-07    0.45380E-05   -0.14235E-07    0.12238E-10
    89    0.22175E+04   -0.15491E+02    0.44344E-05   -0.15491E+02    0.59062E+00   -0.14109E-07    0.44344E-05   -0.14109E-07    0.11897E-10
    90    0.22447E+04   -0.16092E+02    0.43340E-05   -0.16092E+02    0.60557E+00   -0.13983E-07    0.43340E-05   -0.13983E-07    0.11568E-10
    91    0.22720E+04   -0.16698E+02    0.42368E-05   -0.16698E+02    0.62051E+00   -0.13857E-07    0.42368E-05   -0.13857E-07    0.11250E-10
    92    0.22996E+04   -0.17309E+02    0.41427E-05   -0.17309E+02    0.63542E+00   -0.13732E-07    0.41427E-05   -0.13732E-07    0.10944E-10
    93    0.23275E+04   -0.17924E+02    0.40515E-05   -0.17924E+02    0.65029E+00   -0.13606E-07    0.40515E-05   -0.13606E-07    0.10649E-10
    94    0.23555E+04   -0.18542E+02    0.39631E-05   -0.18542E+02    0.66508E+00   -0.13481E-07    0.39631E-05   -0.13481E-07    0.10364E-10
    95    0.23837E+04   -0.19164E+02    0.38774E-05   -0.19164E+02    0.67981E+00   -0.13356E-07    0.38774E-05   -0.13356E-07    0.10089E-10
    96    0.24120E+04   -0.19788E+02    0.37943E-05   -0.19788E+02    0.69444E+00   -0.13231E-07    0.37943E-05   -0.13231E-07    0.98227E-11
    97    0.24406E+04   -0.20416E+02    0.37136E-05   -0.20416E+02    0.70898E+00   -0.13106E-07    0.37136E-05   -0.13106E-07    0.95655E-11
    98    0.24695E+04   -0.21043E+02    0.36352E-05   -0.21043E+02    0.72340E+00   -0.12982E-07    0.36352E-05   -0.12982E-07    0.93166E-11
    99    0.24984E+04   -0.21673E+02    0.35591E-05   -0.21673E+02    0.73769E+00   -0.12857E-07    0.35591E-05   -0.12857E-07    0.90759E-11
   100    0.25277E+04   -0.22303E+02    0.34852E-05   -0.22303E+02    0.75182E+00   -0.12733E-07    0.34852E-05   -0.12733E-07    0.88431E-11
   101    0.25570E+04   -0.22934E+02    0.34135E-05   -0.22934E+02    0.76587E+00   -0.12609E-07    0.34135E-05   -0.12609E-07    0.86179E-11
   102    0.25869E+04   -0.23564E+02    0.33437E-05   -0.23564E+02    0.77969E+00   -0.12486E-07    0.33437E-05   -0.12486E-07    0.84001E-11
