#          k/h    CDM            baryon         photon         nu             mass_nu        total          no_nu          total_de       Weyl           v_CDM          v_b            v_b-v_c     
   0.714286E-04   0.427088E+06   0.427088E+06   0.569201E+06   0.569186E+06   0.451648E+06   0.427423E+06   0.427088E+06   0.431678E+06  -0.602278E+00   0.425849E+06   0.425849E+06   0.126254E+01
   0.798228E-04   0.427086E+06   0.427086E+06   0.569137E+06   0.569118E+06   0.451619E+06   0.427421E+06   0.427086E+06   0.431676E+06  -0.602274E+00   0.425848E+06   0.425848E+06   0.141090E+01
   0.892035E-04   0.427084E+06   0.427084E+06   0.569057E+06   0.569033E+06   0.451584E+06   0.427418E+06   0.427084E+06   0.431672E+06  -0.602269E+00   0.425845E+06   0.425845E+06   0.157670E+01
   0.996866E-04   0.427082E+06   0.427081E+06   0.568956E+06   0.568927E+06   0.451541E+06   0.427415E+06   0.427082E+06   0.431669E+06  -0.602264E+00   0.425843E+06   0.425843E+06   0.176197E+01
   0.111402E-03   0.427079E+06   0.427078E+06   0.568831E+06   0.568794E+06   0.451486E+06   0.427411E+06   0.427079E+06   0.431664E+06  -0.602256E+00   0.425839E+06   0.425839E+06   0.196900E+01
   0.124493E-03   0.427075E+06   0.427074E+06   0.568675E+06   0.568629E+06   0.451418E+06   0.427406E+06   0.427075E+06   0.431658E+06  -0.602248E+00   0.425835E+06   0.425835E+06   0.220035E+01
   0.139124E-03   0.427070E+06   0.427068E+06   0.568480E+06   0.568422E+06   0.451332E+06   0.427400E+06   0.427070E+06   0.431650E+06  -0.602236E+00   0.425830E+06   0.425830E+06   0.245888E+01
   0.155474E-03   0.427064E+06   0.427062E+06   0.568236E+06   0.568164E+06   0.451226E+06   0.427393E+06   0.427063E+06   0.431641E+06  -0.602223E+00   0.425824E+06   0.425823E+06   0.274776E+01
   0.173745E-03   0.427056E+06   0.427054E+06   0.567932E+06   0.567843E+06   0.451093E+06   0.427383E+06   0.427056E+06   0.431629E+06  -0.602205E+00   0.425815E+06   0.425815E+06   0.307055E+01
   0.194163E-03   0.427046E+06   0.427043E+06   0.567553E+06   0.567441E+06   0.450927E+06   0.427371E+06   0.427046E+06   0.431614E+06  -0.602184E+00   0.425805E+06   0.425805E+06   0.343124E+01
   0.216981E-03   0.427034E+06   0.427031E+06   0.567079E+06   0.566940E+06   0.450720E+06   0.427357E+06   0.427034E+06   0.431596E+06  -0.602157E+00   0.425793E+06   0.425792E+06   0.383425E+01
   0.242480E-03   0.427019E+06   0.427015E+06   0.566488E+06   0.566314E+06   0.450462E+06   0.427338E+06   0.427019E+06   0.431573E+06  -0.602123E+00   0.425777E+06   0.425776E+06   0.428453E+01
