#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.83493E+03    0.10026E-05    0.00000E+00    0.21987E-01    0.39264E-07    0.25119E-02   -0.34431E-07
     3    0.80078E+03    0.47398E-05    0.00000E+00    0.50057E-01    0.47701E-07    0.24797E-02   -0.58523E-07
     4    0.76978E+03    0.13653E-04    0.00000E+00    0.85554E-01    0.54934E-07    0.24026E-02   -0.82198E-07
     5    0.74790E+03    0.30803E-04    0.00000E+00    0.12778E+00    0.61191E-07    0.23116E-02   -0.10579E-06
     6    0.73392E+03    0.59817E-04    0.00000E+00    0.17617E+00    0.66625E-07    0.22182E-02   -0.12911E-06
     7    0.72594E+03    0.10485E-03    0.00000E+00    0.23016E+00    0.71386E-07    0.21271E-02   -0.15221E-06
     8    0.72206E+03    0.17048E-03    0.00000E+00    0.28904E+00    0.75582E-07    0.20399E-02   -0.17529E-06
     9    0.72151E+03    0.26183E-03    0.00000E+00    0.35234E+00    0.79301E-07    0.19571E-02   -0.19851E-06
    10    0.72348E+03    0.38418E-03    0.00000E+00    0.41934E+00    0.82597E-07    0.18788E-02   -0.22153E-06
    11    0.72735E+03    0.54357E-03    0.00000E+00    0.48956E+00    0.85546E-07    0.18058E-02   -0.24423E-06
    12    0.73323E+03    0.74602E-03    0.00000E+00    0.56282E+00    0.88151E-07    0.17367E-02   -0.26622E-06
    13    0.74022E+03    0.99790E-03    0.00000E+00    0.63779E+00    0.90496E-07    0.16731E-02   -0.28802E-06
    14    0.74821E+03    0.13054E-02    0.00000E+00    0.71412E+00    0.92572E-07    0.16128E-02   -0.30958E-06
    15    0.75702E+03    0.16761E-02    0.00000E+00    0.79115E+00    0.94437E-07    0.15565E-02   -0.33123E-06
    16    0.76689E+03    0.21173E-02    0.00000E+00    0.86916E+00    0.96103E-07    0.15030E-02   -0.35276E-06
    17    0.77739E+03    0.26364E-02    0.00000E+00    0.94681E+00    0.97570E-07    0.14527E-02   -0.37403E-06
    18    0.78816E+03    0.32394E-02    0.00000E+00    0.10233E+01    0.98885E-07    0.14054E-02   -0.39495E-06
    19    0.80021E+03    0.39375E-02    0.00000E+00    0.10992E+01    0.10005E-06    0.13612E-02   -0.41580E-06
    20    0.81249E+03    0.47346E-02    0.00000E+00    0.11734E+01    0.10108E-06    0.13189E-02   -0.43612E-06
    21    0.82517E+03    0.56395E-02    0.00000E+00    0.12451E+01    0.10197E-06    0.12790E-02   -0.45612E-06
    22    0.83821E+03    0.66603E-02    0.00000E+00    0.13140E+01    0.10276E-06    0.12412E-02   -0.47592E-06
    23    0.85159E+03    0.78051E-02    0.00000E+00    0.13797E+01    0.10345E-06    0.12053E-02   -0.49553E-06
    24    0.86533E+03    0.90810E-02    0.00000E+00    0.14410E+01    0.10404E-06    0.11715E-02   -0.51470E-06
    25    0.87938E+03    0.10496E-01    0.00000E+00    0.14980E+01    0.10454E-06    0.11394E-02   -0.53365E-06
    26    0.89373E+03    0.12058E-01    0.00000E+00    0.15508E+01    0.10496E-06    0.11086E-02   -0.55230E-06
    27    0.90837E+03    0.13776E-01    0.00000E+00    0.15985E+01    0.10530E-06    0.10793E-02   -0.57073E-06
    28    0.92320E+03    0.15656E-01    0.00000E+00    0.16401E+01    0.10558E-06    0.10515E-02   -0.58889E-06
    29    0.93839E+03    0.17706E-01    0.00000E+00    0.16752E+01    0.10579E-06    0.10251E-02   -0.60672E-06
    30    0.95376E+03    0.19932E-01    0.00000E+00    0.17045E+01    0.10595E-06    0.99974E-03   -0.62422E-06
    31    0.96931E+03    0.22343E-01    0.00000E+00    0.17270E+01    0.10604E-06    0.97538E-03   -0.64145E-06
    32    0.98511E+03    0.24946E-01    0.00000E+00    0.17421E+01    0.10609E-06    0.95216E-03   -0.65849E-06
    33    0.10011E+04    0.27748E-01    0.00000E+00    0.17487E+01    0.10609E-06    0.93012E-03   -0.67529E-06
    34    0.10173E+04    0.30754E-01    0.00000E+00    0.17477E+01    0.10605E-06    0.90887E-03   -0.69166E-06
    35    0.10337E+04    0.33972E-01    0.00000E+00    0.17389E+01    0.10597E-06    0.88842E-03   -0.70776E-06
    36    0.10503E+04    0.37408E-01    0.00000E+00    0.17210E+01    0.10585E-06    0.86882E-03   -0.72366E-06
    37    0.10671E+04    0.41068E-01    0.00000E+00    0.16936E+01    0.10570E-06    0.85009E-03   -0.73935E-06
    38    0.10840E+04    0.44959E-01    0.00000E+00    0.16571E+01    0.10551E-06    0.83205E-03   -0.75469E-06
    39    0.11012E+04    0.49081E-01    0.00000E+00    0.16111E+01    0.10529E-06    0.81467E-03   -0.76969E-06
    40    0.11184E+04    0.53442E-01    0.00000E+00    0.15548E+01    0.10505E-06    0.79799E-03   -0.78445E-06
    41    0.11360E+04    0.58049E-01    0.00000E+00    0.14875E+01    0.10478E-06    0.78202E-03   -0.79900E-06
    42    0.11536E+04    0.62907E-01    0.00000E+00    0.14101E+01    0.10449E-06    0.76661E-03   -0.81330E-06
    43    0.11715E+04    0.68020E-01    0.00000E+00    0.13230E+01    0.10417E-06    0.75164E-03   -0.82726E-06
    44    0.11893E+04    0.73383E-01    0.00000E+00    0.12247E+01    0.10383E-06    0.73719E-03   -0.84096E-06
    45    0.12075E+04    0.79006E-01    0.00000E+00    0.11142E+01    0.10348E-06    0.72336E-03   -0.85443E-06
    46    0.12259E+04    0.84901E-01    0.00000E+00    0.99225E+00    0.10310E-06    0.71002E-03   -0.86763E-06
    47    0.12444E+04    0.91056E-01    0.00000E+00    0.85989E+00    0.10272E-06    0.69704E-03   -0.88050E-06
    48    0.12630E+04    0.97480E-01    0.00000E+00    0.71575E+00    0.10231E-06    0.68448E-03   -0.89311E-06
    49    0.12818E+04    0.10417E+00    0.00000E+00    0.55873E+00    0.10189E-06    0.67241E-03   -0.90554E-06
    50    0.13009E+04    0.11114E+00    0.00000E+00    0.38963E+00    0.10146E-06    0.66075E-03   -0.91771E-06
    51    0.13199E+04    0.11839E+00    0.00000E+00    0.20946E+00    0.10102E-06    0.64940E-03   -0.92955E-06
    52    0.13394E+04    0.12589E+00    0.00000E+00    0.17096E-01    0.10056E-06    0.63841E-03   -0.94113E-06
    53    0.13590E+04    0.13368E+00    0.00000E+00   -0.18870E+00    0.10010E-06    0.62782E-03   -0.95252E-06
    54    0.13787E+04    0.14173E+00    0.00000E+00   -0.40691E+00    0.99624E-07    0.61756E-03   -0.96365E-06
    55    0.13985E+04    0.15006E+00    0.00000E+00   -0.63655E+00    0.99141E-07    0.60755E-03   -0.97445E-06
    56    0.14186E+04    0.15866E+00    0.00000E+00   -0.87857E+00    0.98651E-07    0.59783E-03   -0.98500E-06
    57    0.14390E+04    0.16753E+00    0.00000E+00   -0.11341E+01    0.98154E-07    0.58847E-03   -0.99539E-06
    58    0.14595E+04    0.17668E+00    0.00000E+00   -0.14024E+01    0.97651E-07    0.57939E-03   -0.10055E-05
    59    0.14801E+04    0.18609E+00    0.00000E+00   -0.16825E+01    0.97142E-07    0.57050E-03   -0.10153E-05
    60    0.15009E+04    0.19575E+00    0.00000E+00   -0.19734E+01    0.96627E-07    0.56184E-03   -0.10248E-05
    61    0.15222E+04    0.20565E+00    0.00000E+00   -0.22744E+01    0.96108E-07    0.55343E-03   -0.10341E-05
    62    0.15434E+04    0.21579E+00    0.00000E+00   -0.25869E+01    0.95585E-07    0.54528E-03   -0.10432E-05
    63    0.15648E+04    0.22617E+00    0.00000E+00   -0.29126E+01    0.95058E-07    0.53736E-03   -0.10520E-05
    64    0.15866E+04    0.23683E+00    0.00000E+00   -0.32532E+01    0.94528E-07    0.52968E-03   -0.10606E-05
    65    0.16084E+04    0.24779E+00    0.00000E+00   -0.36100E+01    0.93995E-07    0.52220E-03   -0.10690E-05
    66    0.16304E+04    0.25900E+00    0.00000E+00   -0.39817E+01    0.93460E-07    0.51493E-03   -0.10771E-05
    67    0.16525E+04    0.27045E+00    0.00000E+00   -0.43658E+01    0.92922E-07    0.50784E-03   -0.10850E-05
    68    0.16750E+04    0.28215E+00    0.00000E+00   -0.47609E+01    0.92383E-07    0.50093E-03   -0.10926E-05
    69    0.16977E+04    0.29403E+00    0.00000E+00   -0.51641E+01    0.91843E-07    0.49418E-03   -0.11000E-05
    70    0.17207E+04    0.30612E+00    0.00000E+00   -0.55758E+01    0.91302E-07    0.48760E-03   -0.11071E-05
    71    0.17438E+04    0.31838E+00    0.00000E+00   -0.59973E+01    0.90760E-07    0.48118E-03   -0.11140E-05
    72    0.17672E+04    0.33080E+00    0.00000E+00   -0.64300E+01    0.90218E-07    0.47490E-03   -0.11207E-05
    73    0.17907E+04    0.34336E+00    0.00000E+00   -0.68745E+01    0.89675E-07    0.46877E-03   -0.11271E-05
    74    0.18144E+04    0.35607E+00    0.00000E+00   -0.73301E+01    0.89133E-07    0.46278E-03   -0.11332E-05
    75    0.18383E+04    0.36896E+00    0.00000E+00   -0.77956E+01    0.88590E-07    0.45693E-03   -0.11391E-05
    76    0.18624E+04    0.38204E+00    0.00000E+00   -0.82712E+01    0.88049E-07    0.45121E-03   -0.11448E-05
    77    0.18868E+04    0.39531E+00    0.00000E+00   -0.87569E+01    0.87507E-07    0.44561E-03   -0.11502E-05
    78    0.19114E+04    0.40878E+00    0.00000E+00   -0.92539E+01    0.86967E-07    0.44015E-03   -0.11554E-05
    79    0.19362E+04    0.42238E+00    0.00000E+00   -0.97581E+01    0.86428E-07    0.43480E-03   -0.11604E-05
    80    0.19613E+04    0.43612E+00    0.00000E+00   -0.10271E+02    0.85889E-07    0.42957E-03   -0.11651E-05
    81    0.19866E+04    0.44992E+00    0.00000E+00   -0.10792E+02    0.85353E-07    0.42446E-03   -0.11696E-05
    82    0.20121E+04    0.46382E+00    0.00000E+00   -0.11323E+02    0.84818E-07    0.41946E-03   -0.11738E-05
    83    0.20379E+04    0.47779E+00    0.00000E+00   -0.11861E+02    0.84284E-07    0.41458E-03   -0.11778E-05
    84    0.20639E+04    0.49183E+00    0.00000E+00   -0.12407E+02    0.83753E-07    0.40979E-03   -0.11816E-05
    85    0.20900E+04    0.50592E+00    0.00000E+00   -0.12960E+02    0.83223E-07    0.40511E-03   -0.11852E-05
    86    0.21164E+04    0.52007E+00    0.00000E+00   -0.13521E+02    0.82696E-07    0.40053E-03   -0.11885E-05
    87    0.21432E+04    0.53425E+00    0.00000E+00   -0.14088E+02    0.82171E-07    0.39604E-03   -0.11917E-05
    88    0.21699E+04    0.54848E+00    0.00000E+00   -0.14660E+02    0.81648E-07    0.39164E-03   -0.11945E-05
