#           k/h    P           
    0.10000E-03    0.57711E+03
    0.10202E-03    0.58840E+03
    0.10408E-03    0.59992E+03
    0.10618E-03    0.61166E+03
    0.10833E-03    0.62364E+03
    0.11052E-03    0.63584E+03
    0.11275E-03    0.64829E+03
    0.11503E-03    0.66098E+03
    0.11735E-03    0.67391E+03
    0.11972E-03    0.68710E+03
    0.12214E-03    0.70055E+03
    0.12461E-03    0.71425E+03
    0.12712E-03    0.72823E+03
    0.12969E-03    0.74248E+03
    0.13231E-03    0.75701E+03
    0.13499E-03    0.77182E+03
    0.13771E-03    0.78692E+03
    0.14049E-03    0.80231E+03
    0.14333E-03    0.81801E+03
    0.14623E-03    0.83401E+03
    0.14918E-03    0.85032E+03
    0.15220E-03    0.86695E+03
    0.15527E-03    0.88390E+03
    0.15841E-03    0.90119E+03
    0.16161E-03    0.91881E+03
    0.16487E-03    0.93678E+03
    0.16820E-03    0.95509E+03
    0.17160E-03    0.97376E+03
    0.17507E-03    0.99280E+03
    0.17860E-03    0.10122E+04
    0.18221E-03    0.10320E+04
    0.18589E-03    0.10522E+04
    0.18965E-03    0.10727E+04
    0.19348E-03    0.10937E+04
    0.19739E-03    0.11150E+04
    0.20138E-03    0.11368E+04
    0.20544E-03    0.11590E+04
    0.20959E-03    0.11817E+04
    0.21383E-03    0.12047E+04
    0.21815E-03    0.12283E+04
    0.22255E-03    0.12522E+04
    0.22705E-03    0.12767E+04
    0.23164E-03    0.13016E+04
    0.23632E-03    0.13270E+04
    0.24109E-03    0.13529E+04
    0.24596E-03    0.13793E+04
    0.25093E-03    0.14062E+04
    0.25600E-03    0.14336E+04
    0.26117E-03    0.14616E+04
    0.26645E-03    0.14901E+04
    0.27183E-03    0.15191E+04
    0.27732E-03    0.15487E+04
    0.28292E-03    0.15789E+04
    0.28864E-03    0.16097E+04
    0.29447E-03    0.16410E+04
    0.30042E-03    0.16730E+04
    0.30649E-03    0.17055E+04
    0.31268E-03    0.17387E+04
    0.31899E-03    0.17725E+04
    0.32544E-03    0.18070E+04
    0.33201E-03    0.18422E+04
    0.33872E-03    0.18780E+04
    0.34556E-03    0.19145E+04
    0.35254E-03    0.19517E+04
    0.35966E-03    0.19896E+04
    0.36693E-03    0.20282E+04
    0.37434E-03    0.20676E+04
    0.38190E-03    0.21077E+04
    0.38962E-03    0.21486E+04
    0.39749E-03    0.21902E+04
    0.40552E-03    0.22327E+04
    0.41371E-03    0.22759E+04
    0.42207E-03    0.23200E+04
    0.43060E-03    0.23649E+04
    0.43929E-03    0.24107E+04
    0.44817E-03    0.24573E+04
    0.45722E-03    0.25048E+04
    0.46646E-03    0.25532E+04
    0.47588E-03    0.26025E+04
    0.48550E-03    0.26527E+04
    0.49530E-03    0.27039E+04
    0.50531E-03    0.27560E+04
    0.51552E-03    0.28091E+04
    0.52593E-03    0.28632E+04
    0.53656E-03    0.29183E+04
    0.54739E-03    0.29744E+04
    0.55845E-03    0.30316E+04
    0.56973E-03    0.30898E+04
    0.58124E-03    0.31491E+04
    0.59299E-03    0.32095E+04
    0.60496E-03    0.32710E+04
    0.61719E-03    0.33337E+04
    0.62965E-03    0.33974E+04
    0.64237E-03    0.34624E+04
    0.65535E-03    0.35285E+04
    0.66859E-03    0.35958E+04
    0.68210E-03    0.36644E+04
    0.69588E-03    0.37342E+04
    0.70993E-03    0.38052E+04
    0.72427E-03    0.38776E+04
    0.73891E-03    0.39512E+04
    0.75383E-03    0.40262E+04
    0.76906E-03    0.41025E+04
    0.78460E-03    0.41801E+04
    0.80045E-03    0.42591E+04
    0.81662E-03    0.43395E+04
    0.83311E-03    0.44214E+04
    0.84994E-03    0.45046E+04
    0.86711E-03    0.45894E+04
    0.88463E-03    0.46756E+04
    0.90250E-03    0.47632E+04
    0.92073E-03    0.48525E+04
    0.93933E-03    0.49432E+04
    0.95831E-03    0.50355E+04
    0.97767E-03    0.51294E+04
    0.99742E-03    0.52248E+04
    0.10176E-02    0.53219E+04
    0.10381E-02    0.54206E+04
    0.10591E-02    0.55210E+04
    0.10805E-02    0.56230E+04
    0.11023E-02    0.57267E+04
    0.11246E-02    0.58321E+04
    0.11473E-02    0.59392E+04
    0.11705E-02    0.60481E+04
    0.11941E-02    0.61588E+04
    0.12182E-02    0.62712E+04
    0.12429E-02    0.63854E+04
    0.12680E-02    0.65014E+04
    0.12936E-02    0.66192E+04
    0.13197E-02    0.67389E+04
    0.13464E-02    0.68604E+04
    0.13736E-02    0.69838E+04
    0.14013E-02    0.71091E+04
    0.14296E-02    0.72363E+04
    0.14585E-02    0.73653E+04
    0.14880E-02    0.74963E+04
    0.15180E-02    0.76292E+04
    0.15487E-02    0.77641E+04
    0.15800E-02    0.79009E+04
    0.16119E-02    0.80397E+04
    0.16445E-02    0.81804E+04
    0.16777E-02    0.83231E+04
    0.17116E-02    0.84678E+04
    0.17462E-02    0.86145E+04
    0.17814E-02    0.87631E+04
    0.18174E-02    0.89138E+04
    0.18541E-02    0.90664E+04
    0.18916E-02    0.92211E+04
    0.19298E-02    0.93777E+04
    0.19688E-02    0.95363E+04
    0.20086E-02    0.96969E+04
    0.20491E-02    0.98595E+04
    0.20905E-02    0.10024E+05
    0.21328E-02    0.10191E+05
    0.21758E-02    0.10359E+05
    0.22198E-02    0.10530E+05
    0.22646E-02    0.10702E+05
    0.23104E-02    0.10876E+05
    0.23571E-02    0.11053E+05
    0.24047E-02    0.11231E+05
    0.24533E-02    0.11411E+05
    0.25028E-02    0.11593E+05
    0.25534E-02    0.11777E+05
    0.26050E-02    0.11962E+05
    0.26576E-02    0.12150E+05
    0.27113E-02    0.12339E+05
    0.27660E-02    0.12530E+05
    0.28219E-02    0.12722E+05
    0.28789E-02    0.12917E+05
    0.29371E-02    0.13113E+05
    0.29964E-02    0.13310E+05
    0.30569E-02    0.13509E+05
    0.31187E-02    0.13710E+05
