#           k/h    P           
    0.10000E-03    0.34187E+00
    0.10202E-03    0.34856E+00
    0.10408E-03    0.35539E+00
    0.10618E-03    0.36235E+00
    0.10833E-03    0.36945E+00
    0.11052E-03    0.37668E+00
    0.11275E-03    0.38406E+00
    0.11503E-03    0.39158E+00
    0.11735E-03    0.39925E+00
    0.11972E-03    0.40707E+00
    0.12214E-03    0.41504E+00
    0.12461E-03    0.42317E+00
    0.12712E-03    0.43146E+00
    0.12969E-03    0.43991E+00
    0.13231E-03    0.44853E+00
    0.13499E-03    0.45731E+00
    0.13771E-03    0.46626E+00
    0.14049E-03    0.47540E+00
    0.14333E-03    0.48471E+00
    0.14623E-03    0.49420E+00
    0.14918E-03    0.50387E+00
    0.15220E-03    0.51374E+00
    0.15527E-03    0.52380E+00
    0.15841E-03    0.53406E+00
    0.16161E-03    0.54452E+00
    0.16487E-03    0.55518E+00
    0.16820E-03    0.56605E+00
    0.17160E-03    0.57713E+00
    0.17507E-03    0.58843E+00
    0.17860E-03    0.59995E+00
    0.18221E-03    0.61170E+00
    0.18589E-03    0.62367E+00
    0.18965E-03    0.63588E+00
    0.19348E-03    0.64833E+00
    0.19739E-03    0.66103E+00
    0.20138E-03    0.67397E+00
    0.20544E-03    0.68716E+00
    0.20959E-03    0.70061E+00
    0.21383E-03    0.71433E+00
    0.21815E-03    0.72831E+00
    0.22255E-03    0.74256E+00
    0.22705E-03    0.75710E+00
    0.23164E-03    0.77192E+00
    0.23632E-03    0.78702E+00
    0.24109E-03    0.80243E+00
    0.24596E-03    0.81813E+00
    0.25093E-03    0.83414E+00
    0.25600E-03    0.85046E+00
    0.26117E-03    0.86710E+00
    0.26645E-03    0.88407E+00
    0.27183E-03    0.90137E+00
    0.27732E-03    0.91900E+00
    0.28292E-03    0.93698E+00
    0.28864E-03    0.95531E+00
    0.29447E-03    0.97400E+00
    0.30042E-03    0.99305E+00
    0.30649E-03    0.10125E+01
    0.31268E-03    0.10323E+01
    0.31899E-03    0.10525E+01
    0.32544E-03    0.10730E+01
    0.33201E-03    0.10940E+01
    0.33872E-03    0.11154E+01
    0.34556E-03    0.11372E+01
    0.35254E-03    0.11595E+01
    0.35966E-03    0.11821E+01
    0.36693E-03    0.12052E+01
    0.37434E-03    0.12288E+01
    0.38190E-03    0.12528E+01
    0.38962E-03    0.12773E+01
    0.39749E-03    0.13022E+01
    0.40552E-03    0.13277E+01
    0.41371E-03    0.13536E+01
    0.42207E-03    0.13801E+01
    0.43060E-03    0.14070E+01
    0.43929E-03    0.14345E+01
    0.44817E-03    0.14625E+01
    0.45722E-03    0.14910E+01
    0.46646E-03    0.15202E+01
    0.47588E-03    0.15498E+01
    0.48550E-03    0.15801E+01
    0.49530E-03    0.16109E+01
    0.50531E-03    0.16423E+01
    0.51552E-03    0.16744E+01
    0.52593E-03    0.17070E+01
    0.53656E-03    0.17403E+01
    0.54739E-03    0.17742E+01
    0.55845E-03    0.18088E+01
    0.56973E-03    0.18440E+01
    0.58124E-03    0.18800E+01
    0.59299E-03    0.19166E+01
    0.60496E-03    0.19539E+01
    0.61719E-03    0.19919E+01
    0.62965E-03    0.20307E+01
    0.64237E-03    0.20702E+01
    0.65535E-03    0.21105E+01
    0.66859E-03    0.21515E+01
    0.68210E-03    0.21934E+01
    0.69588E-03    0.22360E+01
    0.70993E-03    0.22794E+01
    0.72427E-03    0.23237E+01
    0.73891E-03    0.23688E+01
    0.75383E-03    0.24148E+01
    0.76906E-03    0.24617E+01
    0.78460E-03    0.25094E+01
    0.80045E-03    0.25581E+01
    0.81662E-03    0.26076E+01
    0.83311E-03    0.26581E+01
    0.84994E-03    0.27096E+01
    0.86711E-03    0.27620E+01
    0.88463E-03    0.28155E+01
    0.90250E-03    0.28699E+01
    0.92073E-03    0.29254E+01
    0.93933E-03    0.29818E+01
    0.95831E-03    0.30394E+01
    0.97767E-03    0.30980E+01
    0.99742E-03    0.31578E+01
    0.10176E-02    0.32186E+01
    0.10381E-02    0.32805E+01
    0.10591E-02    0.33437E+01
    0.10805E-02    0.34079E+01
    0.11023E-02    0.34734E+01
    0.11246E-02    0.35401E+01
    0.11473E-02    0.36080E+01
    0.11705E-02    0.36771E+01
    0.11941E-02    0.37475E+01
    0.12182E-02    0.38192E+01
    0.12429E-02    0.38922E+01
    0.12680E-02    0.39665E+01
    0.12936E-02    0.40422E+01
    0.13197E-02    0.41192E+01
    0.13464E-02    0.41976E+01
    0.13736E-02    0.42774E+01
    0.14013E-02    0.43586E+01
    0.14296E-02    0.44412E+01
    0.14585E-02    0.45253E+01
    0.14880E-02    0.46109E+01
    0.15180E-02    0.46980E+01
    0.15487E-02    0.47866E+01
    0.15800E-02    0.48767E+01
    0.16119E-02    0.49684E+01
    0.16445E-02    0.50617E+01
    0.16777E-02    0.51566E+01
    0.17116E-02    0.52530E+01
    0.17462E-02    0.53511E+01
    0.17814E-02    0.54509E+01
    0.18174E-02    0.55523E+01
    0.18541E-02    0.56554E+01
    0.18916E-02    0.57602E+01
    0.19298E-02    0.58667E+01
    0.19688E-02    0.59749E+01
    0.20086E-02    0.60848E+01
    0.20491E-02    0.61966E+01
    0.20905E-02    0.63100E+01
    0.21328E-02    0.64253E+01
    0.21758E-02    0.65424E+01
    0.22198E-02    0.66612E+01
    0.22646E-02    0.67819E+01
    0.23104E-02    0.69044E+01
    0.23571E-02    0.70288E+01
    0.24047E-02    0.71549E+01
    0.24533E-02    0.72830E+01
    0.25028E-02    0.74128E+01
    0.25534E-02    0.75446E+01
    0.26050E-02    0.76781E+01
    0.26576E-02    0.78136E+01
    0.27113E-02    0.79509E+01
    0.27660E-02    0.80901E+01
    0.28219E-02    0.82311E+01
    0.28789E-02    0.83739E+01
    0.29371E-02    0.85187E+01
    0.29964E-02    0.86652E+01
    0.30569E-02    0.88136E+01
    0.31187E-02    0.89638E+01
    0.31817E-02    0.91158E+01
    0.32460E-02    0.92697E+01
    0.33115E-02    0.94253E+01
    0.33784E-02    0.95826E+01
    0.34467E-02    0.97417E+01
    0.35163E-02    0.99026E+01
    0.35874E-02    0.10065E+02
    0.36598E-02    0.10229E+02
    0.37338E-02    0.10395E+02
    0.38092E-02    0.10563E+02
    0.38861E-02    0.10732E+02
    0.39646E-02    0.10903E+02
    0.40447E-02    0.11075E+02
    0.41264E-02    0.11249E+02
    0.42098E-02    0.11424E+02
    0.42948E-02    0.11600E+02
    0.43816E-02    0.11779E+02
    0.44701E-02    0.11958E+02
    0.45604E-02    0.12139E+02
    0.46525E-02    0.12321E+02
    0.47465E-02    0.12504E+02
    0.48424E-02    0.12688E+02
    0.49402E-02    0.12874E+02
    0.50400E-02    0.13061E+02
    0.51419E-02    0.13248E+02
    0.52457E-02    0.13437E+02
    0.53517E-02    0.13626E+02
    0.54598E-02    0.13817E+02
    0.55701E-02    0.14008E+02
    0.56826E-02    0.14200E+02
    0.57974E-02    0.14393E+02
    0.59145E-02    0.14586E+02
    0.60340E-02    0.14780E+02
    0.61559E-02    0.14974E+02
    0.62803E-02    0.15168E+02
    0.64072E-02    0.15363E+02
    0.65366E-02    0.15558E+02
    0.66686E-02    0.15753E+02
    0.68033E-02    0.15948E+02
    0.69408E-02    0.16143E+02
    0.70810E-02    0.16338E+02
    0.72240E-02    0.16532E+02
    0.73700E-02    0.16726E+02
    0.75189E-02    0.16919E+02
    0.76708E-02    0.17112E+02
    0.78257E-02    0.17303E+02
    0.79838E-02    0.17494E+02
    0.81451E-02    0.17683E+02
    0.83096E-02    0.17871E+02
    0.84775E-02    0.18058E+02
    0.86488E-02    0.18243E+02
    0.88235E-02    0.18426E+02
    0.90017E-02    0.18607E+02
    0.91836E-02    0.18786E+02
    0.93691E-02    0.18962E+02
    0.95583E-02    0.19136E+02
    0.97514E-02    0.19307E+02
    0.99484E-02    0.19475E+02
    0.10149E-01    0.19640E+02
    0.10354E-01    0.19802E+02
    0.10564E-01    0.19961E+02
    0.10777E-01    0.20115E+02
    0.10995E-01    0.20266E+02
    0.11217E-01    0.20413E+02
    0.11443E-01    0.20555E+02
    0.11675E-01    0.20693E+02
    0.11910E-01    0.20826E+02
    0.12151E-01    0.20955E+02
    0.12397E-01    0.21078E+02
    0.12647E-01    0.21196E+02
    0.12902E-01    0.21308E+02
    0.13163E-01    0.21414E+02
    0.13429E-01    0.21514E+02
    0.13700E-01    0.21608E+02
    0.13977E-01    0.21695E+02
    0.14259E-01    0.21775E+02
    0.14547E-01    0.21848E+02
    0.14841E-01    0.21914E+02
    0.15141E-01    0.21972E+02
    0.15447E-01    0.22022E+02
    0.15759E-01    0.22064E+02
    0.16077E-01    0.22098E+02
    0.16402E-01    0.22123E+02
    0.16734E-01    0.22140E+02
    0.17072E-01    0.22148E+02
    0.17416E-01    0.22146E+02
    0.17768E-01    0.22135E+02
    0.18127E-01    0.22115E+02
    0.18493E-01    0.22085E+02
    0.18867E-01    0.22045E+02
    0.19248E-01    0.21996E+02
    0.19637E-01    0.21936E+02
    0.20034E-01    0.21866E+02
    0.20438E-01    0.21786E+02
    0.20851E-01    0.21695E+02
    0.21272E-01    0.21594E+02
    0.21702E-01    0.21483E+02
    0.22141E-01    0.21361E+02
    0.22588E-01    0.21229E+02
    0.23044E-01    0.21087E+02
    0.23510E-01    0.20934E+02
    0.23985E-01    0.20772E+02
    0.24469E-01    0.20600E+02
    0.24964E-01    0.20418E+02
    0.25468E-01    0.20227E+02
    0.25982E-01    0.20027E+02
    0.26507E-01    0.19818E+02
    0.27043E-01    0.19601E+02
    0.27589E-01    0.19376E+02
    0.28146E-01    0.19143E+02
    0.28715E-01    0.18904E+02
    0.29295E-01    0.18657E+02
    0.29887E-01    0.18405E+02
    0.30490E-01    0.18148E+02
    0.31106E-01    0.17886E+02
    0.31735E-01    0.17619E+02
    0.32376E-01    0.17350E+02
    0.33030E-01    0.17077E+02
    0.33697E-01    0.16803E+02
    0.34378E-01    0.16527E+02
    0.35072E-01    0.16251E+02
    0.35781E-01    0.15976E+02
    0.36504E-01    0.15701E+02
    0.37241E-01    0.15428E+02
    0.37993E-01    0.15158E+02
    0.38761E-01    0.14891E+02
    0.39544E-01    0.14628E+02
    0.40343E-01    0.14370E+02
    0.41158E-01    0.14117E+02
    0.41989E-01    0.13870E+02
    0.42838E-01    0.13629E+02
    0.43703E-01    0.13396E+02
    0.44586E-01    0.13169E+02
    0.45486E-01    0.12950E+02
    0.46405E-01    0.12739E+02
    0.47343E-01    0.12535E+02
    0.48299E-01    0.12340E+02
    0.49275E-01    0.12152E+02
    0.50270E-01    0.11972E+02
    0.51286E-01    0.11799E+02
    0.52322E-01    0.11633E+02
    0.53379E-01    0.11473E+02
    0.54457E-01    0.11319E+02
    0.55557E-01    0.11170E+02
    0.56680E-01    0.11024E+02
    0.57825E-01    0.10881E+02
    0.58993E-01    0.10740E+02
    0.60184E-01    0.10599E+02
    0.61400E-01    0.10457E+02
    0.62641E-01    0.10313E+02
    0.63906E-01    0.10166E+02
    0.65197E-01    0.10014E+02
    0.66514E-01    0.98558E+01
    0.67858E-01    0.96908E+01
    0.69229E-01    0.95179E+01
    0.70627E-01    0.93363E+01
    0.72054E-01    0.91455E+01
    0.73510E-01    0.89454E+01
    0.74994E-01    0.87359E+01
    0.76509E-01    0.85176E+01
    0.78055E-01    0.82911E+01
    0.79632E-01    0.80576E+01
    0.81241E-01    0.78185E+01
    0.82882E-01    0.75756E+01
    0.84556E-01    0.73307E+01
    0.86264E-01    0.70861E+01
    0.88007E-01    0.68440E+01
    0.89785E-01    0.66068E+01
    0.91598E-01    0.63767E+01
    0.93449E-01    0.61559E+01
    0.95337E-01    0.59463E+01
    0.97263E-01    0.57495E+01
    0.99227E-01    0.55667E+01
    0.10123E+00    0.53988E+01
    0.10328E+00    0.52459E+01
    0.10536E+00    0.51079E+01
    0.10749E+00    0.49840E+01
    0.10966E+00    0.48729E+01
    0.11188E+00    0.47728E+01
    0.11414E+00    0.46813E+01
    0.11644E+00    0.45958E+01
    0.11880E+00    0.45135E+01
    0.12120E+00    0.44313E+01
    0.12365E+00    0.43462E+01
    0.12614E+00    0.42557E+01
    0.12869E+00    0.41576E+01
    0.13129E+00    0.40506E+01
    0.13394E+00    0.39339E+01
    0.13665E+00    0.38080E+01
    0.13941E+00    0.36743E+01
    0.14223E+00    0.35348E+01
    0.14510E+00    0.33924E+01
    0.14803E+00    0.32505E+01
    0.15102E+00    0.31125E+01
    0.15407E+00    0.29815E+01
    0.15718E+00    0.28602E+01
    0.16036E+00    0.27506E+01
    0.16360E+00    0.26538E+01
    0.16690E+00    0.25695E+01
    0.17028E+00    0.24968E+01
    0.17371E+00    0.24336E+01
    0.17722E+00    0.23770E+01
    0.18080E+00    0.23237E+01
    0.18446E+00    0.22705E+01
    0.18818E+00    0.22142E+01
    0.19198E+00    0.21525E+01
    0.19586E+00    0.20844E+01
    0.19982E+00    0.20099E+01
    0.20386E+00    0.19305E+01
    0.20797E+00    0.18486E+01
    0.21218E+00    0.17673E+01
    0.21646E+00    0.16896E+01
    0.22083E+00    0.16182E+01
    0.22530E+00    0.15545E+01
    0.22985E+00    0.14991E+01
    0.23449E+00    0.14511E+01
    0.23923E+00    0.14087E+01
    0.24406E+00    0.13694E+01
    0.24899E+00    0.13304E+01
    0.25402E+00    0.12896E+01
    0.25915E+00    0.12457E+01
    0.26439E+00    0.11987E+01
    0.26973E+00    0.11495E+01
    0.27518E+00    0.11001E+01
    0.28074E+00    0.10526E+01
    0.28641E+00    0.10088E+01
    0.29219E+00    0.96962E+00
    0.29810E+00    0.93482E+00
    0.30412E+00    0.90339E+00
    0.31026E+00    0.87370E+00
    0.31653E+00    0.84414E+00
    0.32292E+00    0.81363E+00
    0.32945E+00    0.78195E+00
    0.33610E+00    0.74973E+00
    0.34289E+00    0.71810E+00
    0.34982E+00    0.68820E+00
    0.35689E+00    0.66072E+00
    0.36409E+00    0.63564E+00
    0.37145E+00    0.61232E+00
    0.37895E+00    0.58985E+00
    0.38661E+00    0.56748E+00
    0.39442E+00    0.54494E+00
    0.40239E+00    0.52251E+00
    0.41052E+00    0.50076E+00
    0.41881E+00    0.48019E+00
    0.42727E+00    0.46101E+00
    0.43590E+00    0.44298E+00
    0.44471E+00    0.42568E+00
    0.45369E+00    0.40874E+00
    0.46286E+00    0.39205E+00
    0.47221E+00    0.37577E+00
    0.48174E+00    0.36017E+00
    0.49148E+00    0.34539E+00
    0.50141E+00    0.33137E+00
    0.51153E+00    0.31791E+00
    0.52187E+00    0.30486E+00
    0.53241E+00    0.29217E+00
    0.54317E+00    0.27993E+00
    0.55414E+00    0.26823E+00
    0.56533E+00    0.25707E+00
    0.57675E+00    0.24637E+00
    0.58840E+00    0.23605E+00
    0.60029E+00    0.22609E+00
    0.61242E+00    0.21652E+00
    0.62479E+00    0.20735E+00
    0.63741E+00    0.19858E+00
    0.65029E+00    0.19015E+00
    0.66342E+00    0.18205E+00
    0.67683E+00    0.17426E+00
    0.69050E+00    0.16679E+00
    0.70445E+00    0.15963E+00
    0.71868E+00    0.15276E+00
    0.73320E+00    0.14618E+00
    0.74801E+00    0.13986E+00
    0.76312E+00    0.13380E+00
    0.77854E+00    0.12799E+00
    0.79426E+00    0.12242E+00
    0.81031E+00    0.11708E+00
    0.82668E+00    0.11197E+00
    0.84338E+00    0.10706E+00
    0.86041E+00    0.10236E+00
    0.87780E+00    0.97858E-01
    0.89553E+00    0.93545E-01
    0.91362E+00    0.89413E-01
    0.93208E+00    0.85456E-01
    0.95091E+00    0.81667E-01
    0.97011E+00    0.78038E-01
    0.98971E+00    0.74564E-01
    0.10097E+01    0.71239E-01
    0.10301E+01    0.68055E-01
    0.10509E+01    0.65008E-01
    0.10721E+01    0.62091E-01
    0.10938E+01    0.59301E-01
    0.11159E+01    0.56631E-01
    0.11384E+01    0.54077E-01
    0.11614E+01    0.51633E-01
    0.11849E+01    0.49296E-01
    0.12088E+01    0.47061E-01
    0.12333E+01    0.44924E-01
    0.12582E+01    0.42880E-01
    0.12836E+01    0.40926E-01
