#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2    0.95155E+03    0.26508E-01    0.11315E-02    0.26508E-01    0.12003E-05   -0.16798E-07    0.11315E-02   -0.16798E-07    0.81696E-08
     3    0.92166E+03    0.60082E-01    0.79643E-03    0.60082E-01    0.56806E-05   -0.20168E-07    0.79643E-03   -0.20168E-07    0.49680E-08
     4    0.89214E+03    0.10257E+00    0.60128E-03    0.10257E+00    0.16376E-04   -0.21934E-07    0.60128E-03   -0.21934E-07    0.34372E-08
     5    0.87116E+03    0.15317E+00    0.47462E-03    0.15317E+00    0.36970E-04   -0.23047E-07    0.47462E-03   -0.23047E-07    0.25559E-08
     6    0.85807E+03    0.21120E+00    0.38655E-03    0.21120E+00    0.71830E-04   -0.23773E-07    0.38655E-03   -0.23773E-07    0.19906E-08
     7    0.85108E+03    0.27601E+00    0.32223E-03    0.27601E+00    0.12596E-03   -0.24272E-07    0.32223E-03   -0.24272E-07    0.16020E-08
     8    0.84828E+03    0.34676E+00    0.27348E-03    0.34676E+00    0.20489E-03   -0.24655E-07    0.27348E-03   -0.24655E-07    0.13211E-08
     9    0.84894E+03    0.42290E+00    0.23544E-03    0.42290E+00    0.31481E-03   -0.24977E-07    0.23544E-03   -0.24977E-07    0.11105E-08
    10    0.85221E+03    0.50356E+00    0.20506E-03    0.50356E+00    0.46206E-03   -0.25215E-07    0.20506E-03   -0.25215E-07    0.94772E-09
    11    0.85748E+03    0.58819E+00    0.18043E-03    0.58819E+00    0.65395E-03   -0.25381E-07    0.18043E-03   -0.25381E-07    0.81912E-09
    12    0.86491E+03    0.67659E+00    0.16004E-03    0.67659E+00    0.89775E-03   -0.25453E-07    0.16004E-03   -0.25453E-07    0.71523E-09
    13    0.87346E+03    0.76716E+00    0.14310E-03    0.76716E+00    0.12012E-02   -0.25499E-07    0.14310E-03   -0.25499E-07    0.63024E-09
    14    0.88306E+03    0.85948E+00    0.12872E-03    0.85948E+00    0.15717E-02   -0.25520E-07    0.12872E-03   -0.25520E-07    0.55951E-09
    15    0.89350E+03    0.95278E+00    0.11646E-03    0.95278E+00    0.20184E-02   -0.25546E-07    0.11646E-03   -0.25546E-07    0.50012E-09
    16    0.90510E+03    0.10474E+01    0.10586E-03    0.10474E+01    0.25502E-02   -0.25560E-07    0.10586E-03   -0.25560E-07    0.44967E-09
    17    0.91735E+03    0.11418E+01    0.96658E-04    0.11418E+01    0.31760E-02   -0.25556E-07    0.96658E-04   -0.25556E-07    0.40635E-09
    18    0.92985E+03    0.12349E+01    0.88616E-04    0.12349E+01    0.39031E-02   -0.25531E-07    0.88616E-04   -0.25531E-07    0.36897E-09
    19    0.94376E+03    0.13276E+01    0.81565E-04    0.13276E+01    0.47450E-02   -0.25505E-07    0.81565E-04   -0.25505E-07    0.33643E-09
    20    0.95787E+03    0.14183E+01    0.75297E-04    0.14183E+01    0.57064E-02   -0.25450E-07    0.75297E-04   -0.25450E-07    0.30790E-09
    21    0.97240E+03    0.15063E+01    0.69729E-04    0.15063E+01    0.67979E-02   -0.25383E-07    0.69729E-04   -0.25383E-07    0.28275E-09
    22    0.98728E+03    0.15911E+01    0.64754E-04    0.15911E+01    0.80294E-02   -0.25311E-07    0.64754E-04   -0.25311E-07    0.26049E-09
    23    0.10025E+04    0.16723E+01    0.60287E-04    0.16723E+01    0.94107E-02   -0.25237E-07    0.60287E-04   -0.25237E-07    0.24068E-09
    24    0.10181E+04    0.17483E+01    0.56275E-04    0.17483E+01    0.10950E-01   -0.25149E-07    0.56275E-04   -0.25149E-07    0.22295E-09
