# L    TT    EE    BB    TE
2 9.25974E+02 3.33585E-06 2.17836E-06 2.55792E-02
3 8.95858E+02 9.83462E-06 4.35727E-06 5.80072E-02
4 8.66487E+02 2.30512E-05 7.26343E-06 9.90371E-02
5 8.45620E+02 4.65355E-05 1.08978E-05 1.47892E-01
6 8.32548E+02 8.44985E-05 1.52609E-05 2.03924E-01
7 8.25491E+02 1.41757E-04 2.03537E-05 2.66479E-01
8 8.22570E+02 2.23649E-04 2.61780E-05 3.34764E-01
9 8.23040E+02 3.36127E-04 3.27348E-05 4.08236E-01
10 8.26089E+02 4.85319E-04 4.00257E-05 4.86065E-01
11 8.31110E+02 6.78252E-04 4.80528E-05 5.67718E-01
12 8.38241E+02 9.21921E-04 5.68160E-05 6.52991E-01
13 8.46486E+02 1.22382E-03 6.63189E-05 7.40356E-01
14 8.55764E+02 1.59104E-03 7.65617E-05 8.29388E-01
15 8.65870E+02 2.03243E-03 8.75470E-05 9.19369E-01
16 8.77110E+02 2.55654E-03 9.92767E-05 1.01064E+00
17 8.88985E+02 3.17204E-03 1.11751E-04 1.10157E+00
18 9.01118E+02 3.88576E-03 1.24971E-04 1.19139E+00
19 9.14624E+02 4.71094E-03 1.38947E-04 1.28076E+00
20 9.28369E+02 5.65184E-03 1.53669E-04 1.36819E+00
21 9.42465E+02 6.71896E-03 1.69146E-04 1.45285E+00
22 9.56929E+02 7.92177E-03 1.85379E-04 1.53457E+00
23 9.71762E+02 9.26988E-03 2.02367E-04 1.61279E+00
24 9.86870E+02 1.07706E-02 2.20111E-04 1.68603E+00
25 1.00235E+03 1.24345E-02 2.38620E-04 1.75457E+00
26 1.01810E+03 1.42706E-02 2.57883E-04 1.81841E+00
27 1.03422E+03 1.62872E-02 2.77912E-04 1.87655E+00
28 1.05044E+03 1.84946E-02 2.98696E-04 1.92786E+00
29 1.06702E+03 2.08991E-02 3.20254E-04 1.97181E+00
30 1.08379E+03 2.35110E-02 3.42567E-04 2.00930E+00
31 1.10074E+03 2.63383E-02 3.65654E-04 2.03915E+00
32 1.11788E+03 2.93905E-02 3.89506E-04 2.06071E+00
33 1.13529E+03 3.26740E-02 4.14132E-04 2.07250E+00
34 1.15288E+03 3.61960E-02 4.39522E-04 2.07591E+00
35 1.17057E+03 3.99649E-02 4.65677E-04 2.07029E+00
36 1.18845E+03 4.39881E-02 4.92606E-04 2.05463E+00
37 1.20659E+03 4.82739E-02 5.20309E-04 2.02819E+00
38 1.22493E+03 5.28278E-02 5.48776E-04 1.99143E+00
39 1.24345E+03 5.76525E-02 5.78008E-04 1.94380E+00
40 1.26196E+03 6.27555E-02 6.08023E-04 1.88447E+00
41 1.28085E+03 6.81458E-02 6.38803E-04 1.81270E+00
42 1.29983E+03 7.38283E-02 6.70348E-04 1.72951E+00
43 1.31899E+03 7.98064E-02 7.02675E-04 1.63526E+00
44 1.33815E+03 8.60785E-02 7.35768E-04 1.52849E+00
45 1.35768E+03 9.26527E-02 7.69624E-04 1.40771E+00
46 1.37740E+03 9.95438E-02 8.04255E-04 1.27394E+00
47 1.39721E+03 1.06739E-01 8.39660E-04 1.12819E+00
48 1.41711E+03 1.14247E-01 8.75829E-04 9.69182E-01
49 1.43728E+03 1.22060E-01 9.12763E-04 7.95604E-01
50 1.45773E+03 1.30213E-01 9.50480E-04 6.08281E-01
51 1.47819E+03 1.38670E-01 9.88989E-04 4.08236E-01
52 1.49892E+03 1.47441E-01 1.02814E-03 1.94297E-01
53 1.51992E+03 1.56534E-01 1.06822E-03 -3.47947E-02
54 1.54102E+03 1.65940E-01 1.10894E-03 -2.78013E-01
55 1.56221E+03 1.75669E-01 1.15049E-03 -5.34331E-01
56 1.58376E+03 1.85711E-01 1.19278E-03 -8.04780E-01
57 1.60551E+03 1.96066E-01 1.23589E-03 -1.09042E+00
58 1.62743E+03 2.06743E-01 1.27974E-03 -1.39067E+00
59 1.64945E+03 2.17725E-01 1.32433E-03 -1.70436E+00
60 1.67175E+03 2.28992E-01 1.36966E-03 -2.03068E+00
61 1.69450E+03 2.40554E-01 1.41572E-03 -2.36906E+00
62 1.71726E+03 2.52393E-01 1.46262E-03 -2.72090E+00
63 1.74011E+03 2.64517E-01 1.51025E-03 -3.08747E+00
64 1.76341E+03 2.76963E-01 1.55871E-03 -3.47054E+00
65 1.78672E+03 2.89732E-01 1.60781E-03 -3.87111E+00
66 1.81040E+03 3.02796E-01 1.65774E-03 -4.28808E+00
67 1.83408E+03 3.16127E-01 1.70841E-03 -4.71905E+00
68 1.85821E+03 3.29743E-01 1.75991E-03 -5.16274E+00
