#    L    TT             EE             BB             TE             PP             TP             EP          
     2    0.95499E+03    0.12245E-05    0.00000E+00    0.26965E-01    0.49748E-07    0.27610E-02   -0.41785E-07
     3    0.92635E+03    0.57967E-05    0.00000E+00    0.61076E-01    0.60471E-07    0.27498E-02   -0.70941E-07
     4    0.89761E+03    0.16715E-04    0.00000E+00    0.10425E+00    0.69697E-07    0.26799E-02   -0.99605E-07
     5    0.87719E+03    0.37739E-04    0.00000E+00    0.15568E+00    0.77707E-07    0.25898E-02   -0.12819E-06
     6    0.86452E+03    0.73334E-04    0.00000E+00    0.21469E+00    0.84692E-07    0.24944E-02   -0.15645E-06
     7    0.85789E+03    0.12861E-03    0.00000E+00    0.28060E+00    0.90838E-07    0.23995E-02   -0.18446E-06
     8    0.85539E+03    0.20922E-03    0.00000E+00    0.35256E+00    0.96278E-07    0.23077E-02   -0.21247E-06
     9    0.85631E+03    0.32148E-03    0.00000E+00    0.43003E+00    0.10112E-06    0.22196E-02   -0.24067E-06
    10    0.85980E+03    0.47188E-03    0.00000E+00    0.51210E+00    0.10544E-06    0.21356E-02   -0.26863E-06
    11    0.86528E+03    0.66788E-03    0.00000E+00    0.59824E+00    0.10931E-06    0.20570E-02   -0.29622E-06
    12    0.87292E+03    0.91691E-03    0.00000E+00    0.68822E+00    0.11276E-06    0.19822E-02   -0.32295E-06
    13    0.88164E+03    0.12268E-02    0.00000E+00    0.78042E+00    0.11588E-06    0.19131E-02   -0.34949E-06
    14    0.89140E+03    0.16054E-02    0.00000E+00    0.87441E+00    0.11866E-06    0.18474E-02   -0.37574E-06
    15    0.90198E+03    0.20617E-02    0.00000E+00    0.96941E+00    0.12117E-06    0.17858E-02   -0.40212E-06
    16    0.91373E+03    0.26049E-02    0.00000E+00    0.10658E+01    0.12343E-06    0.17271E-02   -0.42834E-06
    17    0.92612E+03    0.32442E-02    0.00000E+00    0.11619E+01    0.12544E-06    0.16717E-02   -0.45427E-06
    18    0.93874E+03    0.39869E-02    0.00000E+00    0.12567E+01    0.12726E-06    0.16195E-02   -0.47981E-06
    19    0.95278E+03    0.48470E-02    0.00000E+00    0.13511E+01    0.12888E-06    0.15706E-02   -0.50528E-06
    20    0.96702E+03    0.58290E-02    0.00000E+00    0.14435E+01    0.13033E-06    0.15237E-02   -0.53009E-06
    21    0.98166E+03    0.69440E-02    0.00000E+00    0.15331E+01    0.13161E-06    0.14794E-02   -0.55451E-06
    22    0.99667E+03    0.82020E-02    0.00000E+00    0.16195E+01    0.13276E-06    0.14374E-02   -0.57870E-06
    23    0.10120E+04    0.96129E-02    0.00000E+00    0.17022E+01    0.13377E-06    0.13974E-02   -0.60269E-06
    24    0.10277E+04    0.11185E-01    0.00000E+00    0.17796E+01    0.13465E-06    0.13596E-02   -0.62618E-06
    25    0.10438E+04    0.12930E-01    0.00000E+00    0.18522E+01    0.13543E-06    0.13237E-02   -0.64940E-06
    26    0.10601E+04    0.14855E-01    0.00000E+00    0.19197E+01    0.13610E-06    0.12892E-02   -0.67223E-06
    27    0.10767E+04    0.16972E-01    0.00000E+00    0.19812E+01    0.13667E-06    0.12564E-02   -0.69478E-06
    28    0.10935E+04    0.19290E-01    0.00000E+00    0.20356E+01    0.13715E-06    0.12251E-02   -0.71704E-06
